"","X","file","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","Word","WFfreqcount","spell.check.OK..1.0.","CUMfreqcount","SUBTLEX","lgSUBTLEX","Google00","Google00cum","Google00pm","lgGoogle00","duration","length","log_freq","log_duration","log_freq_z","duration_z","length_z","rate_z"
"75",5823,"0adf0b8c1d828ea8a7cc90a486f3c3e0.TextGrid",1,"ORT-MAU","IntervalTier",0,4.249977,1.92712,2.397098,"Metern",7,"metern",10.5882925954658,"Metern",131,1,136,5.35,2.137,33361,33500,5.53686,4.525,0.469978,6,4.87519732320115,-0.755069393884223,-1.17030704939147,0.376931252049427,0.33337815942391,-0.850522204856378
"76",5861,"0ae09e105a2f80b584ff10c56d64a6c9.TextGrid",1,"ORT-MAU","IntervalTier",0,3.909977,0,0.377098,"Manch",1,"manch",10.7417511663112,"manch",30,1,43,1.69,1.643,21567,28026,4.63212,4.448,0.377098,5,3.40119738166216,-0.975250178364879,-1.71617796755466,-0.303414431425745,-0.414870598394198,-0.691564606338024
"77",5938,"0ae0c419e9b1c0be6e89dac8cb38b064.TextGrid",1,"ORT-MAU","IntervalTier",0,1.129977,0.517098,1.129977,"wachsam",3,"wachsam",9.73471141448012,"wachsam",102,1,108,4.25,2.037,6173,6494,1.07333,3.813,0.612879,7,4.62497281328427,-0.489587752415681,-1.26297345942718,1.42368059005853,1.08162691724202,-1.73469057630978
"78",5968,"0ae17b34869e68c4815ed1fe9d94a89b.TextGrid",1,"ORT-MAU","IntervalTier",0,4.16,0.82712,1.307075,"selbst",6,"selbst",11.5384615384615,"selbst",12629,1,14583,574.16,4.164,5098502,5715530,944.66003,6.757,0.479955,6,9.44375103564617,-0.734062929475006,0.521579455764308,0.450012743048906,0.33337815942391,0.133695050219453
"79",5996,"0ae17b34869e68c4815ed1fe9d94a89b.TextGrid",1,"ORT-MAU","IntervalTier",0,4.16,2.807075,3.062086,"eine",10,"eine",11.5384615384615,"eine",118709,1,135672,5341.63,5.132,35990222,40329449,6665.63183,7.606,0.255011,4,11.6844303991219,-1.36644859749919,1.35137711516773,-1.19770129036667,-1.16311935621231,0.133695050219453
"80",6020,"0aeae8dd0fafb773fc1b18e71fdcaf77.TextGrid",1,"ORT-MAU","IntervalTier",0,0.890023,0,0.74712,"Auslöser",1,"auslöser",8.98853175704448,"Auslöser",113,1,122,4.8,2.09,59924,60058,9.92636,4.779,0.74712,8,4.72738781871234,-0.291529464180675,-1.22504579642582,2.40699545757995,1.82987567506012,-2.50760880274571
"81",6087,"0aeb09792ab0bec1b15082c84f78da02.TextGrid",1,"ORT-MAU","IntervalTier",0,4.06,3.557098,4.06,"Parkett",11,"parkett",10.0985221674877,"Parkett",20,1,20,0.79,1.322,11450,11521,1.90419,4.062,0.502902,7,2.99573227355399,-0.687359958878342,-1.86633510434196,0.61809943984805,1.08162691724202,-1.35784304479263
"82",6112,"0af63253d749af20dde7ae2e212d7ffd.TextGrid",1,"ORT-MAU","IntervalTier",0,3.14,0,0.367075,"Dieser",1,"dieser",10.828025477707,"dieser",19662,1,25517,1004.65,4.407,9124648,10485476,1733.0344,7.021,0.367075,6,9.88644311792687,-1.00218909213314,0.685522972048192,-0.376832872268463,0.33337815942391,-0.602198745065166
"83",6331,"0b06250f846cc8da0ab69f879b5b6797.TextGrid",1,"ORT-MAU","IntervalTier",0,8.629977,0.837098,1.087075,"sind",3,"sind",13.2097686934739,"sind",109934,1,118064,4648.37,5.072,18259704,18507906,3058.97775,7.267,0.249977,4,11.6076354647025,-1.38638636535215,1.32293741162335,-1.23457532321135,-1.16311935621231,1.86489175225936
"84",6340,"0b06250f846cc8da0ab69f879b5b6797.TextGrid",1,"ORT-MAU","IntervalTier",0,8.629977,1.157098,1.537098,"neben",5,"neben",13.2097686934739,"neben",1504,1,1670,65.75,3.223,1234077,1951729,322.58083,6.29,0.38,5,7.31588350450979,-0.967584026261705,-0.266440251847287,-0.282157291315441,-0.414870598394198,1.86489175225936
"85",6458,"0b06250f846cc8da0ab69f879b5b6797.TextGrid",1,"ORT-MAU","IntervalTier",0,8.629977,8.187075,8.467075,"aller",18,"aller",13.2097686934739,"aller",1887,1,1939,76.34,3.288,1872841,1888223,312.08458,6.276,0.279999999999999,5,7.54274354536855,-1.27296567581289,-0.182426477281722,-1.01465695052644,-0.414870598394198,1.86489175225936
"86",6493,"0b067403bdd53dbc4cf497f54e783456.TextGrid",1,"ORT-MAU","IntervalTier",0,6.3,1.84712,2.347075,"Witwe",4,"witwe",8.73015873015873,"Witwe",243,1,246,9.69,2.393,39686,39872,6.59002,4.601,0.499955,5,5.49306144334055,-0.693237184610189,-0.941491535187012,0.596512674891102,-0.414870598394198,-2.77524035730419
"87",6629,"0b096d704b7c3de199574303c400d5b5.TextGrid",1,"ORT-MAU","IntervalTier",0,3.8,2.667075,3.16712,"etwas",9,"etwas",10.5263157894737,"etwas",42723,1,45568,1794.09,4.659,2684561,2803793,463.40955,6.448,0.500045,5,10.6624926958875,-0.693057184609702,0.972919791901012,0.597171924584394,-0.414870598394198,-0.914719884986394
"88",6745,"0b0df223dbac724f973e7921e5d1c28e.TextGrid",1,"ORT-MAU","IntervalTier",0,5.2,0.157098,0.577098,"Mangel",2,"mangel",11.5384615384615,"Mangel",166,1,168,6.61,2.228,225111,226216,37.38887,5.355,0.42,6,5.11198778835654,-0.867500567704723,-1.08261571034589,0.0108425723689555,0.33337815942391,0.133695050219453
"89",6757,"0b0df223dbac724f973e7921e5d1c28e.TextGrid",1,"ORT-MAU","IntervalTier",0,5.2,0.807075,1.677098,"Parmesan",4,"parmesan",11.5384615384615,"Parmesan",11,0,11,0.43,1.079,738,738,0.12198,2.869,0.870023,8,2.39789527279837,-0.139235630901344,-2.08773391401469,3.30725951374004,1.82987567506012,0.133695050219453
"90",6920,"0b145064666571f8a4aadf1fde3595a1.TextGrid",1,"ORT-MAU","IntervalTier",0,3.32,1.667075,1.907075,"sich",7,"sich",10.8433734939759,"sich",83233,1,83756,3297.61,4.923,42974698,43116211,7126.2265,7.635,0.24,4,11.329399182786,-1.42711635564015,1.21989731616885,-1.30765681421083,-1.16311935621231,-0.586300748656853
"91",7168,"0b297a00558496869b96e7e9be5d1211.TextGrid",1,"ORT-MAU","IntervalTier",0,2.629977,1.407075,1.657098,"kann",5,"kann",9.50578655250597,"kann",67376,1,75197,2960.63,4.876,12152677,12304766,2033.72577,7.09,0.250023,4,11.1180441504017,-1.38620236535163,1.14162555893557,-1.23423837336811,-1.16311935621231,-1.97181872171143
"92",7233,"0b2c16c21cc726ff24f5cc89dc338137.TextGrid",1,"ORT-MAU","IntervalTier",0,10.12,1.852063,2.297098,"Ferne",8,"ferne",12.3517786561265,"Ferne",175,1,207,8.15,2.318,68629,92708,15.32273,4.967,0.445035,5,5.16478597392351,-0.809602348223385,-1.06306279638668,0.194223862052428,-0.414870598394198,0.976156537679433
"93",7298,"0b2c16c21cc726ff24f5cc89dc338137.TextGrid",1,"ORT-MAU","IntervalTier",0,10.12,5.467075,5.86712,"auch",19,"auch",12.3517786561265,"auch",69295,1,73515,2894.41,4.866,29153110,32379659,5351.69438,7.51,0.400045,4,11.1461280325029,-0.916178238201807,1.15202594910937,-0.135327734626602,-1.16311935621231,0.976156537679433
"94",7385,"0b2ca33016c3301ede9d1bfc7ecb35ba.TextGrid",1,"ORT-MAU","IntervalTier",0,1.550023,0.059773,0.556871,"Süßes",2,"süßes",10.3224274736568,"Süßes",234,1,462,18.19,2.666,2799,5392,0.89119,3.732,0.497098,5,5.4553211153577,-0.698968089224949,-0.955468026574295,0.575585159627446,-0.414870598394198,-1.12591432573781
"95",7506,"0b2cf0185a98115fd61fff54d7477eab.TextGrid",1,"ORT-MAU","IntervalTier",0,8.309977,5.837098,6.10712,"sehr",16,"sehr",12.0337276505097,"sehr",30737,1,36600,1441,4.563,4414896,4573053,755.83199,6.66,0.270022,4,10.333222419617,-1.30925184182172,0.850980120828864,-1.08774576652251,-1.16311935621231,0.646708506326874
"96",7565,"0b2d7e4ebe2b5586b1215e9743dc9b68.TextGrid",1,"ORT-MAU","IntervalTier",0,3.170023,0.64712,0.922086,"meiner",3,"meiner",10.725474231575,"meiner",13594,1,14032,552.46,4.147,832106,866639,143.23767,5.938,0.274966,6,9.51738379790658,-1.29110782532281,0.548848102396694,-1.05153098337112,0.33337815942391,-0.708424808037107
"97",7671,"0b3012f20063f36f7414140d5941381f.TextGrid",1,"ORT-MAU","IntervalTier",0,4.92,3.407075,3.707075,"seinem",13,"seinem",12.8048780487805,"seinem",5592,1,5627,221.54,3.75,2303140,2316996,382.95198,6.365,0.3,6,8.62909228391365,-1.20397280432594,0.219884382198968,-0.868157018684234,0.33337815942391,1.44549227402592
"98",7753,"0b311001f5e885dac2805d194074e84d.TextGrid",1,"ORT-MAU","IntervalTier",0,4.129977,3.017098,3.492109,"Größe",10,"größe",11.8644728529965,"Größe",721,1,798,31.42,2.903,474275,476636,78.77817,5.678,0.475011,5,6.58063913728495,-0.744417317320898,-0.538725552884879,0.413797959897516,-0.414870598394198,0.471388639849601
"99",7824,"0b350abc952aadedb4fe4f2de6ee0de6.TextGrid",1,"ORT-MAU","IntervalTier",0,3.889977,0,0.60712,"Deswegen",1,"deswegen",11.3111208626683,"deswegen",1614,1,2815,110.83,3.45,216141,292968,48.42161,5.467,0.60712,8,7.38647084882989,-0.49902881388648,-0.240299424179079,1.38149593468456,1.82987567506012,-0.101792141343363
"100",7863,"0b350abc952aadedb4fe4f2de6ee0de6.TextGrid",1,"ORT-MAU","IntervalTier",0,3.889977,2.28712,2.857098,"Datteln",8,"datteln",11.3111208626683,"Datteln",15,1,15,0.59,1.204,2673,2673,0.44179,3.427,0.569978,7,2.70805020110221,-0.562157515389632,-1.97287328836956,1.10943091126042,1.08162691724202,-0.101792141343363
"101",7968,"0b39041c37d509ac7d49fa473946e783.TextGrid",1,"ORT-MAU","IntervalTier",0,3.430023,0,0.44712,"Damit",1,"damit",9.62092674014139,"damit",21036,1,24225,953.78,4.384,4605740,5901472,975.39244,6.771,0.44712,5,9.95399053470923,-0.804928264020694,0.710538014029838,0.209496479946976,-0.414870598394198,-1.85255260566036
"102",7998,"0b39041c37d509ac7d49fa473946e783.TextGrid",1,"ORT-MAU","IntervalTier",0,3.430023,2.06712,2.357098,"sich",7,"sich",9.62092674014139,"sich",83233,1,83756,3297.61,4.923,42974698,43116211,7126.2265,7.635,0.289978,4,11.329399182786,-1.23795022094825,1.21989731616885,-0.941568134530361,-1.16311935621231,-1.85255260566036
"103",8074,"0b3ef7994c7cd0e11da9f329aadb8832.TextGrid",1,"ORT-MAU","IntervalTier",0,1.590023,0.217098,0.697098,"alter",3,"alter",13.2073561200058,"Alter",3522,1,5324,209.61,3.726,596716,747408,123.53123,5.874,0.48,5,8.16678428905615,-0.7339691750802,0.0486764448610888,0.45034236789555,-0.414870598394198,1.8623927267398
"104",8108,"0b3f4c2adc9d15cd4ffdba9ae4911360.TextGrid",1,"ORT-MAU","IntervalTier",0,1.490023,0.697098,0.997098,"kann",3,"kann",9.39582811808945,"kann",67376,1,75197,2960.63,4.876,12152677,12304766,2033.72577,7.09,0.3,4,11.1180441504017,-1.20397280432594,1.14162555893557,-0.868157018684235,-1.16311935621231,-2.08571740182684
"105",8122,"0b403fbd03506514b6ab721643a0af86.TextGrid",1,"ORT-MAU","IntervalTier",0,4.1,0,0.517098,"Letztes",1,"letztes",12.1951219512195,"letztes",1093,1,1484,58.43,3.172,58528,66583,11.00481,4.823,0.517098,7,6.99668148817654,-0.659522867311286,-0.384651313343969,0.722085091469644,1.08162691724202,0.813886203304286
"106",8196,"0b42e3e0e9d1476c59bf51db52ba2f07.TextGrid",1,"ORT-MAU","IntervalTier",0,5.78,0,0.877098,"Nasale",1,"nasale",11.0726643598616,"nasale",3,0,4,0.16,0.699,1800,2846,0.47039,3.454,0.877098,6,1.09861228866811,-0.131136548269106,-2.56890136559578,3.35908386462922,0.33337815942391,-0.348793483975602
"107",8436,"0b4ae5947c8f8468489be729d5dd8027.TextGrid",1,"ORT-MAU","IntervalTier",0,5.909977,4.007075,4.42712,"plagen",14,"plagen",12.0135831323878,"plagen",33,1,60,2.36,1.785,3947,6944,1.1477,3.842,0.420045,6,3.49650756146648,-0.867393430586966,-1.6808814564125,0.0111721972156001,0.33337815942391,0.625842130429287
"108",8653,"0b51058847e1f22fa2dda60e943ae615.TextGrid",1,"ORT-MAU","IntervalTier",0,5.189977,3.907075,4.327075,"Leiter",12,"leiter",10.5973494680227,"Leiter",658,1,667,26.26,2.825,289356,291471,48.17419,5.465,0.42,6,6.48920493132532,-0.867500567704723,-0.572586662748014,0.0108425723689546,0.33337815942391,-0.841140788726928
"109",8717,"0b51ad6ea752f1feb850f136c3f6da89.TextGrid",1,"ORT-MAU","IntervalTier",0,7.509977,2.826803,3.53678,"fünfzehn",9,"fünfzehn",10.3861836061549,"fünfzehn",74,1,119,4.69,2.079,43851,48105,7.95077,4.682,0.709977,8,4.30406509320417,-0.342522703837682,-1.38181619942273,2.13492310915921,1.82987567506012,-1.0598735587941
"110",8756,"0b51ad6ea752f1feb850f136c3f6da89.TextGrid",1,"ORT-MAU","IntervalTier",0,7.509977,5.566803,6.03678,"meisten",14,"meisten",10.3861836061549,"meisten",2436,1,2477,97.52,3.394,1007053,1009740,166.88934,6.004,0.469977,7,7.79811262882979,-0.755071521645659,-0.0878548615502216,0.376923927052833,1.08162691724202,-1.0598735587941
"111",8786,"0b590963431720a26da74a2a192945c1.TextGrid",1,"ORT-MAU","IntervalTier",0,0.58,0,0.58,"laufen",1,"laufen",8.62068965517241,"laufen",3026,1,3471,136.66,3.541,180219,210075,34.72109,5.322,0.58,6,8.0149968943483,-0.544727175441672,-0.00753544645572021,1.18284202710654,0.33337815942391,-2.88863214230511
"112",8871,"0b5e72c8f290456b6ec77d57514aeadd.TextGrid",1,"ORT-MAU","IntervalTier",0,5.52,4.117098,4.737098,"Huawei",13,"huawei",12.6811594202899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619999999999999,6,NA,-0.478035800943001,NA,1.47584189079093,0.33337815942391,1.31734031764765
"113",8903,"0b5fef89f49ee48e7bee3d31c0783cc2.TextGrid",1,"ORT-MAU","IntervalTier",0,4.249977,0.377098,0.857098,"Moment",3,"moment",10.8235879864762,"Moment",9769,1,9905,389.98,3.996,433302,459934,76.01767,5.663,0.48,6,9.18696938565294,-0.7339691750802,0.42648471993758,0.450342367895551,0.33337815942391,-0.606795249161407
"114",8929,"0b5fef89f49ee48e7bee3d31c0783cc2.TextGrid",1,"ORT-MAU","IntervalTier",0,4.249977,2.117098,2.287075,"wohl",8,"wohl",10.8235879864762,"wohl",14828,1,15682,617.43,4.195,1403923,1534258,253.58142,6.186,0.169977,4,9.60427256427062,-1.7720921452026,0.581025885676444,-1.82057505058014,-1.16311935621231,-0.606795249161407
"115",8977,"0b60c73e8df09a8fc7c62c74efa64cbb.TextGrid",1,"ORT-MAU","IntervalTier",0,3.030023,0.86712,1.277098,"etwas",4,"etwas",12.2111284303783,"etwas",42723,1,45568,1794.09,4.659,2684561,2803793,463.40955,6.448,0.409978,5,10.6624926958875,-0.89165177926004,0.972919791901012,-0.06256854347717,-0.414870598394198,0.830466257932712
"116",9046,"0b61808cc79300f8cd149332ae4ed2e7.TextGrid",1,"ORT-MAU","IntervalTier",0,8.62,1.517098,1.777098,"sehr",6,"sehr",11.8329466357309,"sehr",30737,1,36600,1441,4.563,4414896,4573053,755.83199,6.66,0.26,4,10.333222419617,-1.34707364796661,0.850980120828864,-1.16115688236863,-1.16311935621231,0.438732713502182
"117",9079,"0b61808cc79300f8cd149332ae4ed2e7.TextGrid",1,"ORT-MAU","IntervalTier",0,8.62,3.487075,4.027075,"bindende",12,"bindende",11.8329466357309,"bindende",8,1,8,0.31,0.954,15583,16177,2.67373,4.209,0.54,8,2.07944154167984,-0.616186139423817,-2.2056678607533,0.889842163422146,1.82987567506012,0.438732713502182
"118",9204,"0b69a13356f976d610e538907aeb65fd.TextGrid",1,"ORT-MAU","IntervalTier",0,2.589977,1.42712,1.72712,"vorm",8,"vorm",11.5831144446456,"vorm",299,1,309,12.17,2.491,13976,15029,2.48399,4.177,0.3,4,5.70044357339069,-1.20397280432594,-0.864691075057473,-0.868157018684235,-1.16311935621231,0.179948046678287
"119",9255,"0b805ca7ecb0b29130e2239db5b3bf40.TextGrid",1,"ORT-MAU","IntervalTier",0,5.209977,1.46712,2.04712,"heute",6,"heute",12.8599416081875,"heute",19929,1,24453,962.75,4.388,2099096,2357105,389.58117,6.372,0.58,5,9.89993123633335,-0.544727175441672,0.690518068297079,1.18284202710654,-0.414870598394198,1.502528978597
"120",9264,"0b805ca7ecb0b29130e2239db5b3bf40.TextGrid",1,"ORT-MAU","IntervalTier",0,5.209977,2.22712,2.717098,"graust",8,"graust",12.8599416081875,"graust",5,1,5,0.2,0.778,636,648,0.1071,2.812,0.489978,6,1.6094379124341,-0.713394786844592,-2.37972574597175,0.523431183891622,0.33337815942391,1.502528978597
"121",9593,"0b9511fbf462214af76c886bf1786619.TextGrid",1,"ORT-MAU","IntervalTier",0,3.270023,2.737098,3.270023,"U-Bahn",9,"u bahn",11.3149051245205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532925,6,NA,-0.629374577662879,NA,0.838017812532969,0.33337815942391,-0.097872274418522
"122",9602,"0b95b3cea102925794e105ce0155c222.TextGrid",1,"ORT-MAU","IntervalTier",0,3.98,0.017098,0.66712,"Darüber",2,"darüber",10.3015075376884,"darüber",7528,1,8208,323.16,3.914,1260545,1753730,289.85565,6.244,0.650022,7,8.92638468126522,-0.430749070511376,0.329981587315407,1.69575293847926,1.08162691724202,-1.14758390577088
"123",9613,"0b95b3cea102925794e105ce0155c222.TextGrid",1,"ORT-MAU","IntervalTier",0,3.98,0.92712,1.337098,"herrscht",4,"herrscht",10.3015075376884,"herrscht",351,1,354,13.94,2.55,138048,139925,23.12674,5.146,0.409978,8,5.86078622346587,-0.89165177926004,-0.805310889786996,-0.0625685434771716,1.82987567506012,-1.14758390577088
"124",9635,"0b95b3cea102925794e105ce0155c222.TextGrid",1,"ORT-MAU","IntervalTier",0,3.98,2.477098,2.977098,"stille",7,"stille",10.3015075376884,"Stille",232,1,275,10.83,2.441,75610,117085,19.35175,5.069,0.5,6,5.44673737166631,-0.693147180559945,-0.958646870696369,0.596842299737749,0.33337815942391,-1.14758390577088
"125",9736,"0b95c4850ecb055034bf5f6e64e8bf63.TextGrid",1,"ORT-MAU","IntervalTier",0,9.94,4.677098,5.067075,"erhöht",10,"erhöht",12.6760563380282,"erhöht",213,1,228,8.98,2.36,285265,288697,47.7157,5.46,0.389977,6,5.36129216570943,-0.941667515956475,-0.990290055824062,-0.209075800315961,0.33337815942391,1.31205437176081
"126",9805,"0b95c4850ecb055034bf5f6e64e8bf63.TextGrid",1,"ORT-MAU","IntervalTier",0,9.94,8.287075,8.887075,"Ausbau",22,"ausbau",12.6760563380282,"Ausbau",4,1,4,0.16,0.699,162891,163591,27.03824,5.214,0.6,6,1.38629436111989,-0.510825623765991,-2.46236318156819,1.32934195894874,0.33337815942391,1.31205437176081
"127",9835,"0b980f76b697d2f896a48cc153c99f62.TextGrid",1,"ORT-MAU","IntervalTier",0,3.709977,0.406168,0.706168,"Mein",2,"mein",9.70356419999369,"mein",43657,1,61947,2438.95,4.792,808551,1132752,187.2207,6.054,0.3,4,10.6841189149625,-1.20397280432594,0.980928695924805,-0.868157018684235,-1.16311935621231,-1.76695391870913
"128",9917,"0b9a8fc9719259011b35161e9a2671b6.TextGrid",1,"ORT-MAU","IntervalTier",0,8.16,1.577098,2.127075,"wichtig",6,"wichtig",10.906862745098,"wichtig",4260,1,4463,175.72,3.65,792715,950697,157.13074,5.978,0.549977,7,8.35702443926342,-0.597878819811843,0.119128663031951,0.962923654421626,1.08162691724202,-0.520536426504623
"129",10083,"0b9c18c5cfaed0a011ba808eb3cad6ec.TextGrid",1,"ORT-MAU","IntervalTier",0,4.98,3.437098,3.96712,"Egal",8,"egal",10.4417670682731,"egal",5697,1,7784,306.47,3.891,105973,129729,21.44155,5.113,0.530022,4,8.64769499948039,-0.6348367638635,0.226773582897407,0.816753347426071,-1.16311935621231,-1.00229832134095
"130",10160,"0b9e98c5a3c6d09a4e43ed900c0c93f1.TextGrid",1,"ORT-MAU","IntervalTier",0,3.82,1.30712,1.647075,"gibt",5,"gibt",11.7801047120419,"gibt",26663,1,29062,1144.22,4.463,3566908,3695631,610.8121,6.568,0.339955,4,10.1910321155339,-1.07894202307253,0.798322349511239,-0.575486779846484,-1.16311935621231,0.383997254645631
"131",10242,"0ba0a7721daae4430d4486a4aab7e773.TextGrid",1,"ORT-MAU","IntervalTier",0,3.8,2.197098,2.527075,"schon",7,"schon",11.5789473684211,"schon",65985,1,71833,2828.18,4.856,4379141,4823385,797.20674,6.683,0.329977,5,11.0971827224509,-1.10873232392025,1.13389988235393,-0.648575595842557,-0.414870598394198,0.175631647627778
"132",10283,"0ba24128ee754b2b4cb63fce30fa50c2.TextGrid",1,"ORT-MAU","IntervalTier",0,2.24,0.757098,1.217098,"jeder",5,"jeder",10.7142857142857,"jeder",5623,1,9117,358.95,3.96,1391038,1704876,281.78108,6.232,0.46,5,8.6346206082922,-0.776528789498996,0.221931703517906,0.303842436053352,-0.414870598394198,-0.720014254162471
"133",10369,"0ba73f8037441b8bca4a991cfe406b6f.TextGrid",1,"ORT-MAU","IntervalTier",0,4.3,3.212109,3.597098,"Land",9,"land",11.6279069767442,"Land",5734,1,5783,227.69,3.762,1056919,1104013,182.47073,6.043,0.384989,4,8.65416864644332,-0.954540516531095,0.229170988427712,-0.245612883317405,-1.16311935621231,0.226345672400494
"134",10565,"0bb00af43320bd020860141d275a16ee.TextGrid",1,"ORT-MAU","IntervalTier",0,2.88,0.177098,0.987075,"Ergebnis",2,"ergebnis",11.1111111111111,"Ergebnis",441,1,443,17.44,2.647,1023767,1028173,169.93594,6.012,0.809977,8,6.08904487544685,-0.210749426780528,-0.720779163275897,2.86742276837021,1.82987567506012,-0.308969033534121
"135",10654,"0bb01fdb7ca2fe1ce9823ab61a5c4eda.TextGrid",1,"ORT-MAU","IntervalTier",0,4.12,2.417098,2.72712,"oben",10,"oben",11.1650485436893,"oben",4973,1,5202,204.81,3.716,1094674,1127785,186.39976,6.052,0.310022,4,8.51177855871474,-1.1711120162791,0.176439230620054,-0.79474590283811,-1.16311935621231,-0.253098809371055
"136",10680,"0bb13e02a1134f0ca74c5ac1ebdc1a68.TextGrid",1,"ORT-MAU","IntervalTier",0,6.230023,0.177098,0.637098,"schicken",2,"schicken",11.3964266263543,"schicken",2194,1,2661,104.77,3.425,75936,78757,13.01692,4.896,0.46,8,7.69348164083518,-0.776528789498996,-0.126603176170443,0.303842436053353,1.82987567506012,-0.0134295346763066
"137",10687,"0bb13e02a1134f0ca74c5ac1ebdc1a68.TextGrid",1,"ORT-MAU","IntervalTier",0,6.230023,0.637098,0.92712,"ihre",3,"ihre",11.3964266263543,"ihre",14438,1,23614,929.72,4.373,6158716,7294903,1205.69804,6.863,0.290022,4,9.57761889869911,-1.23779849681003,0.571155151975635,-0.941245834680308,-1.16311935621231,-0.0134295346763066
"138",10857,"0bb8aae6c5509ea3f38dc199b12f95a4.TextGrid",1,"ORT-MAU","IntervalTier",0,2.58,1.04712,1.34712,"würde",3,"würde",12.4031007751938,"würde",25985,1,27279,1074.02,4.436,2100838,2296056,379.49103,6.361,0.3,5,10.1652747274425,-1.20397280432594,0.78878353699796,-0.868157018684235,-0.414870598394198,1.02931773130237
"139",10916,"0bb8e183a51a91fa242bb63f20744660.TextGrid",1,"ORT-MAU","IntervalTier",0,2.769977,1.477098,1.697098,"sind",5,"sind",11.5524424932048,"sind",109934,1,118064,4648.37,5.072,18259704,18507906,3058.97775,7.267,0.22,4,11.6076354647025,-1.51412773262978,1.32293741162335,-1.45415674605303,-1.16311935621231,0.148176997879632
"140",11226,"0bce96d910198aa61012ba88bba3f3f0.TextGrid",1,"ORT-MAU","IntervalTier",0,4.029977,2.817098,3.097098,"gilt",9,"gilt",11.4144572040982,"gilt",869,1,929,36.58,2.968,1884902,1896188,313.40104,6.278,0.28,4,6.76734312526539,-1.27296567581289,-0.469582892514618,-1.01465695052644,-1.16311935621231,0.00524714999682443
"141",11276,"0bd0560248276e32c36454084f001bfe.TextGrid",1,"ORT-MAU","IntervalTier",0,3.2,1.947075,2.337098,"wohin",6,"wohin",10.625,"Wohin",2675,1,4199,165.32,3.623,29598,110324,18.2343,5.043,0.390023,5,7.89170465933011,-0.941549567238389,-0.0531946379082689,-0.208738850472722,-0.414870598394198,-0.812499428803834
"142",11298,"0bd170b867f6e49f5605364962c9fa8d.TextGrid",1,"ORT-MAU","IntervalTier",0,3.74,0,0.22712,"Noch",1,"noch",11.7647058823529,"noch",86716,1,93049,3663.49,4.969,10706787,11103441,1835.17136,7.045,0.22712,4,11.3703936901484,-1.48227676681742,1.23507893778426,-1.40200277031721,-1.16311935621231,0.368046623971358
"143",11336,"0bd170b867f6e49f5605364962c9fa8d.TextGrid",1,"ORT-MAU","IntervalTier",0,3.74,2.227075,2.617098,"dafür",8,"dafür",11.7647058823529,"dafür",9543,1,11774,463.56,4.071,1561340,1748801,289.04098,6.243,0.390023,5,9.16356318041725,-0.94154956723839,0.417816628180819,-0.208738850472726,-0.414870598394198,0.368046623971358
"144",11364,"0bd4d3407a03de664378032539cc10be.TextGrid",1,"ORT-MAU","IntervalTier",0,1.32,0,0.467075,"Schreibt",1,"schreibt",10.6060606060606,"schreibt",719,1,797,31.38,2.902,417579,422510,69.83225,5.626,0.467075,8,6.57786135772105,-0.761265434636236,-0.539754256508448,0.35566678694253,1.82987567506012,-0.832117496152011
"145",11519,"0bda7b891fa832cb2189f28c0bcba379.TextGrid",1,"ORT-MAU","IntervalTier",0,2.32,1.537098,1.957098,"unsere",5,"unsere",12.9310344827586,"unsere",12727,1,15609,614.55,4.193,996422,1194502,197.42671,6.077,0.42,6,9.45148099999205,-0.867500567704723,0.524442117163363,0.0108425723689546,0.33337815942391,1.57616939210621
"146",11769,"0beca0c26b340f958931bb9a58190df3.TextGrid",1,"ORT-MAU","IntervalTier",0,2.109977,1.687075,2.109977,"Faches",7,"faches",11.8484703861701,"faches",4,1,8,0.31,0.954,427,37551,6.20641,4.575,0.422902,6,1.38629436111989,-0.860614805264463,-2.46236318156819,0.032099712479259,0.33337815942391,0.454812741331317
"147",11790,"0bed6ef5bc13562af236719aea6ce824.TextGrid",1,"ORT-MAU","IntervalTier",0,1.6,0.647075,1.067075,"rote",4,"rote",11.875,"rote",588,1,884,34.8,2.947,68573,122641,20.27005,5.089,0.42,4,6.37672694789863,-0.867500567704723,-0.614240979248303,0.0108425723689555,-1.16311935621231,0.482293016175456
"148",11852,"0bf4143fb05b2b9394c32db624b0eea9.TextGrid",1,"ORT-MAU","IntervalTier",0,3.550023,0,0.46712,"Niemand",1,"niemand",11.2675326328872,"niemand",4866,1,9192,361.9,3.963,288151,387500,64.04581,5.588,0.46712,7,8.49002752334347,-0.761169095006855,0.168384102994527,0.355996411789175,1.08162691724202,-0.146942309831836
"149",11876,"0bf4143fb05b2b9394c32db624b0eea9.TextGrid",1,"ORT-MAU","IntervalTier",0,3.550023,1.417098,1.617098,"Mitte",6,"mitte",11.2675326328872,"Mitte",715,1,730,28.74,2.864,676999,680940,112.54543,5.833,0.2,5,6.57228254269401,-1.6094379124341,-0.541820276184062,-1.60065667789523,-0.414870598394198,-0.146942309831836
