"","bigram","bigram_position","word"
"10057","nd","5","friendship"
"10058","ds","6","friendship"
"10059","sh","7","friendship"
"10060","hi","8","friendship"
"10061","ip","9","friendship"
"10062","an","1","angeles"
"10063","ng","2","angeles"
"10064","ge","3","angeles"
"10065","el","4","angeles"
"10066","le","5","angeles"
"10067","es","6","angeles"
"10068","im","1","impression"
"10069","mp","2","impression"
"10070","pr","3","impression"
"10071","re","4","impression"
"10072","es","5","impression"
"10073","ss","6","impression"
"10074","si","7","impression"
"10075","io","8","impression"
"10076","on","9","impression"
"10077","re","1","recall"
"10078","ec","2","recall"
"10079","ca","3","recall"
"10080","al","4","recall"
"10081","ll","5","recall"
"10082","se","1","seats"
"10083","ea","2","seats"
"10084","at","3","seats"
"10085","ts","4","seats"
"10086","no","1","notes"
"10087","ot","2","notes"
"10088","te","3","notes"
"10089","es","4","notes"
"10090","bo","1","bored"
"10091","or","2","bored"
"10092","re","3","bored"
"10093","ed","4","bored"
"10094","me","1","mercy"
"10095","er","2","mercy"
"10096","rc","3","mercy"
"10097","cy","4","mercy"
"10098","mi","1","mighty"
"10099","ig","2","mighty"
"10100","gh","3","mighty"
"10101","ht","4","mighty"
"10102","ty","5","mighty"
"10103","pa","1","particularly"
"10104","ar","2","particularly"
"10105","rt","3","particularly"
"10106","ti","4","particularly"
"10107","ic","5","particularly"
"10108","cu","6","particularly"
"10109","ul","7","particularly"
"10110","la","8","particularly"
"10111","ar","9","particularly"
"10112","rl","10","particularly"
"10113","ly","11","particularly"
"10114","pe","1","peter"
"10115","et","2","peter"
"10116","te","3","peter"
"10117","er","4","peter"
"10118","si","1","silent"
"10119","il","2","silent"
"10120","le","3","silent"
"10121","en","4","silent"
"10122","nt","5","silent"
"10123","mo","1","monkey"
"10124","on","2","monkey"
"10125","nk","3","monkey"
"10126","ke","4","monkey"
"10127","ey","5","monkey"
"10128","se","1","secretary"
"10129","ec","2","secretary"
"10130","cr","3","secretary"
"10131","re","4","secretary"
"10132","et","5","secretary"
"10133","ta","6","secretary"
"10134","ar","7","secretary"
"10135","ry","8","secretary"
"10136","so","1","solid"
"10137","ol","2","solid"
"10138","li","3","solid"
"10139","id","4","solid"
"10140","te","1","terribly"
"10141","er","2","terribly"
"10142","rr","3","terribly"
"10143","ri","4","terribly"
"10144","ib","5","terribly"
"10145","bl","6","terribly"
"10146","ly","7","terribly"
"10147","aw","1","awfully"
"10148","wf","2","awfully"
"10149","fu","3","awfully"
"10150","ul","4","awfully"
"10151","ll","5","awfully"
"10152","ly","6","awfully"
"10153","jo","1","johnny"
"10154","oh","2","johnny"
"10155","hn","3","johnny"
"10156","nn","4","johnny"
"10157","ny","5","johnny"
"10158","mi","1","mile"
"10159","il","2","mile"
"10160","le","3","mile"
"10161","ri","1","richard"
"10162","ic","2","richard"
"10163","ch","3","richard"
"10164","ha","4","richard"
"10165","ar","5","richard"
"10166","rd","6","richard"
"10167","st","1","students"
"10168","tu","2","students"
"10169","ud","3","students"
"10170","de","4","students"
"10171","en","5","students"
"10172","nt","6","students"
"10173","ts","7","students"
"10174","th","1","thursday"
"10175","hu","2","thursday"
"10176","ur","3","thursday"
"10177","rs","4","thursday"
"10178","sd","5","thursday"
"10179","da","6","thursday"
"10180","ay","7","thursday"
"10181","re","1","result"
"10182","es","2","result"
"10183","su","3","result"
"10184","ul","4","result"
"10185","lt","5","result"
"10186","ro","1","rocks"
"10187","oc","2","rocks"
"10188","ck","3","rocks"
"10189","ks","4","rocks"
"10190","te","1","tests"
"10191","es","2","tests"
"10192","st","3","tests"
"10193","ts","4","tests"
"10194","cl","1","cleaned"
"10195","le","2","cleaned"
"10196","ea","3","cleaned"
"10197","an","4","cleaned"
"10198","ne","5","cleaned"
"10199","ed","6","cleaned"
"10200","ya","1","yard"
"10201","ar","2","yard"
"10202","rd","3","yard"
"10203","ar","1","artist"
"10204","rt","2","artist"
"10205","ti","3","artist"
"10206","is","4","artist"
"10207","st","5","artist"
"10208","ch","1","chose"
"10209","ho","2","chose"
"10210","os","3","chose"
"10211","se","4","chose"
"10212","en","1","enjoying"
"10213","nj","2","enjoying"
"10214","jo","3","enjoying"
"10215","oy","4","enjoying"
"10216","yi","5","enjoying"
"10217","in","6","enjoying"
"10218","ng","7","enjoying"
"10219","li","1","lifetime"
"10220","if","2","lifetime"
"10221","fe","3","lifetime"
"10222","et","4","lifetime"
"10223","ti","5","lifetime"
"10224","im","6","lifetime"
"10225","me","7","lifetime"
"10226","st","1","stock"
"10227","to","2","stock"
"10228","oc","3","stock"
"10229","ck","4","stock"
"10230","ph","1","photo"
"10231","ho","2","photo"
"10232","ot","3","photo"
"10233","to","4","photo"
"10234","se","1","senior"
"10235","en","2","senior"
"10236","ni","3","senior"
"10237","io","4","senior"
"10238","or","5","senior"
"10239","vi","1","village"
"10240","il","2","village"
"10241","ll","3","village"
"10242","la","4","village"
"10243","ag","5","village"
"10244","ge","6","village"
"10245","de","1","deny"
"10246","en","2","deny"
"10247","ny","3","deny"
"10248","lo","1","london"
"10249","on","2","london"
"10250","nd","3","london"
"10251","do","4","london"
"10252","on","5","london"
"10253","sn","1","snow"
"10254","no","2","snow"
"10255","ow","3","snow"
"10256","en","1","enjoyed"
"10257","nj","2","enjoyed"
"10258","jo","3","enjoyed"
"10259","oy","4","enjoyed"
"10260","ye","5","enjoyed"
"10261","ed","6","enjoyed"
"10262","ig","1","ignore"
"10263","gn","2","ignore"
"10264","no","3","ignore"
"10265","or","4","ignore"
"10266","re","5","ignore"
"10267","ow","1","owns"
"10268","wn","2","owns"
"10269","ns","3","owns"
"10270","tr","1","trapped"
"10271","ra","2","trapped"
"10272","ap","3","trapped"
"10273","pp","4","trapped"
"10274","pe","5","trapped"
"10275","ed","6","trapped"
"10276","eu","1","europe"
"10277","ur","2","europe"
"10278","ro","3","europe"
"10279","op","4","europe"
"10280","pe","5","europe"
"10281","ch","1","chasing"
"10282","ha","2","chasing"
"10283","as","3","chasing"
"10284","si","4","chasing"
"10285","in","5","chasing"
"10286","ng","6","chasing"
"10287","su","1","surgery"
"10288","ur","2","surgery"
"10289","rg","3","surgery"
"10290","ge","4","surgery"
"10291","er","5","surgery"
"10292","ry","6","surgery"
"10293","em","1","emotional"
"10294","mo","2","emotional"
"10295","ot","3","emotional"
"10296","ti","4","emotional"
"10297","io","5","emotional"
"10298","on","6","emotional"
"10299","na","7","emotional"
"10300","al","8","emotional"
"10301","ea","1","eaten"
"10302","at","2","eaten"
"10303","te","3","eaten"
"10304","en","4","eaten"
"10305","re","1","rescue"
"10306","es","2","rescue"
"10307","sc","3","rescue"
"10308","cu","4","rescue"
"10309","ue","5","rescue"
"10310","sc","1","screen"
"10311","cr","2","screen"
"10312","re","3","screen"
"10313","ee","4","screen"
"10314","en","5","screen"
"10315","us","1","useless"
"10316","se","2","useless"
"10317","el","3","useless"
"10318","le","4","useless"
"10319","es","5","useless"
"10320","ss","6","useless"
"10321","vi","1","violence"
"10322","io","2","violence"
"10323","ol","3","violence"
"10324","le","4","violence"
"10325","en","5","violence"
"10326","nc","6","violence"
"10327","ce","7","violence"
"10328","ye","1","yelling"
"10329","el","2","yelling"
"10330","ll","3","yelling"
"10331","li","4","yelling"
"10332","in","5","yelling"
"10333","ng","6","yelling"
"10334","ri","1","rip"
"10335","ip","2","rip"
"10336","tu","1","tuesday"
"10337","ue","2","tuesday"
"10338","es","3","tuesday"
"10339","sd","4","tuesday"
"10340","da","5","tuesday"
"10341","ay","6","tuesday"
"10342","fi","1","figures"
"10343","ig","2","figures"
"10344","gu","3","figures"
"10345","ur","4","figures"
"10346","re","5","figures"
"10347","es","6","figures"
"10348","gh","1","ghost"
"10349","ho","2","ghost"
"10350","os","3","ghost"
"10351","st","4","ghost"
"10352","me","1","memories"
"10353","em","2","memories"
"10354","mo","3","memories"
"10355","or","4","memories"
"10356","ri","5","memories"
"10357","ie","6","memories"
"10358","es","7","memories"
"10359","wh","1","whoo"
"10360","ho","2","whoo"
"10361","oo","3","whoo"
"10362","po","1","pot"
"10363","ot","2","pot"
"10364","so","1","soup"
"10365","ou","2","soup"
"10366","up","3","soup"
"10367","je","1","jeez"
"10368","ee","2","jeez"
"10369","ez","3","jeez"
"10370","la","1","lack"
"10371","ac","2","lack"
"10372","ck","3","lack"
"10373","st","1","stronger"
"10374","tr","2","stronger"
"10375","ro","3","stronger"
"10376","on","4","stronger"
"10377","ng","5","stronger"
"10378","ge","6","stronger"
"10379","er","7","stronger"
"10380","lo","1","loaded"
"10381","oa","2","loaded"
"10382","ad","3","loaded"
"10383","de","4","loaded"
"10384","ed","5","loaded"
"10385","bo","1","bothering"
"10386","ot","2","bothering"
"10387","th","3","bothering"
"10388","he","4","bothering"
"10389","er","5","bothering"
"10390","ri","6","bothering"
"10391","in","7","bothering"
"10392","ng","8","bothering"
"10393","wa","1","walks"
"10394","al","2","walks"
"10395","lk","3","walks"
"10396","ks","4","walks"
"10397","au","1","audience"
"10398","ud","2","audience"
"10399","di","3","audience"
"10400","ie","4","audience"
"10401","en","5","audience"
"10402","nc","6","audience"
"10403","ce","7","audience"
"10404","bu","1","bury"
"10405","ur","2","bury"
"10406","ry","3","bury"
"10407","go","1","golden"
"10408","ol","2","golden"
"10409","ld","3","golden"
"10410","de","4","golden"
"10411","en","5","golden"
"10412","th","1","threat"
"10413","hr","2","threat"
"10414","re","3","threat"
"10415","ea","4","threat"
"10416","at","5","threat"
"10417","pa","1","partners"
"10418","ar","2","partners"
"10419","rt","3","partners"
"10420","tn","4","partners"
"10421","ne","5","partners"
"10422","er","6","partners"
"10423","rs","7","partners"
"10424","re","1","receive"
"10425","ec","2","receive"
"10426","ce","3","receive"
"10427","ei","4","receive"
"10428","iv","5","receive"
"10429","ve","6","receive"
"10430","su","1","suffering"
"10431","uf","2","suffering"
"10432","ff","3","suffering"
"10433","fe","4","suffering"
"10434","er","5","suffering"
"10435","ri","6","suffering"
"10436","in","7","suffering"
"10437","ng","8","suffering"
"10438","bi","1","bills"
"10439","il","2","bills"
"10440","ll","3","bills"
"10441","ls","4","bills"
"10442","ex","1","exchange"
"10443","xc","2","exchange"
"10444","ch","3","exchange"
"10445","ha","4","exchange"
"10446","an","5","exchange"
"10447","ng","6","exchange"
"10448","ge","7","exchange"
"10449","gr","1","grandmother"
"10450","ra","2","grandmother"
"10451","an","3","grandmother"
"10452","nd","4","grandmother"
"10453","dm","5","grandmother"
"10454","mo","6","grandmother"
"10455","ot","7","grandmother"
"10456","th","8","grandmother"
"10457","he","9","grandmother"
"10458","er","10","grandmother"
"10459","pr","1","provide"
"10460","ro","2","provide"
"10461","ov","3","provide"
"10462","vi","4","provide"
"10463","id","5","provide"
"10464","de","6","provide"
"10465","so","1","solve"
"10466","ol","2","solve"
"10467","lv","3","solve"
"10468","ve","4","solve"
"10469","un","1","underwear"
"10470","nd","2","underwear"
"10471","de","3","underwear"
"10472","er","4","underwear"
"10473","rw","5","underwear"
"10474","we","6","underwear"
"10475","ea","7","underwear"
"10476","ar","8","underwear"
"10477","wo","1","wood"
"10478","oo","2","wood"
"10479","od","3","wood"
"10480","ro","1","rolling"
"10481","ol","2","rolling"
"10482","ll","3","rolling"
"10483","li","4","rolling"
"10484","in","5","rolling"
"10485","ng","6","rolling"
"10486","at","1","attempt"
"10487","tt","2","attempt"
"10488","te","3","attempt"
"10489","em","4","attempt"
"10490","mp","5","attempt"
"10491","pt","6","attempt"
"10492","ne","1","newspaper"
"10493","ew","2","newspaper"
"10494","ws","3","newspaper"
"10495","sp","4","newspaper"
"10496","pa","5","newspaper"
"10497","ap","6","newspaper"
"10498","pe","7","newspaper"
"10499","er","8","newspaper"
"10500","co","1","confidence"
"10501","on","2","confidence"
"10502","nf","3","confidence"
"10503","fi","4","confidence"
"10504","id","5","confidence"
"10505","de","6","confidence"
"10506","en","7","confidence"
"10507","nc","8","confidence"
"10508","ce","9","confidence"
"10509","in","1","insist"
"10510","ns","2","insist"
"10511","si","3","insist"
"10512","is","4","insist"
"10513","st","5","insist"
"10514","ro","1","route"
"10515","ou","2","route"
"10516","ut","3","route"
"10517","te","4","route"
"10518","vi","1","vision"
"10519","is","2","vision"
"10520","si","3","vision"
"10521","io","4","vision"
"10522","on","5","vision"
"10523","fo","1","foreign"
"10524","or","2","foreign"
"10525","re","3","foreign"
"10526","ei","4","foreign"
"10527","ig","5","foreign"
"10528","gn","6","foreign"
"10529","jo","1","joking"
"10530","ok","2","joking"
"10531","ki","3","joking"
"10532","in","4","joking"
"10533","ng","5","joking"
"10534","bl","1","blowing"
"10535","lo","2","blowing"
"10536","ow","3","blowing"
"10537","wi","4","blowing"
"10538","in","5","blowing"
"10539","ng","6","blowing"
"10540","fi","1","fifth"
"10541","if","2","fifth"
"10542","ft","3","fifth"
"10543","th","4","fifth"
"10544","gr","1","grace"
"10545","ra","2","grace"
"10546","ac","3","grace"
"10547","ce","4","grace"
"10548","po","1","potential"
"10549","ot","2","potential"
"10550","te","3","potential"
"10551","en","4","potential"
"10552","nt","5","potential"
"10553","ti","6","potential"
"10554","ia","7","potential"
"10555","al","8","potential"
"10556","ra","1","ray"
"10557","ay","2","ray"
"10558","ro","1","routine"
"10559","ou","2","routine"
"10560","ut","3","routine"
"10561","ti","4","routine"
"10562","in","5","routine"
"10563","ne","6","routine"
"10564","sa","1","sandwich"
"10565","an","2","sandwich"
"10566","nd","3","sandwich"
"10567","dw","4","sandwich"
"10568","wi","5","sandwich"
"10569","ic","6","sandwich"
"10570","ch","7","sandwich"
"10571","as","1","asks"
"10572","sk","2","asks"
"10573","ks","3","asks"
"10574","pa","1","packed"
"10575","ac","2","packed"
"10576","ck","3","packed"
"10577","ke","4","packed"
"10578","ed","5","packed"
"10579","ri","1","ripped"
"10580","ip","2","ripped"
"10581","pp","3","ripped"
"10582","pe","4","ripped"
"10583","ed","5","ripped"
"10584","fa","1","failure"
"10585","ai","2","failure"
"10586","il","3","failure"
"10587","lu","4","failure"
"10588","ur","5","failure"
"10589","re","6","failure"
"10590","sp","1","specific"
"10591","pe","2","specific"
"10592","ec","3","specific"
"10593","ci","4","specific"
"10594","if","5","specific"
"10595","fi","6","specific"
"10596","ic","7","specific"
"10597","co","1","coincidence"
"10598","oi","2","coincidence"
"10599","in","3","coincidence"
"10600","nc","4","coincidence"
"10601","ci","5","coincidence"
"10602","id","6","coincidence"
"10603","de","7","coincidence"
"10604","en","8","coincidence"
"10605","nc","9","coincidence"
"10606","ce","10","coincidence"
"10607","sp","1","spit"
"10608","pi","2","spit"
"10609","it","3","spit"
"10610","st","1","steady"
"10611","te","2","steady"
"10612","ea","3","steady"
"10613","ad","4","steady"
"10614","dy","5","steady"
"10615","tr","1","trained"
"10616","ra","2","trained"
"10617","ai","3","trained"
"10618","in","4","trained"
"10619","ne","5","trained"
"10620","ed","6","trained"
"10621","cr","1","crossed"
"10622","ro","2","crossed"
"10623","os","3","crossed"
"10624","ss","4","crossed"
"10625","se","5","crossed"
"10626","ed","6","crossed"
"10627","wo","1","woods"
"10628","oo","2","woods"
"10629","od","3","woods"
"10630","ds","4","woods"
"10631","ch","1","chain"
"10632","ha","2","chain"
"10633","ai","3","chain"
"10634","in","4","chain"
"10635","ch","1","chick"
"10636","hi","2","chick"
"10637","ic","3","chick"
"10638","ck","4","chick"
"10639","fu","1","fully"
"10640","ul","2","fully"
"10641","ll","3","fully"
"10642","ly","4","fully"
"10643","ro","1","robert"
"10644","ob","2","robert"
"10645","be","3","robert"
"10646","er","4","robert"
"10647","rt","5","robert"
"10648","an","1","ancient"
"10649","nc","2","ancient"
"10650","ci","3","ancient"
"10651","ie","4","ancient"
"10652","en","5","ancient"
"10653","nt","6","ancient"
"10654","bo","1","bound"
"10655","ou","2","bound"
"10656","un","3","bound"
"10657","nd","4","bound"
"10658","ho","1","houses"
"10659","ou","2","houses"
"10660","us","3","houses"
"10661","se","4","houses"
"10662","es","5","houses"
"10663","bi","1","birds"
"10664","ir","2","birds"
"10665","rd","3","birds"
"10666","ds","4","birds"
"10667","de","1","detail"
"10668","et","2","detail"
"10669","ta","3","detail"
"10670","ai","4","detail"
"10671","il","5","detail"
"10672","sn","1","sneak"
"10673","ne","2","sneak"
"10674","ea","3","sneak"
"10675","ak","4","sneak"
"10676","qu","1","quality"
"10677","ua","2","quality"
"10678","al","3","quality"
"10679","li","4","quality"
"10680","it","5","quality"
"10681","ty","6","quality"
"10682","ra","1","range"
"10683","an","2","range"
"10684","ng","3","range"
"10685","ge","4","range"
"10686","wr","1","wrap"
"10687","ra","2","wrap"
"10688","ap","3","wrap"
"10689","pr","1","prize"
"10690","ri","2","prize"
"10691","iz","3","prize"
"10692","ze","4","prize"
"10693","te","1","teaching"
"10694","ea","2","teaching"
"10695","ac","3","teaching"
"10696","ch","4","teaching"
"10697","hi","5","teaching"
"10698","in","6","teaching"
"10699","ng","7","teaching"
"10700","re","1","reputation"
"10701","ep","2","reputation"
"10702","pu","3","reputation"
"10703","ut","4","reputation"
"10704","ta","5","reputation"
"10705","at","6","reputation"
"10706","ti","7","reputation"
"10707","io","8","reputation"
"10708","on","9","reputation"
"10709","sc","1","scratch"
"10710","cr","2","scratch"
"10711","ra","3","scratch"
"10712","at","4","scratch"
"10713","tc","5","scratch"
"10714","ch","6","scratch"
"10715","ch","1","cheer"
"10716","he","2","cheer"
"10717","ee","3","cheer"
"10718","er","4","cheer"
"10719","de","1","desire"
"10720","es","2","desire"
"10721","si","3","desire"
"10722","ir","4","desire"
"10723","re","5","desire"
"10724","en","1","england"
"10725","ng","2","england"
"10726","gl","3","england"
"10727","la","4","england"
"10728","an","5","england"
"10729","nd","6","england"
"10730","he","1","henry"
"10731","en","2","henry"
"10732","nr","3","henry"
"10733","ry","4","henry"
"10734","vo","1","vote"
"10735","ot","2","vote"
"10736","te","3","vote"
"10737","ma","1","march"
"10738","ar","2","march"
"10739","rc","3","march"
"10740","ch","4","march"
"10741","to","1","touching"
"10742","ou","2","touching"
"10743","uc","3","touching"
"10744","ch","4","touching"
"10745","hi","5","touching"
"10746","in","6","touching"
"10747","ng","7","touching"
"10748","fa","1","farm"
"10749","ar","2","farm"
"10750","rm","3","farm"
"10751","ye","1","yell"
"10752","el","2","yell"
"10753","ll","3","yell"
"10754","de","1","desert"
"10755","es","2","desert"
"10756","se","3","desert"
"10757","er","4","desert"
"10758","rt","5","desert"
"10759","th","1","therefore"
"10760","he","2","therefore"
"10761","er","3","therefore"
"10762","re","4","therefore"
"10763","ef","5","therefore"
"10764","fo","6","therefore"
"10765","or","7","therefore"
"10766","re","8","therefore"
"10767","tr","1","tricks"
"10768","ri","2","tricks"
"10769","ic","3","tricks"
"10770","ck","4","tricks"
"10771","ks","5","tricks"
"10772","ji","1","jim"
"10773","im","2","jim"
"10774","mu","1","murderer"
"10775","ur","2","murderer"
"10776","rd","3","murderer"
"10777","de","4","murderer"
"10778","er","5","murderer"
"10779","re","6","murderer"
"10780","er","7","murderer"
"10781","sl","1","slipped"
"10782","li","2","slipped"
"10783","ip","3","slipped"
"10784","pp","4","slipped"
"10785","pe","5","slipped"
"10786","ed","6","slipped"
"10787","co","1","cow"
"10788","ow","2","cow"
"10789","st","1","standard"
"10790","ta","2","standard"
"10791","an","3","standard"
"10792","nd","4","standard"
"10793","da","5","standard"
"10794","ar","6","standard"
"10795","rd","7","standard"
"10796","am","1","ambulance"
"10797","mb","2","ambulance"
"10798","bu","3","ambulance"
"10799","ul","4","ambulance"
"10800","la","5","ambulance"
"10801","an","6","ambulance"
"10802","nc","7","ambulance"
"10803","ce","8","ambulance"
"10804","ca","1","cancel"
"10805","an","2","cancel"
"10806","nc","3","cancel"
"10807","ce","4","cancel"
"10808","el","5","cancel"
"10809","ce","1","century"
"10810","en","2","century"
"10811","nt","3","century"
"10812","tu","4","century"
"10813","ur","5","century"
"10814","ry","6","century"
"10815","ch","1","channel"
"10816","ha","2","channel"
"10817","an","3","channel"
"10818","nn","4","channel"
"10819","ne","5","channel"
"10820","el","6","channel"
"10821","eg","1","egg"
"10822","gg","2","egg"
"10823","ki","1","kissing"
"10824","is","2","kissing"
"10825","ss","3","kissing"
"10826","si","4","kissing"
"10827","in","5","kissing"
"10828","ng","6","kissing"
"10829","ar","1","arrive"
"10830","rr","2","arrive"
"10831","ri","3","arrive"
"10832","iv","4","arrive"
"10833","ve","5","arrive"
"10834","wi","1","wipe"
"10835","ip","2","wipe"
"10836","pe","3","wipe"
"10837","cl","1","climb"
"10838","li","2","climb"
"10839","im","3","climb"
"10840","mb","4","climb"
"10841","co","1","commit"
"10842","om","2","commit"
"10843","mm","3","commit"
"10844","mi","4","commit"
"10845","it","5","commit"
"10846","pa","1","passion"
"10847","as","2","passion"
"10848","ss","3","passion"
"10849","si","4","passion"
"10850","io","5","passion"
"10851","on","6","passion"
"10852","ji","1","jimmy"
"10853","im","2","jimmy"
"10854","mm","3","jimmy"
"10855","my","4","jimmy"
"10856","pr","1","proceed"
"10857","ro","2","proceed"
"10858","oc","3","proceed"
"10859","ce","4","proceed"
"10860","ee","5","proceed"
"10861","ed","6","proceed"
"10862","wa","1","wasted"
"10863","as","2","wasted"
"10864","st","3","wasted"
"10865","te","4","wasted"
"10866","ed","5","wasted"
"10867","st","1","starving"
"10868","ta","2","starving"
"10869","ar","3","starving"
"10870","rv","4","starving"
"10871","vi","5","starving"
"10872","in","6","starving"
"10873","ng","7","starving"
"10874","fo","1","former"
"10875","or","2","former"
"10876","rm","3","former"
"10877","me","4","former"
"10878","er","5","former"
"10879","pe","1","performance"
"10880","er","2","performance"
"10881","rf","3","performance"
"10882","fo","4","performance"
"10883","or","5","performance"
"10884","rm","6","performance"
"10885","ma","7","performance"
"10886","an","8","performance"
"10887","nc","9","performance"
"10888","ce","10","performance"
"10889","ea","1","ease"
"10890","as","2","ease"
"10891","se","3","ease"
"10892","fa","1","fallen"
"10893","al","2","fallen"
"10894","ll","3","fallen"
"10895","le","4","fallen"
"10896","en","5","fallen"
"10897","es","1","escaped"
"10898","sc","2","escaped"
"10899","ca","3","escaped"
"10900","ap","4","escaped"
"10901","pe","5","escaped"
"10902","ed","6","escaped"
"10903","be","1","begins"
"10904","eg","2","begins"
"10905","gi","3","begins"
"10906","in","4","begins"
"10907","ns","5","begins"
"10908","fr","1","fruit"
"10909","ru","2","fruit"
"10910","ui","3","fruit"
"10911","it","4","fruit"
"10912","hu","1","hunt"
"10913","un","2","hunt"
"10914","nt","3","hunt"
"10915","ch","1","cheers"
"10916","he","2","cheers"
"10917","ee","3","cheers"
"10918","er","4","cheers"
"10919","rs","5","cheers"
"10920","im","1","impressive"
"10921","mp","2","impressive"
"10922","pr","3","impressive"
"10923","re","4","impressive"
"10924","es","5","impressive"
"10925","ss","6","impressive"
"10926","si","7","impressive"
"10927","iv","8","impressive"
"10928","ve","9","impressive"
"10929","se","1","series"
"10930","er","2","series"
"10931","ri","3","series"
"10932","ie","4","series"
"10933","es","5","series"
"10934","ho","1","hoped"
"10935","op","2","hoped"
"10936","pe","3","hoped"
"10937","ed","4","hoped"
"10938","na","1","nail"
"10939","ai","2","nail"
"10940","il","3","nail"
"10941","sm","1","smooth"
"10942","mo","2","smooth"
"10943","oo","3","smooth"
"10944","ot","4","smooth"
"10945","th","5","smooth"
"10946","tr","1","tries"
"10947","ri","2","tries"
"10948","ie","3","tries"
"10949","es","4","tries"
"10950","ab","1","aboard"
"10951","bo","2","aboard"
"10952","oa","3","aboard"
"10953","ar","4","aboard"
"10954","rd","5","aboard"
"10955","be","1","believes"
"10956","el","2","believes"
"10957","li","3","believes"
"10958","ie","4","believes"
"10959","ev","5","believes"
"10960","ve","6","believes"
"10961","es","7","believes"
"10962","od","1","odds"
"10963","dd","2","odds"
"10964","ds","3","odds"
"10965","or","1","ordinary"
"10966","rd","2","ordinary"
"10967","di","3","ordinary"
"10968","in","4","ordinary"
"10969","na","5","ordinary"
"10970","ar","6","ordinary"
"10971","ry","7","ordinary"
"10972","se","1","sec"
"10973","ec","2","sec"
"10974","se","1","sentence"
"10975","en","2","sentence"
"10976","nt","3","sentence"
"10977","te","4","sentence"
"10978","en","5","sentence"
"10979","nc","6","sentence"
"10980","ce","7","sentence"
"10981","me","1","mental"
"10982","en","2","mental"
"10983","nt","3","mental"
"10984","ta","4","mental"
"10985","al","5","mental"
"10986","su","1","suits"
"10987","ui","2","suits"
"10988","it","3","suits"
"10989","ts","4","suits"
"10990","ac","1","actual"
"10991","ct","2","actual"
"10992","tu","3","actual"
"10993","ua","4","actual"
"10994","al","5","actual"
"10995","gr","1","grant"
"10996","ra","2","grant"
"10997","an","3","grant"
"10998","nt","4","grant"
"10999","ma","1","managed"
"11000","an","2","managed"
"11001","na","3","managed"
"11002","ag","4","managed"
"11003","ge","5","managed"
"11004","ed","6","managed"
"11005","st","1","studying"
"11006","tu","2","studying"
"11007","ud","3","studying"
"11008","dy","4","studying"
"11009","yi","5","studying"
"11010","in","6","studying"
"11011","ng","7","studying"
"11012","pa","1","package"
"11013","ac","2","package"
"11014","ck","3","package"
"11015","ka","4","package"
"11016","ag","5","package"
"11017","ge","6","package"
"11018","no","1","normally"
"11019","or","2","normally"
"11020","rm","3","normally"
"11021","ma","4","normally"
"11022","al","5","normally"
"11023","ll","6","normally"
"11024","ly","7","normally"
"11025","th","1","thief"
"11026","hi","2","thief"
"11027","ie","3","thief"
"11028","ef","4","thief"
"11029","de","1","delivery"
"11030","el","2","delivery"
"11031","li","3","delivery"
"11032","iv","4","delivery"
"11033","ve","5","delivery"
"11034","er","6","delivery"
"11035","ry","7","delivery"
"11036","du","1","duck"
"11037","uc","2","duck"
"11038","ck","3","duck"
"11039","no","1","noon"
"11040","oo","2","noon"
"11041","on","3","noon"
"11042","tr","1","trusted"
"11043","ru","2","trusted"
"11044","us","3","trusted"
"11045","st","4","trusted"
"11046","te","5","trusted"
"11047","ed","6","trusted"
"11048","un","1","universe"
"11049","ni","2","universe"
"11050","iv","3","universe"
"11051","ve","4","universe"
"11052","er","5","universe"
"11053","rs","6","universe"
"11054","se","7","universe"
"11055","ar","1","argument"
"11056","rg","2","argument"
"11057","gu","3","argument"
"11058","um","4","argument"
"11059","me","5","argument"
"11060","en","6","argument"
"11061","nt","7","argument"
"11062","ch","1","challenge"
"11063","ha","2","challenge"
"11064","al","3","challenge"
"11065","ll","4","challenge"
"11066","le","5","challenge"
"11067","en","6","challenge"
"11068","ng","7","challenge"
"11069","ge","8","challenge"
"11070","de","1","deserves"
"11071","es","2","deserves"
"11072","se","3","deserves"
"11073","er","4","deserves"
"11074","rv","5","deserves"
"11075","ve","6","deserves"
"11076","es","7","deserves"
"11077","ge","1","generous"
"11078","en","2","generous"
"11079","ne","3","generous"
"11080","er","4","generous"
"11081","ro","5","generous"
"11082","ou","6","generous"
"11083","us","7","generous"
"11084","jo","1","joined"
"11085","oi","2","joined"
"11086","in","3","joined"
"11087","ne","4","joined"
"11088","ed","5","joined"
"11089","jo","1","jokes"
"11090","ok","2","jokes"
"11091","ke","3","jokes"
"11092","es","4","jokes"
"11093","su","1","supply"
"11094","up","2","supply"
"11095","pp","3","supply"
"11096","pl","4","supply"
"11097","ly","5","supply"
"11098","fi","1","files"
"11099","il","2","files"
"11100","le","3","files"
"11101","es","4","files"
"11102","tr","1","trace"
"11103","ra","2","trace"
"11104","ac","3","trace"
"11105","ce","4","trace"
"11106","il","1","ill"
"11107","ll","2","ill"
"11108","bu","1","buck"
"11109","uc","2","buck"
"11110","ck","3","buck"
"11111","po","1","poison"
"11112","oi","2","poison"
"11113","is","3","poison"
"11114","so","4","poison"
"11115","on","5","poison"
"11116","fi","1","finest"
"11117","in","2","finest"
"11118","ne","3","finest"
"11119","es","4","finest"
"11120","st","5","finest"
"11121","hu","1","hug"
"11122","ug","2","hug"
"11123","cl","1","clue"
