"","prob","word","source","log_spanish"
"1",0.00141964215035998,"opciones","spanish",-6.55735044591676
"2",0.000287310044952765,"viaje","spanish",-8.1549486293018
"3",0.000172226774896485,"largo","spanish",-8.66669849085378
"4",8.19051785488126e-05,"barco","spanish",-9.40994833895996
"5",0.00124652173394624,"tejas","spanish",-6.68739821917494
"6",0.00124652173394624,"texas","spanish",-6.68739821917494
"7",0.000465571870492375,"españa","spanish",-7.6722440789813
"8",0.000717070560000122,"días","spanish",-7.24033631216459
"9",0.00198213680006224,"calorías","spanish",-6.22357982423408
"10",0.000788707483141495,"plaza","spanish",-7.14511504966126
"11",0.00232463730339408,"quiero","spanish",-6.06419125065204
"12",0.00711746745746156,"asiento","spanish",-4.94520331100918
"13",0.00134355527651772,"lluvia","spanish",-6.61243598708728
"14",0.00277622609822744,"ayer","spanish",-5.88666279216597
"15",0.00601972332975961,"abierto","spanish",-5.11271397922923
"16",0.00311860273560581,"buscar","spanish",-5.77037021862353
"17",0.000416834427373356,"peso","spanish",-7.78282147167196
"18",0.00114559062904468,"encima","spanish",-6.77183494174536
"19",0.00190752084015352,"saber","spanish",-6.26195086948997
"20",0.000402570616862865,"foto","spanish",-7.81764003087241
"21",0.000983964945007195,"película","spanish",-6.92392028653929
"22",0.00100138487673987,"reunión","spanish",-6.90637136029963
"23",0.00131040711804948,"decir","spanish",-6.63741741291328
"24",0.00451767485311575,"trabajar","spanish",-5.39975783052126
"25",0.00335883996676206,"viajar","spanish",-5.69615961260631
"26",4.05228486435749e-05,"pozo","spanish",-10.1136445788936
"27",0.000892318474801213,"sobre","spanish",-7.02168745457542
"28",5.06400856622041e-05,"tipo","spanish",-9.89076708853808
"29",1.18897779766063e-05,"pizza","spanish",-11.3398315205557
"30",0.00412890100557028,"parece","spanish",-5.48974400776635
"31",0.000526152961928168,"español","spanish",-7.54991858535651
"32",0.000271501596711907,"poco","spanish",-8.21154253753241
"33",0.000871193050010125,"falta","spanish",-7.04564696386802
"34",0.00335073853872077,"contar","spanish",-5.69857449812311
"35",0.00225587700180844,"mañana","spanish",-6.0942164673076
"36",0.000347224380333543,"mucho","spanish",-7.9655393577887
"37",0.00337835923479585,"viento","spanish",-5.69036512084054
"38",0.00126489731635876,"rayas","spanish",-6.67276433293627
"39",0.000112289292517902,"todo","spanish",-9.09443204789035
"40",0.000871319542984262,"esta","spanish",-7.04550177929389
"41",0.00049591788472793,"vida","spanish",-7.6091001999291
"42",0.00635525634499622,"artículo","spanish",-5.05847303762535
"43",0.00176535326585843,"mejores","spanish",-6.33940445799634
"44",0.0069106382034555,"entiendo","spanish",-4.97469328606721
"45",0.000475043110709071,"nada","spanish",-7.6521049986605
"46",0.00157884416412226,"sala","spanish",-6.45106224134523
"47",0.00310168067777217,"llegó","spanish",-5.77581116028343
"48",0.000864888912431098,"medios","spanish",-7.05290948421473
"49",0.00339664759531481,"llegues","spanish",-5.68496633515714
"50",0.000440345005752383,"cómo","spanish",-7.72795203431821
"51",0.00286863755224225,"mandar","spanish",-5.85391808239913
"52",0.000322939555383207,"desayuno","spanish",-8.03804538729007
"53",0.00241215969553625,"huyeron","spanish",-6.02723279354595
"54",0.0017891252393345,"lleva","spanish",-6.32602847168809
"55",0.00196360395324562,"lagunas","spanish",-6.23297374251818
"56",0.001723985042309,"tres","spanish",-6.36311678293315
"57",0.00233700267479638,"veces","spanish",-6.05888607888333
"58",0.00108311487058211,"pasar","spanish",-6.8279142495685
"59",0.00116690474190549,"cuáles","spanish",-6.75340055548278
"60",0.00360081826944743,"escuchar","spanish",-5.62659416227941
"61",0.00349236890162441,"pasando","spanish",-5.65717500465311
"62",0.000443128150900733,"aunque","spanish",-7.72165155006681
"63",0.00203347178079682,"diabetes","spanish",-6.19801070987246
"64",0.013444567247634,"acabo","spanish",-4.30918017664179
"65",0.010198239955563,"enterar","spanish",-4.58554012695713
"66",0.00240490663125678,"hacer","spanish",-6.03024419894029
"67",0.000227197755736179,"dame","spanish",-8.38968974908781
"68",0.00109789790246272,"tenga","spanish",-6.8143579252248
"69",0.00230056609984152,"memoria","spanish",-6.07460005596626
"70",0.00116077326099436,"millones","spanish",-6.75866889164034
"71",0.000889409599502422,"tiempo","spanish",-7.02495268671181
"72",0.00223131625414739,"tiene","spanish",-6.10516361914165
"73",0.000226805449045393,"solo","spanish",-8.39141796062595
"74",0.000926530530696342,"volver","spanish",-6.98406356006043
"75",0.00359680966564784,"para","spanish",-5.62770803041769
"76",0.00097243207798974,"estos","spanish",-6.93571032759486
"77",0.00141800635750362,"difícil","spanish",-6.55850336745234
"78",0.00197758994554303,"escuela","spanish",-6.22587637488503
"79",0.0107025798646913,"alegro","spanish",-4.53727045772669
"80",0.00426797010219371,"buscando","spanish",-5.45661695067642
"81",0.00502277427865791,"estudiar","spanish",-5.29377285277961
"82",0.000851970990448787,"caballo","spanish",-7.06795808048366
"83",0.00395886843751239,"demanda","spanish",-5.53179704265245
"84",0.00145268709724545,"locales","spanish",-6.53434026703756
"85",0.00120704240758603,"toledo","spanish",-6.71958220278136
"86",0.00151399302271035,"estudió","spanish",-6.49300473249114
"87",0.00118815994688631,"ayudas","spanish",-6.73534943167803
"88",0.00618087134533074,"ahora","spanish",-5.08629602306122
"89",0.000502860511472919,"escucha","spanish",-7.59519773949806
"90",0.00183961688369312,"sabes","spanish",-6.29819794442525
"91",0.00209422827109334,"necesito","spanish",-6.16857016049172
"92",0.00685630088936401,"comprar","spanish",-4.98258721163625
"93",3.5974580104304e-05,"nuevo","spanish",-10.2326979771338
"94",0.00168368941640673,"olas","spanish",-6.3867678122342
"95",3.68949877619043e-05,"pino","spanish",-10.2074348491547
"96",0.00183927934150577,"marino","spanish",-6.29838144630605
"97",0.00305686589152683,"dictador","spanish",-5.79036510634327
"98",0.00255365382206893,"años","spanish",-5.97023007399288
"99",0.000406753372099651,"enchufe","spanish",-7.80730352155001
"100",0.00220980980562591,"corazón","spanish",-6.11484882795867
"101",5.06400856622041e-05,"supo","spanish",-9.89076708853808
"102",0.00218873432834616,"huellas","spanish",-6.12443183448298
"103",0.000321092554693522,"todos","spanish",-8.04378114401548
"104",0.000440345005752383,"como","spanish",-7.72795203431821
"105",0.00125323788519861,"habla","spanish",-6.68202476857506
"106",0.00580459113110476,"cocinar","spanish",-5.14910610023108
"107",0.00578576162576418,"amazonas","spanish",-5.15235527172759
"108",0.00699031259959464,"animales","spanish",-4.96323000276432
"109",0.00472998912140765,"atún","spanish",-5.35383237639476
"110",0.00314915263077854,"ayudar","spanish",-5.76062186843528
"111",0.000909711174269307,"tarta","spanish",-7.00238339974538
"112",0.00242300543173797,"manzana","spanish",-6.02274659540946
"113",0.000402570616862865,"auto","spanish",-7.81764003087241
"114",0.00801057159811696,"antiguo","spanish",-4.826993159884
"115",5.41747028963511e-05,"hawai","spanish",-9.82329649470362
"116",0.000766362146647862,"bujías","spanish",-7.1738557236445
"117",0.000758697353008003,"cuatro","spanish",-7.18390760447831
"118",0.00124652173394624,"rojas","spanish",-6.68739821917494
"119",0.000976193932646885,"méxico","spanish",-6.93184928980724
