"","word","token_freq","log_freq","length"
"187","own",23419,10.0613029376919,3
"188","three",27654,10.2275256619486,5
"189","old",31056,10.3435473054088,3
"190","came",23650,10.0711183939201,4
"191","mind",24715,10.1151656257411,4
"192","looking",22066,10.0017932413203,7
"193","trying",22849,10.0366626316885,6
"194","stay",26298,10.1772481696469,4
"195","understand",24605,10.1107049533001,10
"196","yourself",22151,10.0056379211811,8
"197","someone",22752,10.032408332603,7
"198","wasn",21984,9.99807019502208,4
"199","same",21276,9.96533495586221,4
"200","guess",23153,10.0498796407512,5
"201","went",20987,9.95165847739742,4
"202","best",20623,9.93416223680405,4
"203","may",26080,10.1689240160406,3
"204","course",24848,10.1205325453885,6
"205","which",24339,10.0998352810632,5
"206","show",24906,10.1228640172811,4
"207","guy",38893,10.5685695648277,3
"208","today",22124,10.0044182711146,5
"209","while",17821,9.7881328161731,5
"210","seen",19633,9.88496710289875,4
"211","heard",19775,9.89217379263586,5
"212","without",18087,9.80294872715752,7
"213","hold",22273,10.0111304615515,4
"214","real",22583,10.0249526898173,4
"215","use",17536,9.77201118974774,3
"216","together",19553,9.88088400632627,8
"217","whole",19660,9.88634139370116,5
"218","haven",18844,9.84394983981993,5
"219","saw",20527,9.92949637171718,3
"220","hello",29857,10.3041745971912,5
"221","once",17589,9.77502898563232,4
"222","took",17454,9.76732412772326,4
"223","yet",17428,9.76583338723733,3
"224","ready",19778,9.89232548782994,5
"225","found",20196,9.91323984397881,5
"226","idea",18311,9.81525725114171,4
"227","already",16246,9.6956020036109,7
"228","pretty",20003,9.90363754128725,6
"229","start",17345,9.76105955940385,5
"230","myself",17470,9.7682404031281,6
"231","used",17551,9.77286620732769,4
"232","okay",102320,11.5358604362527,4
"233","many",18331,9.81634889471936,4
"234","knew",18817,9.84251599554464,4
"235","head",18947,9.84940088663236,4
"236","since",16064,9.68433602249146,5
"237","couldn",17336,9.76054054321619,6
"238","room",22415,10.0174856565895,4
"239","matter",18900,9.84691720104773,6
"240","world",23216,10.052596975124,5
"241","friend",21384,9.97039825781875,6
"242","girl",28413,10.2546020658942,4
"243","bring",16685,9.72226539118547,5
"244","most",17889,9.79194127779122,4
"245","boy",27021,10.2043696204519,3
"246","until",15426,9.64380967649394,5
"247","hope",16352,9.70210549300343,4
"248","both",15062,9.6199302946613,4
"249","called",17341,9.76082891879855,6
"250","hard",15700,9.6614159913364,4
"251","guys",32198,10.3796596178022,4
"252","minute",19252,9.865370230423,6
"253","run",17878,9.7913261856478,3
"254","looks",15886,9.67319349719308,5
"255","morning",22389,10.0163250457995,7
"256","live",17574,9.77417581605579,4
"257","excuse",18773,9.84017494632436,6
"258","move",21325,9.96763537235988,4
"259","house",26214,10.1740488981795,5
"260","wants",15655,9.65854563376051,5
"261","few",15393,9.64166813961007,3
"262","meet",17966,9.79623636178915,4
"263","job",21063,9.95527322568536,3
"264","later",14889,9.60837796425555,5
"265","turn",15630,9.65694742341552,4
"266","dead",22898,10.0388048494838,4
"267","says",16356,9.70235008148453,4
"268","woman",22166,10.0063148623356,5
"269","alone",15735,9.66364280949851,5
"270","gone",15135,9.62476522145582,4
"271","watch",16831,9.73097770312617,5
"272","having",14752,9.59913394579637,6
"273","problem",16833,9.73109652441908,7
"274","ago",14592,9.58822871231411,3
"275","open",16341,9.70143256605178,4
"276","hell",24012,10.0863089843717,4
"277","saying",14874,9.60737000126325,6
"278","somebody",17571,9.77400509475789,8
"279","days",15592,9.6545132411874,4
"280","probably",14323,9.56962191577987,8
"281","tonight",21047,9.95451331113917,7
"282","second",14513,9.58280007847036,6
"283","worry",14638,9.59137616616117,5
"284","thinking",14353,9.57171425857138,8
"285","kill",23081,10.0467650472398,4
"286","everybody",17555,9.77309408860253,9
"287","lost",13974,9.5449537391124,4
"288","end",13559,9.51480581246231,3
"289","happen",12968,9.47024006341551,6
"290","forget",14130,9.55605547567857,6
"291","tomorrow",17134,9.74882007252399,8
"292","money",32679,10.3944879487506,5
"293","makes",12296,9.41702928521843,5
"294","taking",12263,9.41434187776203,6
"295","such",14852,9.60588981529697,4
"296","huh",22350,10.0145816000417,3
"297","face",14747,9.59879495125094,4
"298","part",13337,9.4982974066224,4
"299","soon",13140,9.4834162920386,4
"300","sit",15879,9.6727527605261,3
"301","late",13756,9.52923037155216,4
"302","under",13358,9.49987073528558,5
"303","whatever",12584,9.44018144473811,8
"304","anyone",13018,9.47408829413233,6
"305","hand",14262,9.56535393658825,4
"306","mother",24476,10.1054483245824,6
"307","happy",16993,9.74055677353411,5
"308","gave",12428,9.42770727051294,4
"309","actually",16439,9.70741183950951,8
"310","friends",15578,9.65361494147989,7
"311","exactly",12607,9.44200749423127,7
"312","each",12916,9.46622213187817,4
"313","knows",12492,9.43284371840297,5
"314","aren",11946,9.38815177329225,4
"315","supposed",12865,9.46226572471585,8
"316","father",28279,10.2498747587064,6
"317","miss",23850,10.0795394963165,4
"318","stuff",15653,9.65841787088822,5
"319","mine",12800,9.45720044990771,4
"320","making",11349,9.33688491330114,6
"321","least",10596,9.26823185039196,5
"322","easy",13551,9.51421562432271,4
"323","working",12775,9.45524541507191,7
"324","anyway",12164,9.40623604879726,6
"325","chance",12303,9.41759841406017,6
"326","play",18081,9.80261694215115,4
"327","family",18067,9.80184234877393,6
"328","true",12921,9.46660917372222,4
"329","gets",11364,9.33820574297408,4
"330","comes",11656,9.36357634787504,5
"331","check",14228,9.56296713306835,5
"332","door",14895,9.60878086514738,4
"333","change",12258,9.41393406404568,6
"334","means",11136,9.3179383825742,5
"335","deal",13330,9.49777241317275,4
"336","gotta",25852,10.1601432463828,5
"337","minutes",13924,9.54136924893133,7
"338","five",14558,9.5858959496782,4
"339","point",12063,9.39789819556538,5
"340","far",11259,9.32892308780313,3
"341","business",16371,9.70326675585434,8
"342","set",11805,9.37627844951961,3
"343","close",11191,9.32286516281803,5
"344","times",11221,9.32554230166487,5
"345","goes",11081,9.31298720893633,4
"346","car",24636,10.1119640668069,3
"347","word",12013,9.39374467572138,4
"348","son",20949,9.94984619151415,3
"349","nobody",13599,9.51775153960896,6
"350","rest",10861,9.29293367028004,4
"351","sir",49188,10.8034049702923,3
"352","hurt",12564,9.43859086065854,4
"353","everyone",12324,9.41930385971656,8
"354","asked",11029,9.30828344630615,5
"355","hit",14025,9.5485967303909,3
"356","baby",25978,10.1650053049672,4
"357","bit",11987,9.3915780082071,3
"358","yours",10441,9.25349564229011,5
"359","hands",12063,9.39789819556538,5
"360","crazy",13886,9.53863641731322,5
"361","week",12164,9.40623604879726,4
"362","break",11275,9.33034316437088,5
"363","men",19011,9.85277303799163,3
"364","couple",11394,9.34084218004034,6
"365","either",9308,9.13862952442218,6
"366","year",14174,9.5591645793702,4
"367","waiting",10767,9.28424117981572,7
"368","beautiful",14266,9.56563436283798,9
"369","wish",11991,9.39191164737943,4
"370","almost",9857,9.19593714166544,6
"371","cause",15812,9.66852442441658,5
"372","afraid",12631,9.44390938877397,6
"373","cut",11718,9.36888140010473,3
"374","pay",12985,9.47155012409685,3
"375","four",13045,9.47616019757083,4
"376","stand",11536,9.35322785952473,5
"377","case",14403,9.57519179719905,4
"378","important",10587,9.26738211234338,9
"379","tried",9529,9.16209505934819,5
"380","anybody",11573,9.35643007784808,7
"381","different",10686,9.27668975251772,9
"382","hours",10959,9.30191631546339,5
"383","walk",11009,9.3064683990704,4
"384","telling",9730,9.18296917518005,7
"385","eat",12846,9.46078775781774,3
"386","reason",9858,9.19603858726532,6
"387","shut",13455,9.50710606316101,4
"388","inside",10775,9.28498391497195,6
"389","wife",17795,9.78667279794429,4
"390","trouble",11401,9.34145634983372,7
"391","eyes",11299,9.33246950520925,4
"392","also",10528,9.2617936535651,4
"393","hate",10944,9.30054663986233,4
"394","read",12302,9.41751712976831,4
"395","behind",9581,9.16753724965087,6
"396","started",9566,9.16597042424024,7
"397","ahead",10115,9.22177474960185,5
"398","pick",10118,9.22207129485188,4
"399","side",10247,9.23474025879972,4
"400","person",10857,9.29256531223185,6
"401","damn",14460,9.57914149571276,4
"402","half",10156,9.22581994282457,4
"403","young",12402,9.42561302890982,5
"404","brought",8786,9.08091482453572,7
"405","sleep",11625,9.36091323045556,5
"406","funny",11127,9.3171298661577,5
"407","die",13318,9.49687178267057,3
"408","between",8932,9.09739561296005,7
"409","fun",12010,9.39349491507403,3
"410","kid",17299,9.75840397534698,3
"411","though",9279,9.13550906135318,6
"412","wanna",25796,10.1579747201303,5
"413","front",9259,9.13335133044805,5
"414","question",10116,9.22187360778986,8
"415","heart",12453,9.42971683672115,5
"416","seems",8545,9.05310159554969,5
"417","number",12288,9.41637845538745,6
"418","line",10515,9.2605580881368,4
"419","school",16989,9.74032135478191,6
"420","against",10288,9.2387334464774,7
"421","anymore",9597,9.16920582861763,7
"422","kids",15356,9.63926155612069,4
"423","phone",13756,9.52923037155216,5
"424","welcome",9140,9.1204156644482,7
"425","met",9758,9.18584274037578,3
"426","shouldn",8083,8.99751836973384,7
"427","high",9945,9.20482519128807,4
"428","outside",8671,9.06773940337716,7
"429","killed",14792,9.60184177306696,6
"430","sometimes",9129,9.11921143856508,9
"431","moment",9539,9.16314393714521,6
"432","needs",8198,9.01164550106428,5
"433","fact",8801,9.08262063037381,4
"434","sounds",7970,8.98343977178426,6
"435","drink",12617,9.44280038992774,5
"436","dad",25870,10.1608392751801,3
"437","six",10176,9.2277872855799,3
"438","answer",8986,9.10342308963011,6
"439","feeling",8577,9.05683948099042,7
"440","hour",8277,9.0212358628854,4
"441","full",8512,9.04923221158143,4
"442","along",9330,9.14099029384139,5
"443","glad",8740,9.07566546864958,4
"444","speak",9546,9.16387749756584,5
"445","quite",10332,9.24300115421573,5
"446","buy",9814,9.19156521664985,3
"447","able",8155,9.00638651505511,4
"448","death",11051,9.31027620058878,5
"449","free",9054,9.1109619279959,4
"450","stupid",9405,9.14899674173513,6
"451","running",8054,8.9939241414114,7
"452","story",11260,9.32901190169368,5
"453","lose",8382,9.03384182848502,4
"454","send",9169,9.1235835080499,4
"455","trust",9087,9.11460009969535,5
"456","shot",11599,9.35867416648188,4
"457","hot",9682,9.17802377049964,3
"458","truth",9801,9.19023970026918,5
"459","honey",15325,9.63724076080441,5
"460","clear",8763,9.07829359105585,5
"461","till",8503,9.04817432138579,4
"462","lady",11071,9.31208435585947,4
"463","water",11478,9.34818743866831,5
"464","town",12644,9.44493807333551,4
"465","bed",9543,9.16356318041725,3
"466","living",7983,8.9850695596458,6
"467","seem",7131,8.8722067560283,4
"468","mom",21950,9.99652241850332,3
"469","sound",7313,8.89740886527095,5
"470","happens",6996,8.85309383613849,7
"471","lives",7124,8.87122464440955,5
"472","save",8278,9.02135667230868,4
"473","taken",7071,8.86375719160424,5
"474","months",8314,9.02569611981258,6
"475","serious",7566,8.93141980519298,7
"476","touch",7534,8.92718138825199,5
"477","bet",8763,9.07829359105585,3
"478","news",8399,9.03586793012563,4
"479","office",10399,9.24946492666023,6
"480","leaving",7211,8.88336291691676,7
"481","body",9972,9.20753644464345,4
"482","dinner",10336,9.24338822602238,6
"483","married",12163,9.40615383561844,7
"484","fire",10990,9.30474104739767,4
"485","light",8425,9.03895875522056,5
"486","perfect",8091,8.99850761180784,7
"487","special",7577,8.93287262193137,7
"488","hang",7535,8.9273141110606,4
"489","luck",7840,8.96699411334445,4
"490","lucky",7316,8.89781900951076,5
"491","promise",7809,8.96303219366268,7
"492","sick",8437,9.04038207416563,4
"493","weren",6237,8.73825457652612,5
"494","asking",6546,8.78660945506113,6
"495","sense",6722,8.81314100828505,5
"496","women",9978,9.20813794842098,5
"497","order",7985,8.98532006064911,5
"498","its",8757,9.07760865952222,3
"499","fast",7010,8.85509298002864,4
"500","brother",14481,9.5805927243286,7
"501","game",11926,9.38647616968305,4
"502","catch",6911,8.8408696240914,5
"503","sent",7038,8.85907931788153,4
"504","sort",7584,8.93379604393486,4
"505","himself",7168,8.87738195465477,7
"506","boys",11432,9.3441717196097,4
"507","alive",7878,8.97182934353085,5
"508","known",6300,8.74830491237962,5
"509","died",8018,8.98944429320245,4
"510","party",11890,9.38345298968483,5
"511","drive",7810,8.96316024283373,5
"512","playing",7515,8.92465630218707,7
"513","doctor",13461,9.50755189464409,6
"514","fight",10255,9.23552067050648,5
"515","kidding",6822,8.82790796297859,7
"516","figure",6598,8.79452185178853,6
"517","pull",7469,8.91851640035707,4
"518","throw",6570,8.79026911147866,5
"519","cool",9990,9.2093398716426,4
"520","calling",6311,8.75004942158424,7
"521","unless",5798,8.6652683094816,6
"522","looked",6166,8.7268056084461,6
"523","hurry",8856,9.08885047438847,5
"524","girls",10626,9.27105910701089,5
"525","past",6312,8.75020786252571,4
"526","hair",7831,8.96584549475094,4
"527","takes",5986,8.69717868841264,5
"528","except",5696,8.64751945309181,6
"529","top",6805,8.82541291508557,3
"530","food",7876,8.97157543975902,4
"531","finally",5989,8.69767973226446,7
"532","straight",6244,8.73937628163532,8
"533","sweet",7405,8.9099107267019,5
"534","wonder",5966,8.69383196507469,6
"535","giving",5613,8.6328406149422,6
"536","drop",6661,8.80402490241318,4
"537","worked",5877,8.67880170661265,6
"538","small",6373,8.75982559531429,5
"539","plan",7432,8.91355028049368,4
"540","somewhere",5688,8.64611397148308,9
"541","less",5666,8.64223868039046,4
"542","blood",9492,9.15820461755565,5
"543","none",5641,8.63781663373998,4
"544","safe",7303,8.89604050162011,4
"545","sign",6797,8.82423661734664,4
"546","piece",6349,8.75605259917045,5
"547","cold",6638,8.80056599227992,4
"548","weeks",6637,8.80041533314592,5
"549","bye",9184,9.12521811855935,3
"550","turned",5388,8.59192953753026,6
"551","clean",6183,8.72955886955857,5
"552","dear",11395,9.34092994167978,4
"553","follow",6283,8.74560285240295,6
"554","seeing",5591,8.62891344102665,6
"555","mrs",15858,9.67142938383234,3
"556","learn",6047,8.70731756027321,5
"557","street",7557,8.93022956502072,6
"558","works",5357,8.58615939588096,5
"559","explain",5670,8.6429443967218,7
"560","ass",11545,9.3540077217886,3
"561","ain",22248,10.0100073959138,3
"562","husband",9935,9.20381915498592,7
"563","wow",8160,9.00699944795815,3
"564","possible",5816,8.66836801921336,8
"565","police",12044,9.39632188960162,6
"566","wonderful",8364,9.03169206054852,9
"567","white",8744,9.07612302985637,5
"568","lie",6133,8.72143930562598,3
"569","felt",6111,8.71784570489492,4
"570","meant",5316,8.57847641983314,5
"571","step",6052,8.70814407490825,4
"572","air",7090,8.86644061952617,3
"573","fall",6044,8.70682132339263,4
"574","city",8624,9.06230429314878,4
"575","moving",6104,8.71669957296429,6
"576","scared",6803,8.82511897034506,6
"577","words",6223,8.73600738456922,5
"578","meeting",6752,8.81759403627579,7
"579","expect",5299,8.57527340249276,6
"580","rather",5825,8.6699142784339,6
"581","worth",5569,8.62497078358967,5
"582","country",8254,9.01845321031253,7
"583","absolutely",5769,8.66025403425689,10
"584","become",5894,8.68169016329764,6
"585","early",5510,8.61431990214696,5
"586","company",7507,8.923591197573,7
"587","longer",5046,8.526351129201,6
"588","children",8930,9.09717167387054,8
"589","thinks",5235,8.56312212330464,6
"590","ten",7395,8.9085593751449,3
"591","handle",5529,8.61776224633793,6
"592","shoot",8412,9.03741453682259,5
"593","control",6662,8.80417501875363,7
"594","careful",5550,8.62155320674048,7
"595","feet",6157,8.72534492491121,4
"596","worse",5002,8.51759311143756,5
"597","book",9026,9.10786458038695,4
"598","poor",6583,8.79224584746788,4
"599","forgot",5045,8.52615293278771,6
"600","eye",5701,8.64839687703158,3
"601","busy",5433,8.60024674655152,4
"602","beat",6716,8.81224801819743,4
"603","black",8565,9.05543941075822,5
"604","changed",5148,8.54636356871602,7
"605","talked",5226,8.56140144608056,6
"606","ones",5177,8.5519810169019,4
"607","picture",7061,8.86234196351635,7
"608","questions",6016,8.70217786562968,9
"609","broke",5355,8.58578598288185,5
"610","pass",5514,8.61504559158374,4
"611","tired",5745,8.65608519028286,5
"612","watching",5081,8.53326337159373,8
"613","quiet",5978,8.69584134284388,5
"614","anywhere",4501,8.41205487329293,8
"615","wear",5576,8.62622695244036,4
"616","finish",5045,8.52615293278771,6
"617","mistake",5200,8.55641390456952,7
"618","ride",6904,8.83985623276326,4
"619","fault",5310,8.57734711423598,5
"620","ladies",7054,8.861350110796,6
"621","needed",4818,8.48011418317482,6
"622","quick",5542,8.62011072542292,5
"623","choice",4975,8.51218064959269,6
"624","act",5565,8.62425226370964,3
"625","cannot",6465,8.77415829120596,6
"626","given",4851,8.48694014824522,5
"627","hasn",4625,8.43923164994653,4
"628","child",8040,8.99218436217301,5
"629","caught",4791,8.47449443688312,6
"630","shall",9441,9.15281718573252,5
"631","worried",4831,8.48280876455441,7
"632","dog",9835,9.19370273082316,3
"633","sister",9207,9.12771934328785,6
"634","red",7551,8.92943528380342,3
"635","coffee",7371,8.90530866118929,6
"636","spend",4757,8.46737249643228,5
"637","kept",4559,8.42485858021344,4
"638","mouth",5325,8.58016799057763,5
"639","certainly",6067,8.7106195279423,9
"640","yesterday",4935,8.50410795186758,9
"641","sitting",4814,8.47928361834302,7
"642","attention",5032,8.52357279838028,9
"643","stick",4953,8.50774873258824,5
"644","daughter",8739,9.07555104562754,8
"645","date",7218,8.88433318520273,4
"646","power",7600,8.93590352627442,5
"647","gun",10873,9.29403793099775,3
"648","mad",5784,8.6628507638386,3
"649","loved",5627,8.63533171943328,5
"650","middle",4549,8.42266270757,6
"651","gentlemen",7874,8.97132147150368,9
"652","decided",4521,8.41648848729461,7
"653","write",6467,8.77446760144659,5
"654","human",6363,8.75825524323279,5
"655","wake",5366,8.58783803098557,4
"656","perhaps",6939,8.84491295089955,7
"657","missed",4568,8.42683075133585,6
"658","others",5061,8.52931937121408,6
"659","parents",7177,8.87863674743007,7
"660","month",4854,8.48755838628655,5
"661","across",4801,8.47657950853094,6
"662","besides",4328,8.37286082052632,7
"663","table",5387,8.59174392268053,5
"664","appreciate",4373,8.38320455141292,10
"665","ran",4296,8.3654396361887,3
"666","simple",4555,8.42398080969406,6
"667","suppose",6416,8.76655014954635,7
"668","bitch",8609,9.06056344665796,5
"669","secret",5585,8.6278397115033,6
"670","personal",4675,8.44998444172279,8
"671","blow",4976,8.51238163441901,4
"672","short",4367,8.38183155348556,5
"673","instead",4043,8.30474226964077,7
"674","near",4238,8.35184673882824,4
"675","fair",4832,8.48301573961465,4
"676","terrible",4795,8.47532898731754,8
"677","dream",6798,8.82438373025606,5
"678","relax",4936,8.50431056558522,5
"679","evening",6155,8.72502003861855,7
"680","smart",4909,8.49882553405805,5
"681","happening",4618,8.43771698991444,9
"682","clothes",5158,8.54830418644129,7
"683","wearing",4410,8.39162996844089,7
"684","win",6867,8.83448260862068,3
"685","cover",4808,8.47803647621504,5
"686","seven",5327,8.580543506917,5
"687","finished",4269,8.35913488675796,8
"688","enjoy",4222,8.34806422840827,5
"689","road",5709,8.64979915596426,4
"690","interesting",4421,8.39412119382624,11
"691","tough",4616,8.43728380818794,5
"692","kiss",6179,8.72891172506098,4
"693","surprise",4534,8.41935983106747,8
"694","forever",4529,8.41825644355621,7
"695","lying",4472,8.40559101483493,5
"696","floor",5132,8.54325072573553,5
"697","imagine",4133,8.32675881451173,7
"698","join",4255,8.35585004100747,4
"699","standing",3994,8.29254851397576,8
"700","music",7734,8.95338147216724,5
"701","bought",4362,8.38068594676157,6
"702","stopped",3844,8.25426877009018,7
"703","strong",4430,8.39615486303918,6
"704","eight",5010,8.51919119407891,5
"705","completely",4303,8.3670677328386,10
"706","charge",4559,8.42485858021344,6
"707","interested",4374,8.38343320123671,10
"708","state",5500,8.61250337122056,5
"709","count",4588,8.43119947824926,5
"710","certain",4354,8.37885024179449,7
"711","daddy",9439,9.15260532132494,5
"712","paid",4369,8.38228942895144,4
"713","lunch",5310,8.57734711423598,5
"714","calls",4097,8.31801027754687,5
"715","future",5278,8.57130251706327,6
"716","dark",4519,8.41604600941128,4
"717","entire",4070,8.31139827843664,6
"718","missing",4484,8.40827078419205,7
"719","paper",5271,8.56997537685521,5
"720","team",7528,8.92638468126522,4
"721","present",4562,8.42551640284433,7
"722","proud",4265,8.35819745992578,5
"723","report",5508,8.61395685984855,6
"724","mess",3985,8.29029259122431,4
"725","hospital",6334,8.75368722709858,8
"726","return",4676,8.45019832259196,6
"727","realize",4032,8.3020178097512,7
"728","afternoon",4666,8.44805745258138,9
"729","weird",5156,8.54791636405908,5
"730","difference",4066,8.31041499418829,10
"731","swear",4496,8.41094339157353,5
"732","fix",4426,8.39525152061099,3
"733","pain",4995,8.51619269108265,4
"734","born",4268,8.35890061242164,4
"735","likes",3889,8.26590733415575,5
"736","war",8912,9.09515396216707,3
"737","pleasure",4118,8.32312288758773,8
"738","putting",3467,8.15104494568502,7
"739","figured",3893,8.26693534761046,7
"740","shit",24207,10.0943971265166,4
"741","strange",4408,8.39117635083275,7
"742","spent",3574,8.18144069571937,5
"743","million",6145,8.72339402200014,7
"744","neither",3451,8.146419323098,7
"745","during",3872,8.26152644839647,6
"746","liked",4017,8.29829063435928,5
"747","law",5932,8.68811670325782,3
