Word,Freq. count,Freq. per million,Log freq.
mencionaremos,12,0.288461538,1.113943352
mencionaría,12,0.288461538,1.113943352
mencionarían,3,0.072115385,0.602059991
mencionarías,5,0.120192308,0.77815125
mencionarla,19,0.456730769,1.301029996
mencionarle,15,0.360576923,1.204119983
mencionarles,3,0.072115385,0.602059991
mencionarlo,154,3.701923077,2.190331698
mencionarlos,3,0.072115385,0.602059991
mencionarme,11,0.264423077,1.079181246
mencionármelo,4,0.096153846,0.698970004
mencionarnos,6,0.144230769,0.84509804
mencionaron,69,1.658653846,1.84509804
mencionarse,3,0.072115385,0.602059991
mencionárselo,15,0.360576923,1.204119983
mencionarte,9,0.216346154,1
mencionártelo,4,0.096153846,0.698970004
mencionas,177,4.254807692,2.250420002
mencionaste,295,7.091346154,2.471291711
mencione,87,2.091346154,1.944482672
mencioné,410,9.855769231,2.613841822
mencionemos,7,0.168269231,0.903089987
mencionen,14,0.336538462,1.176091259
menciones,218,5.240384615,2.340444115
menciono,74,1.778846154,1.875061263
mencionó,919,22.09134615,2.963787827
menda,5,0.120192308,0.77815125
mendel,12,0.288461538,1.113943352
méndez,115,2.764423077,2.064457989
mendiga,17,0.408653846,1.255272505
mendigando,20,0.480769231,1.322219295
mendigar,22,0.528846154,1.361727836
mendigas,3,0.072115385,0.602059991
mendigo,86,2.067307692,1.939519253
mendigos,40,0.961538462,1.612783857
mendigué,2,0.048076923,0.477121255
mendoza,53,1.274038462,1.73239376
mendrugo,10,0.240384615,1.041392685
menea,47,1.129807692,1.681241237
meneaba,2,0.048076923,0.477121255
menéala,7,0.168269231,0.903089987
menéalele,10,0.240384615,1.041392685
menéalo,8,0.192307692,0.954242509
meneamos,9,0.216346154,1
menean,6,0.144230769,0.84509804
meneando,12,0.288461538,1.113943352
meneándote,4,0.096153846,0.698970004
menear,29,0.697115385,1.477121255
menearles,5,0.120192308,0.77815125
menearlo,4,0.096153846,0.698970004
menearse,5,0.120192308,0.77815125
meneársela,2,0.048076923,0.477121255
menearte,4,0.096153846,0.698970004
meneártela,3,0.072115385,0.602059991
meneas,8,0.192307692,0.954242509
menéate,13,0.3125,1.146128036
meneen,4,0.096153846,0.698970004
menéndez,4,0.096153846,0.698970004
meneo,36,0.865384615,1.568201724
meneó,2,0.048076923,0.477121255
meneos,2,0.048076923,0.477121255
menester,7,0.168269231,0.903089987
mengua,4,0.096153846,0.698970004
menguando,5,0.120192308,0.77815125
menguante,6,0.144230769,0.84509804
menguó,2,0.048076923,0.477121255
meningitis,79,1.899038462,1.903089987
menisco,2,0.048076923,0.477121255
menopausia,75,1.802884615,1.880813592
menopáusica,4,0.096153846,0.698970004
menopáusicas,2,0.048076923,0.477121255
menor,1969,47.33173077,3.294466226
menores,638,15.33653846,2.805500858
menos,25345,609.2548077,4.403909431
menosprecia,15,0.360576923,1.204119983
menospreciaba,6,0.144230769,0.84509804
menospreciada,6,0.144230769,0.84509804
menospreciado,15,0.360576923,1.204119983
menospreciados,3,0.072115385,0.602059991
menospreciamos,2,0.048076923,0.477121255
menosprecian,12,0.288461538,1.113943352
menospreciando,6,0.144230769,0.84509804
menospreciándote,2,0.048076923,0.477121255
menospreciantes,2,0.048076923,0.477121255
menospreciar,22,0.528846154,1.361727836
menospreciaras,2,0.048076923,0.477121255
menospreciarla,4,0.096153846,0.698970004
menospreciarlas,2,0.048076923,0.477121255
menospreciarlo,3,0.072115385,0.602059991
menospreciarme,4,0.096153846,0.698970004
menospreciarse,2,0.048076923,0.477121255
menospreciarte,8,0.192307692,0.954242509
menosprecias,15,0.360576923,1.204119983
menosprecie,5,0.120192308,0.77815125
menosprecié,6,0.144230769,0.84509804
menosprecien,2,0.048076923,0.477121255
menosprecies,21,0.504807692,1.342422681
menosprecio,13,0.3125,1.146128036
menospreció,3,0.072115385,0.602059991
mensaje,5712,137.3076923,3.756864224
mensajera,64,1.538461538,1.812913357
mensajeras,19,0.456730769,1.301029996
mensajería,32,0.769230769,1.51851394
mensajero,429,10.3125,2.633468456
mensajeros,75,1.802884615,1.880813592
mensajes,1373,33.00480769,3.137986733
mensajito,5,0.120192308,0.77815125
mensajitos,2,0.048076923,0.477121255
menstruación,51,1.225961538,1.716003344
menstrual,29,0.697115385,1.477121255
menstruales,10,0.240384615,1.041392685
menstruando,14,0.336538462,1.176091259
menstruar,8,0.192307692,0.954242509
menstruara,2,0.048076923,0.477121255
menstrúas,3,0.072115385,0.602059991
menstruaste,2,0.048076923,0.477121255
menstrúo,3,0.072115385,0.602059991
mensual,82,1.971153846,1.919078092
mensuales,52,1.25,1.72427587
mensualidad,30,0.721153846,1.491361694
mensualidades,5,0.120192308,0.77815125
menta,303,7.283653846,2.482873584
mental,1092,26.25,3.038620162
mentales,273,6.5625,2.437750563
mentalidad,111,2.668269231,2.049218023
mentalidades,3,0.072115385,0.602059991
mentalista,8,0.192307692,0.954242509
mentalizaba,2,0.048076923,0.477121255
mentalizado,7,0.168269231,0.903089987
mentalizando,2,0.048076923,0.477121255
mentalizarte,2,0.048076923,0.477121255
mentalmente,208,5,2.320146286
mentas,60,1.442307692,1.785329835
mente,4844,116.4423077,3.685293781
mentecato,13,0.3125,1.146128036
mentecatos,2,0.048076923,0.477121255
mentes,577,13.87019231,2.761927838
mentí,776,18.65384615,2.890421019
mentía,118,2.836538462,2.075546961
mentíamos,8,0.192307692,0.954242509
mentían,9,0.216346154,1
mentías,32,0.769230769,1.51851394
mentido,472,11.34615385,2.674861141
mentimos,98,2.355769231,1.995635195
mentir,1183,28.4375,3.073351702
mentira,2897,69.63942308,3.462098381
mentirá,19,0.456730769,1.301029996
mentirán,9,0.216346154,1
mentiras,1495,35.9375,3.174931594
mentirás,16,0.384615385,1.230448921
mentiré,104,2.5,2.021189299
mentiremos,7,0.168269231,0.903089987
mentiría,247,5.9375,2.394451681
mentiríamos,4,0.096153846,0.698970004
mentirían,7,0.168269231,0.903089987
mentirías,37,0.889423077,1.579783597
mentirle,228,5.480769231,2.359835482
mentirles,31,0.745192308,1.505149978
mentirme,151,3.629807692,2.181843588
mentirnos,38,0.913461538,1.591064607
mentiros,3,0.072115385,0.602059991
mentirosa,533,12.8125,2.727541257
mentirosas,14,0.336538462,1.176091259
mentiroso,1399,33.62980769,3.146128036
mentirosos,200,4.807692308,2.303196057
mentirse,5,0.120192308,0.77815125
mentirte,143,3.4375,2.158362492
mentís,6,0.144230769,0.84509804
mentiste,790,18.99038462,2.898176483
mentol,11,0.264423077,1.079181246
mentolada,3,0.072115385,0.602059991
mentoladas,2,0.048076923,0.477121255
mentolado,11,0.264423077,1.079181246
mentolados,17,0.408653846,1.255272505
mentón,134,3.221153846,2.130333768
mentones,3,0.072115385,0.602059991
mentor,166,3.990384615,2.222716471
mentora,28,0.673076923,1.462397998
mentores,10,0.240384615,1.041392685
mentos,14,0.336538462,1.176091259
menú,510,12.25961538,2.7084209
menuda,138,3.317307692,2.1430148
menudencias,11,0.264423077,1.079181246
menudillos,4,0.096153846,0.698970004
menudita,6,0.144230769,0.84509804
menudo,1448,34.80769231,3.161068385
menudos,22,0.528846154,1.361727836
menús,68,1.634615385,1.838849091
meñique,105,2.524038462,2.025305865
meñiques,12,0.288461538,1.113943352
meo,41,0.985576923,1.62324929
meó,40,0.961538462,1.612783857
meollo,16,0.384615385,1.230448921
meón,6,0.144230769,0.84509804
meona,4,0.096153846,0.698970004
meones,3,0.072115385,0.602059991
mequetrefe,21,0.504807692,1.342422681
mequetrefes,4,0.096153846,0.698970004
mera,124,2.980769231,2.096910013
meramente,66,1.586538462,1.826074803
meras,13,0.3125,1.146128036
mercadeo,52,1.25,1.72427587
mercader,59,1.418269231,1.77815125
mercaderes,27,0.649038462,1.447158031
mercadería,164,3.942307692,2.217483944
mercaderías,24,0.576923077,1.397940009
mercadillo,37,0.889423077,1.579783597
mercadillos,7,0.168269231,0.903089987
mercado,1717,41.27403846,3.235023159
mercados,98,2.355769231,1.995635195
mercadotecnia,31,0.745192308,1.505149978
mercancía,404,9.711538462,2.607455023
mercancías,38,0.913461538,1.591064607
mercante,28,0.673076923,1.462397998
mercantes,14,0.336538462,1.176091259
mercantil,17,0.408653846,1.255272505
mercantiles,4,0.096153846,0.698970004
merce,6,0.144230769,0.84509804
merced,111,2.668269231,2.049218023
mercedes,376,9.038461538,2.57634135
mercenaria,17,0.408653846,1.255272505
mercenarias,2,0.048076923,0.477121255
mercenario,87,2.091346154,1.944482672
mercenarios,119,2.860576923,2.079181246
mercería,4,0.096153846,0.698970004
mercurio,111,2.668269231,2.049218023
merece,1618,38.89423077,3.209246849
merecedor,31,0.745192308,1.505149978
merecedora,12,0.288461538,1.113943352
merecedoras,6,0.144230769,0.84509804
merecedores,12,0.288461538,1.113943352
merecéis,2,0.048076923,0.477121255
merecemos,153,3.677884615,2.187520721
merecen,495,11.89903846,2.695481676
merecer,129,3.100961538,2.113943352
merecerá,2,0.048076923,0.477121255
merecerás,2,0.048076923,0.477121255
merecería,20,0.480769231,1.322219295
merecerías,3,0.072115385,0.602059991
merecerla,2,0.048076923,0.477121255
merecerlo,25,0.600961538,1.414973348
merecerme,8,0.192307692,0.954242509
merecerte,3,0.072115385,0.602059991
mereces,914,21.97115385,2.961421094
merecí,7,0.168269231,0.903089987
merecía,530,12.74038462,2.725094521
merecíamos,11,0.264423077,1.079181246
merecían,77,1.850961538,1.892094603
merecías,95,2.283653846,1.982271233
merecida,34,0.817307692,1.544068044
merecidamente,3,0.072115385,0.602059991
merecidas,5,0.120192308,0.77815125
merecido,242,5.817307692,2.385606274
merecidos,2,0.048076923,0.477121255
mereciera,25,0.600961538,1.414973348
merecieras,3,0.072115385,0.602059991
merecieron,2,0.048076923,0.477121255
merecimiento,5,0.120192308,0.77815125
merecimos,4,0.096153846,0.698970004
mereció,34,0.817307692,1.544068044
mereciste,2,0.048076923,0.477121255
merendar,24,0.576923077,1.397940009
merendero,2,0.048076923,0.477121255
merengue,49,1.177884615,1.698970004
merengues,6,0.144230769,0.84509804
meretriz,4,0.096153846,0.698970004
merezca,118,2.836538462,2.075546961
merezcamos,7,0.168269231,0.903089987
merezcan,24,0.576923077,1.397940009
merezcas,25,0.600961538,1.414973348
merezco,720,17.30769231,2.857935265
meridiano,9,0.216346154,1
meridional,11,0.264423077,1.079181246
merienda,65,1.5625,1.819543936
meriendas,6,0.144230769,0.84509804
mérito,223,5.360576923,2.350248018
meritocracia,3,0.072115385,0.602059991
meritoria,4,0.096153846,0.698970004
meritorio,10,0.240384615,1.041392685
meritorios,2,0.048076923,0.477121255
méritos,101,2.427884615,2.008600172
merlín,443,10.64903846,2.64738297
merluza,11,0.264423077,1.079181246
merluzo,4,0.096153846,0.698970004
merma,2,0.048076923,0.477121255
mermado,3,0.072115385,0.602059991
merman,14,0.336538462,1.176091259
mermando,3,0.072115385,0.602059991
mermar,3,0.072115385,0.602059991
mermara,2,0.048076923,0.477121255
mermelada,147,3.533653846,2.170261715
mermeladas,5,0.120192308,0.77815125
mero,147,3.533653846,2.170261715
merodea,20,0.480769231,1.322219295
merodeaba,7,0.168269231,0.903089987
merodeaban,6,0.144230769,0.84509804
merodeador,38,0.913461538,1.591064607
merodeadores,21,0.504807692,1.342422681
merodeamos,2,0.048076923,0.477121255
merodean,9,0.216346154,1
merodeando,127,3.052884615,2.10720997
merodear,33,0.793269231,1.531478917
merodeara,4,0.096153846,0.698970004
merodeas,5,0.120192308,0.77815125
merodeen,2,0.048076923,0.477121255
merodees,3,0.072115385,0.602059991
merodeo,5,0.120192308,0.77815125
merodeos,2,0.048076923,0.477121255
meros,34,0.817307692,1.544068044
mes,4336,104.2307692,3.637189422
mesa,4560,109.6153846,3.659060072
mesas,398,9.567307692,2.600972896
mescalina,16,0.384615385,1.230448921
mesera,252,6.057692308,2.403120521
meseras,32,0.769230769,1.51851394
mesero,199,4.783653846,2.301029996
meseros,33,0.793269231,1.531478917
meses,9588,230.4807692,3.981773319
meseta,22,0.528846154,1.361727836
mesetas,7,0.168269231,0.903089987
mesías,166,3.990384615,2.222716471
mesilla,12,0.288461538,1.113943352
mesita,100,2.403846154,2.004321374
mesitas,11,0.264423077,1.079181246
mesón,2,0.048076923,0.477121255
mesonera,5,0.120192308,0.77815125
mesoneras,6,0.144230769,0.84509804
mesonero,2,0.048076923,0.477121255
mesones,2,0.048076923,0.477121255
mesopotamia,11,0.264423077,1.079181246
mesopotámico,2,0.048076923,0.477121255
mesosfera,6,0.144230769,0.84509804
mesozoica,4,0.096153846,0.698970004
mesozoico,2,0.048076923,0.477121255
messenger,27,0.649038462,1.447158031
mestiza,11,0.264423077,1.079181246
mestizaje,4,0.096153846,0.698970004
mestizas,3,0.072115385,0.602059991
mestizo,46,1.105769231,1.672097858
mestizos,19,0.456730769,1.301029996
meta,982,23.60576923,2.992553518
metaanfetaminas,8,0.192307692,0.954242509
metabólica,10,0.240384615,1.041392685
metabólicas,11,0.264423077,1.079181246
metabólico,19,0.456730769,1.301029996
metabólicos,6,0.144230769,0.84509804
metabolismo,74,1.778846154,1.875061263
metaboliza,6,0.144230769,0.84509804
metabolizada,2,0.048076923,0.477121255
metabolizar,5,0.120192308,0.77815125
metabolizó,2,0.048076923,0.477121255
metacarpiano,3,0.072115385,0.602059991
metacarpo,3,0.072115385,0.602059991
metacolina,6,0.144230769,0.84509804
metadona,56,1.346153846,1.755874856
metadrina,4,0.096153846,0.698970004
metafísica,21,0.504807692,1.342422681
metafísicas,5,0.120192308,0.77815125
metafísico,16,0.384615385,1.230448921
metafísicos,2,0.048076923,0.477121255
metáfora,256,6.153846154,2.409933123
metáforas,63,1.514423077,1.806179974
metafórica,11,0.264423077,1.079181246
metafóricamente,57,1.370192308,1.763427994
metafórico,22,0.528846154,1.361727836
metafóricos,7,0.168269231,0.903089987
metáis,4,0.096153846,0.698970004
metal,832,20,2.920645001
métala,4,0.096153846,0.698970004
métale,14,0.336538462,1.176091259
metalero,4,0.096153846,0.698970004
metaleros,2,0.048076923,0.477121255
metales,168,4.038461538,2.227886705
metálica,67,1.610576923,1.832508913
metálicas,18,0.432692308,1.278753601
metálico,117,2.8125,2.071882007
metálicos,19,0.456730769,1.301029996
metalizado,6,0.144230769,0.84509804
metallica,117,2.8125,2.071882007
métalo,3,0.072115385,0.602059991
métalos,3,0.072115385,0.602059991
metalurgia,11,0.264423077,1.079181246
metalúrgica,9,0.216346154,1
metalúrgico,5,0.120192308,0.77815125
metalúrgicos,4,0.096153846,0.698970004
métame,2,0.048076923,0.477121255
metámonos,15,0.360576923,1.204119983
metamórfico,2,0.048076923,0.477121255
metamorfo,41,0.985576923,1.62324929
metamorfos,4,0.096153846,0.698970004
metamorfosis,44,1.057692308,1.653212514
metamos,45,1.081730769,1.662757832
metámosla,6,0.144230769,0.84509804
metámoslo,9,0.216346154,1
metan,234,5.625,2.371067862
metanfetamina,109,2.620192308,2.041392685
metanfetaminas,74,1.778846154,1.875061263
métanla,18,0.432692308,1.278753601
métanlas,2,0.048076923,0.477121255
métanle,9,0.216346154,1
métanlo,40,0.961538462,1.612783857
métanlos,16,0.384615385,1.230448921
métanme,4,0.096153846,0.698970004
metano,105,2.524038462,2.025305865
metanol,7,0.168269231,0.903089987
métanse,96,2.307692308,1.986771734
métanselo,9,0.216346154,1
metas,1125,27.04326923,3.051538391
métase,43,1.033653846,1.643452676
métasela,3,0.072115385,0.602059991
métaselas,2,0.048076923,0.477121255
métaselo,5,0.120192308,0.77815125
metastásico,5,0.120192308,0.77815125
metástasis,43,1.033653846,1.643452676
mete,900,21.63461538,2.954724791
metedlo,2,0.048076923,0.477121255
metedura,5,0.120192308,0.77815125
meteduras,5,0.120192308,0.77815125
metéis,2,0.048076923,0.477121255
métela,75,1.802884615,1.880813592
mételas,11,0.264423077,1.079181246
métele,44,1.057692308,1.653212514
mételo,130,3.125,2.117271296
mételos,17,0.408653846,1.255272505
méteme,16,0.384615385,1.230448921
métemela,5,0.120192308,0.77815125
metemos,127,3.052884615,2.10720997
meten,300,7.211538462,2.478566496
métenos,5,0.120192308,0.77815125
meteórica,4,0.096153846,0.698970004
meteórico,6,0.144230769,0.84509804
meteóricos,3,0.072115385,0.602059991
meteorito,143,3.4375,2.158362492
meteoritos,109,2.620192308,2.041392685
meteorítos,3,0.072115385,0.602059991
meteoro,192,4.615384615,2.285557309
meteoróloga,10,0.240384615,1.041392685
meteorología,20,0.480769231,1.322219295
meteorológica,11,0.264423077,1.079181246
meteorológicas,8,0.192307692,0.954242509
meteorológico,84,2.024096386,1.929418926
meteorológicos,14,0.336538462,1.176091259
meteorólogo,46,1.105769231,1.672097858
meteorólogos,10,0.240384615,1.041392685
meteoros,13,0.3125,1.146128036
meter,1273,30.60096154,3.105169428
meterá,84,2.019230769,1.929418926
meterán,69,1.658653846,1.84509804
meterás,87,2.091346154,1.944482672
meteré,289,6.947115385,2.462397998
meteremos,77,1.850961538,1.892094603
metería,107,2.572115385,2.033423755
meteríamos,7,0.168269231,0.903089987
meterían,15,0.360576923,1.204119983
meterías,22,0.528846154,1.361727836
meterla,101,2.427884615,2.008600172
meterlas,28,0.673076923,1.462397998
meterle,118,2.836538462,2.075546961
meterles,16,0.384615385,1.230448921
meterlo,182,4.375,2.26245109
meterlos,52,1.25,1.72427587
meterme,597,14.35096154,2.776701184
metérmela,8,0.192307692,0.954242509
metérmelo,4,0.096153846,0.698970004
meternos,179,4.302884615,2.255272505
meteros,2,0.048076923,0.477121255
meterse,553,13.29326923,2.743509765
metérsela,21,0.504807692,1.342422681
metérselo,19,0.456730769,1.301029996
metérselos,6,0.144230769,0.84509804
meterte,620,14.90384615,2.7930916
metértela,10,0.240384615,1.041392685
metértelas,6,0.144230769,0.84509804
metértelo,18,0.43373494,1.278753601
metértelos,4,0.096153846,0.698970004
metes,550,13.22115385,2.741151599
métesela,8,0.192307692,0.954242509
méteselo,6,0.144230769,0.84509804
métete,622,14.95192308,2.794488047
métetela,15,0.360576923,1.204119983
métetelas,3,0.072115385,0.602059991
métetelo,35,0.841346154,1.556302501
metí,760,18.26923077,2.881384657
metía,148,3.557692308,2.173186268
metíamos,10,0.240384615,1.041392685
metían,44,1.057692308,1.653212514
metías,26,0.625,1.431363764
meticulosa,18,0.432692308,1.278753601
meticulosamente,26,0.625,1.431363764
meticulosas,5,0.120192308,0.77815125
meticuloso,40,0.961538462,1.612783857
meticulosos,14,0.336538462,1.176091259
metida,325,7.8125,2.5132176
metidas,38,0.913461538,1.591064607
metido,1261,30.3125,3.101059355
metidos,166,3.990384615,2.222716471
metiendo,410,9.855769231,2.613841822
metiéndola,6,0.144230769,0.84509804
metiéndole,15,0.360576923,1.204119983
metiéndome,23,0.552884615,1.380211242
metiéndonos,3,0.072115385,0.602059991
metiéndose,82,1.971153846,1.919078092
metiéndosela,2,0.048076923,0.477121255
metiéndote,45,1.081730769,1.662757832
metiera,86,2.067307692,1.939519253
metiéramos,6,0.144230769,0.84509804
metieran,40,0.961538462,1.612783857
metieras,53,1.274038462,1.73239376
metieron,341,8.197115385,2.534026106
metiese,4,0.096153846,0.698970004
metimos,154,3.701923077,2.190331698
metió,1175,28.24519231,3.070407322
metiste,590,14.18269231,2.771587481
meto,360,8.653846154,2.557507202
metódica,7,0.168269231,0.903089987
metódicamente,6,0.144230769,0.84509804
metódico,15,0.360576923,1.204119983
metódicos,6,0.144230769,0.84509804
metodista,24,0.576923077,1.397940009
metodistas,3,0.072115385,0.602059991
método,465,11.17788462,2.668385917
metodología,42,1.009615385,1.633468456
metodologías,2,0.048076923,0.477121255
métodos,418,10.04807692,2.622214023
metomentodo,3,0.072115385,0.602059991
metraje,22,0.528846154,1.361727836
metralla,50,1.201923077,1.707570176
metrallas,2,0.048076923,0.477121255
metralleta,28,0.673076923,1.462397998
metralletas,16,0.384615385,1.230448921
métrica,21,0.504807692,1.342422681
metricas,2,0.048076923,0.477121255
métricas,8,0.192307692,0.954242509
métrico,12,0.288461538,1.113943352
metro,878,21.10576923,2.943988875
metrópolis,430,10.33653846,2.63447727
metropolitana,84,2.019230769,1.929418926
metropolitanas,7,0.168269231,0.903089987
metropolitano,44,1.057692308,1.653212514
metropolitanos,2,0.048076923,0.477121255
metros,2716,65.28846154,3.434089638
metrosexual,12,0.288461538,1.113943352
mexicana,202,4.855769231,2.307496038
mexicanas,41,0.985576923,1.62324929
mexicano,354,8.509615385,2.550228353
mexicanos,232,5.576923077,2.367355921
méxico,1669,40.12019231,3.222716471
mezcla,537,12.90865385,2.730782276
mezclaba,11,0.264423077,1.079181246
mezclábamos,2,0.048076923,0.477121255
mezclaban,5,0.120192308,0.77815125
mezclada,41,0.985576923,1.62324929
mezcladas,33,0.793269231,1.531478917
mezclado,133,3.197115385,2.127104798
mezclador,19,0.456730769,1.301029996
mezcladora,34,0.817307692,1.544068044
mezcladoras,3,0.072115385,0.602059991
mezcladores,3,0.072115385,0.602059991
mezclados,55,1.322115385,1.748188027
mézclala,2,0.048076923,0.477121255
mézclalas,2,0.048076923,0.477121255
mézclalo,4,0.096153846,0.698970004
mézclalos,4,0.096153846,0.698970004
mezclamos,33,0.793269231,1.531478917
mezclan,75,1.802884615,1.880813592
mezclando,56,1.346153846,1.755874856
mezclándolos,2,0.048076923,0.477121255
mezclándose,11,0.264423077,1.079181246
mezclar,169,4.0625,2.230448921
mezclara,4,0.096153846,0.698970004
mezclará,10,0.240384615,1.041392685
mezcláramos,2,0.048076923,0.477121255
mezclaran,3,0.072115385,0.602059991
mezclarán,2,0.048076923,0.477121255
mezclaras,8,0.192307692,0.954242509
mezclaré,14,0.336538462,1.176091259
mezclaremos,7,0.168269231,0.903089987
mezclaría,5,0.120192308,0.77815125
mezclarían,2,0.048076923,0.477121255
mezclarla,16,0.384615385,1.230448921
mezclarlas,6,0.144230769,0.84509804
mezclarlo,22,0.528846154,1.361727836
mezclarlos,13,0.3125,1.146128036
mezclarme,23,0.552884615,1.380211242
mezclarnos,15,0.360576923,1.204119983
mezclaron,24,0.576923077,1.397940009
mezclarse,51,1.225961538,1.716003344
mezclarte,22,0.528846154,1.361727836
mezclas,80,1.923076923,1.908485019
mezclaste,16,0.384615385,1.230448921
mézclate,9,0.216346154,1
mezcle,23,0.552884615,1.380211242
mezclé,22,0.528846154,1.361727836
mézclelo,2,0.048076923,0.477121255
mezclémonos,3,0.072115385,0.602059991
mezclemos,6,0.144230769,0.84509804
mezclen,17,0.408653846,1.255272505
mézclense,3,0.072115385,0.602059991
mezcles,28,0.673076923,1.462397998
mezclo,33,0.793269231,1.531478917
mezcló,40,0.961538462,1.612783857
mezcolanza,6,0.144230769,0.84509804
mezquina,40,0.961538462,1.612783857
mezquinas,18,0.432692308,1.278753601
mezquindad,12,0.288461538,1.113943352
mezquino,65,1.5625,1.819543936
mezquinos,17,0.408653846,1.255272505
mezquita,120,2.884615385,2.08278537
mezquitas,17,0.408653846,1.255272505
mezzo,10,0.240384615,1.041392685
mi,239658,5761.009615,5.379593743
mí,53293,1281.081731,4.726678318
mía,6576,158.0769231,3.818027842
miami,1038,24.95192308,3.016615548
mías,700,16.82692308,2.845718018
miasma,8,0.192307692,0.954242509
miau,42,1.009615385,1.633468456
michelín,18,0.432692308,1.278753601
michelines,3,0.072115385,0.602059991
michelle,1227,29.49519231,3.089198367
mico,25,0.600961538,1.414973348
micos,6,0.144230769,0.84509804
micosis,13,0.3125,1.146128036
micro,234,5.625,2.371067862
microamperios,4,0.096153846,0.698970004
microbio,16,0.384615385,1.230448921
microbiología,10,0.240384615,1.041392685
microbiólogo,2,0.048076923,0.477121255
microbios,58,1.394230769,1.770852012
microcámara,3,0.072115385,0.602059991
microchip,48,1.153846154,1.69019608
microchips,14,0.336538462,1.176091259
microcircuito,3,0.072115385,0.602059991
microcircuitos,2,0.048076923,0.477121255
microcosmo,2,0.048076923,0.477121255
microcosmos,9,0.216346154,1
microeconomía,6,0.144230769,0.84509804
microelectrónica,2,0.048076923,0.477121255
microficha,4,0.096153846,0.698970004
microfichas,2,0.048076923,0.477121255
microfilm,8,0.192307692,0.954242509
microfilms,3,0.072115385,0.602059991
micrófono,664,15.96153846,2.822821645
micrófonos,219,5.264423077,2.342422681
microfusión,2,0.048076923,0.477121255
microgramo,2,0.048076923,0.477121255
microgramos,9,0.216346154,1
micrómetro,2,0.048076923,0.477121255
micronesia,5,0.120192308,0.77815125
microonda,7,0.168269231,0.903089987
microondas,267,6.418269231,2.428134794
microorganismo,4,0.096153846,0.698970004
microorganismos,20,0.480769231,1.322219295
microplaqueta,4,0.096153846,0.698970004
microprocesador,16,0.384615385,1.230448921
microprocesadores,4,0.096153846,0.698970004
micros,12,0.288461538,1.113943352
microscopía,3,0.072115385,0.602059991
microscópica,16,0.384615385,1.230448921
microscópicamente,2,0.048076923,0.477121255
microscópicas,20,0.480769231,1.322219295
microscópico,31,0.745192308,1.505149978
microscópicos,15,0.360576923,1.204119983
microscopio,118,2.836538462,2.075546961
microscopios,7,0.168269231,0.903089987
microsegundo,2,0.048076923,0.477121255
microsegundos,2,0.048076923,0.477121255
microtransmisor,8,0.192307692,0.954242509
microtumores,2,0.048076923,0.477121255
mida,19,0.456730769,1.301029996
mídalo,2,0.048076923,0.477121255
midamos,2,0.048076923,0.477121255
midan,9,0.216346154,1
midas,16,0.384615385,1.230448921
mide,332,7.980769231,2.522444234
mídelo,2,0.048076923,0.477121255
mídeme,2,0.048076923,0.477121255
miden,43,1.033653846,1.643452676
mides,46,1.105769231,1.672097858
midiendo,36,0.865384615,1.568201724
midiéndote,3,0.072115385,0.602059991
midiera,14,0.336538462,1.176091259
midieron,8,0.192307692,0.954242509
midió,8,0.192307692,0.954242509
mido,58,1.394230769,1.770852012
miedica,5,0.120192308,0.77815125
miedo,10503,252.4759615,4.021354713
miedos,232,5.576923077,2.367355921
miedosa,27,0.649038462,1.447158031
miedosas,2,0.048076923,0.477121255
miedoso,62,1.490384615,1.799340549
miedosos,11,0.264423077,1.079181246
miel,1053,25.3125,3.022840611
mielina,8,0.192307692,0.954242509
mielitis,12,0.288461538,1.113943352
mielofibrosis,2,0.048076923,0.477121255
miembro,1476,35.48076923,3.169380495
miembros,1286,30.91346154,3.109578547
mienta,160,3.846153846,2.206825876
miéntame,3,0.072115385,0.602059991
mientan,51,1.225961538,1.716003344
mientas,514,12.35576923,2.711807229
miente,768,18.46153846,2.88592634
miéntele,2,0.048076923,0.477121255
miénteles,2,0.048076923,0.477121255
miénteme,21,0.504807692,1.342422681
mienten,290,6.971153846,2.463892989
mientes,536,12.88461538,2.729974286
miéntete,2,0.048076923,0.477121255
mientiendo,2,0.048076923,0.477121255
miento,326,7.836538462,2.514547753
mientras,13980,336.0576923,4.145538236
miércoles,937,22.52403846,2.972202838
mierda,21938,527.3557692,4.341216828
mierdas,231,5.552884615,2.365487985
miga,14,0.336538462,1.176091259
migaja,17,0.408653846,1.255272505
migajas,63,1.514423077,1.806179974
migas,86,2.067307692,1.939519253
migra,17,0.408653846,1.255272505
migración,35,0.841346154,1.556302501
migraciones,24,0.576923077,1.397940009
migrad,2,0.048076923,0.477121255
migrado,2,0.048076923,0.477121255
migran,19,0.456730769,1.301029996
migrando,2,0.048076923,0.477121255
migrantes,5,0.120192308,0.77815125
migraña,94,2.259615385,1.977723605
migrañas,68,1.634615385,1.838849091
migrar,9,0.216346154,1
migrará,2,0.048076923,0.477121255
migraron,6,0.144230769,0.84509804
migratoria,10,0.240384615,1.041392685
migratorias,7,0.168269231,0.903089987
migratorio,2,0.048076923,0.477121255
migratorios,12,0.288461538,1.113943352
migren,2,0.048076923,0.477121255
miguel,569,13.67788462,2.755874856
miguelito,16,0.384615385,1.230448921
mil,5500,132.2115385,3.740441645
milagritos,14,0.336538462,1.176091259
milagro,1257,30.21634615,3.099680641
milagros,439,10.55288462,2.643452676
