Word,Freq. count,Freq. per million,Log freq.,,Word,Freq. count,Freq. per million,Log freq.,,Word,Freq. count,Freq. per million,Log freq.
acacia,6,0.1442307692,0.84509804,,distinguirla,5,0.1201923077,0.7781512504,,ocupaste,37,0.8894230769,1.579783597
academia,639,15.36057692,2.806179974,,distinguirlas,8,0.1923076923,0.9542425094,,ocúpate,321,7.716346154,2.507855872
academias,4,0.09615384615,0.6989700043,,distinguirlo,7,0.1682692308,0.903089987,,ocupe,209,5.024038462,2.322219295
académica,96,2.307692308,1.986771734,,distinguirlos,16,0.3846153846,1.230448921,,ocupé,96,2.307692308,1.986771734
académicamente,16,0.3846153846,1.230448921,,distinguirte,5,0.1201923077,0.7781512504,,ocupémonos,25,0.6009615385,1.414973348
académicas,9,0.2163461538,1,,distinta,580,13.94230769,2.764176132,,ocupemos,18,0.4326923077,1.278753601
académico,157,3.774038462,2.198657087,,distintas,618,14.85576923,2.791690649,,ocupen,60,1.442307692,1.785329835
acaece,3,0.07211538462,0.6020599913,,distintiva,14,0.3365384615,1.176091259,,ocúpense,34,0.8173076923,1.544068044
acaecida,2,0.04807692308,0.4771212547,,distintivas,13,0.3125,1.146128036,,ocupes,60,1.442307692,1.785329835
acaecido,3,0.07211538462,0.6020599913,,distintivo,45,1.081730769,1.662757832,,ocúpese,61,1.466346154,1.792391689
acaecidos,2,0.04807692308,0.4771212547,,distintivos,20,0.4807692308,1.322219295,,ocupo,443,10.64903846,2.64738297
acalambra,2,0.04807692308,0.4771212547,,distinto,1301,31.27403846,3.114610984,,ocupó,94,2.259615385,1.977723605
acalambrada,3,0.07211538462,0.6020599913,,distintos,588,14.13461538,2.770115295,,ocurra,1065,25.60096154,3.027757205
acalambrando,5,0.1201923077,0.7781512504,,distorsión,47,1.129807692,1.681241237,,ocurran,44,1.057692308,1.653212514
acalambrarme,3,0.07211538462,0.6020599913,,distorsiona,12,0.2884615385,1.113943352,,ocurre,4897,117.7163462,3.690018781
acalambraron,2,0.04807692308,0.4771212547,,distorsionada,29,0.6971153846,1.477121255,,ocurren,381,9.158653846,2.582063363
acalambró,4,0.09615384615,0.6989700043,,distorsionado,29,0.6971153846,1.477121255,,ocurrencia,33,0.7932692308,1.531478917
acallada,2,0.04807692308,0.4771212547,,distorsionador,5,0.1201923077,0.7781512504,,ocurrencias,11,0.2644230769,1.079181246
acallado,3,0.07211538462,0.6020599913,,distorsionados,3,0.07211538462,0.6020599913,,ocurrente,31,0.7451923077,1.505149978
acallar,10,0.2403846154,1.041392685,,distorsionan,13,0.3125,1.146128036,,ocurrentes,5,0.1201923077,0.7781512504
acallarla,8,0.1923076923,0.9542425094,,distorsionando,3,0.07211538462,0.6020599913,,ocurría,144,3.461538462,2.161368002
acallarlo,3,0.07211538462,0.6020599913,,distorsionar,13,0.3125,1.146128036,,ocurrían,14,0.3365384615,1.176091259
acalorada,14,0.3365384615,1.176091259,,distorsionaste,2,0.04807692308,0.4771212547,,ocurrida,6,0.1442307692,0.84509804
acaloradas,2,0.04807692308,0.4771212547,,distorsione,3,0.07211538462,0.6020599913,,ocurridas,2,0.04807692308,0.4771212547
acalorado,16,0.3846153846,1.230448921,,distorsiones,30,0.7211538462,1.491361694,,ocurrido,1312,31.53846154,3.118264726
acalorados,2,0.04807692308,0.4771212547,,distorsionó,6,0.1442307692,0.84509804,,ocurridos,18,0.4326923077,1.278753601
acaloramos,2,0.04807692308,0.4771212547,,distracción,365,8.774038462,2.563481085,,ocurriendo,676,16.25,2.830588669
acalorando,2,0.04807692308,0.4771212547,,distracciones,109,2.620192308,2.041392685,,ocurriéndome,2,0.04807692308,0.4771212547
acampa,14,0.3365384615,1.176091259,,distractor,2,0.04807692308,0.4771212547,,ocurriera,216,5.192307692,2.336459734
acampaban,2,0.04807692308,0.4771212547,,distrae,75,1.802884615,1.880813592,,ocurrieran,14,0.3365384615,1.176091259
acampada,27,0.6490384615,1.447158031,,distráelo,14,0.3365384615,1.176091259,,ocurrieron,137,3.293269231,2.139879086
acampado,18,0.4326923077,1.278753601,,distráelos,10,0.2403846154,1.041392685,,ocurriese,27,0.6490384615,1.447158031
acampados,5,0.1201923077,0.7781512504,,distráeme,3,0.07211538462,0.6020599913,,ocurrió,4526,108.7980769,3.655810494
acampamos,23,0.5528846154,1.380211242,,distraen,19,0.4567307692,1.301029996,,ocurrir,949,22.8125,2.977723605
acampan,9,0.2163461538,1,,distraer,90,2.163461538,1.959041392,,ocurrirá,611,14.6875,2.786751422
acampanado,2,0.04807692308,0.4771212547,,distraerá,14,0.3365384615,1.176091259,,ocurrirán,31,0.7451923077,1.505149978
acampanados,2,0.04807692308,0.4771212547,,distraerás,6,0.1442307692,0.84509804,,ocurriría,2,0.04807692308,0.4771212547
acampando,39,0.9375,1.602059991,,distraeré,31,0.7451923077,1.505149978,,ocurriría,192,4.615384615,2.285557309
acampar,243,5.841346154,2.387389826,,distraeremos,4,0.09615384615,0.6989700043,,ocurrirían,5,0.1201923077,0.7781512504
acampáramos,2,0.04807692308,0.4771212547,,distraería,9,0.2163461538,1,,ocurrirle,15,0.3605769231,1.204119983
acamparán,2,0.04807692308,0.4771212547,,distraerías,2,0.04807692308,0.4771212547,,ocurrirme,11,0.2644230769,1.079181246
acamparé,6,0.1442307692,0.84509804,,distraerla,12,0.2884615385,1.113943352,,ocurrirnos,11,0.2644230769,1.079181246
acamparemos,32,0.7692307692,1.51851394,,distraerles,2,0.04807692308,0.4771212547,,ocurrírsele,7,0.1682692308,0.903089987
acamparon,9,0.2163461538,1,,distraerlo,31,0.7451923077,1.505149978,,ocurrírseme,7,0.1682692308,0.903089987
acampas,2,0.04807692308,0.4771212547,,distraerlos,33,0.7932692308,1.531478917,,ocurrírsenos,4,0.09615384615,0.6989700043
acampemos,10,0.2403846154,1.041392685,,distraerme,84,2.019230769,1.929418926,,ocurrirte,12,0.2884615385,1.113943352
acampo,2,0.04807692308,0.4771212547,,distraernos,25,0.6009615385,1.414973348,,oda,25,0.6009615385,1.414973348
acampó,5,0.1201923077,0.7781512504,,distraerse,14,0.3365384615,1.176091259,,odas,6,0.1442307692,0.84509804
acantilado,157,3.774038462,2.198657087,,distraerte,57,1.370192308,1.763427994,,odessa,76,1.826923077,1.886490725
acantilados,52,1.25,1.72427587,,distraes,27,0.6490384615,1.447158031,,odia,1435,34.49519231,3.15715444
acapara,19,0.4567307692,1.301029996,,distraía,3,0.07211538462,0.6020599913,,odiaba,601,14.44711538,2.779596491
acaparado,7,0.1682692308,0.903089987,,distraída,128,3.076923077,2.11058971,,odiábamos,13,0.3125,1.146128036
acaparador,6,0.1442307692,0.84509804,,distraído,189,4.543269231,2.278753601,,odiaban,87,2.091346154,1.944482672
acaparadora,4,0.09615384615,0.6989700043,,distraídos,16,0.3846153846,1.230448921,,odiabas,141,3.389423077,2.152288344
acaparamiento,2,0.04807692308,0.4771212547,,distraiga,56,1.346153846,1.755874856,,odiad,3,0.07211538462,0.6020599913
acaparan,7,0.1682692308,0.903089987,,distraigamos,3,0.07211538462,0.6020599913,,odiada,21,0.5048076923,1.342422681
acaparando,10,0.2403846154,1.041392685,,distraigámoslos,2,0.04807692308,0.4771212547,,odiadas,2,0.04807692308,0.4771212547
acaparar,27,0.6490384615,1.447158031,,distraigan,20,0.4807692308,1.322219295,,odiado,81,1.947115385,1.913813852
acapararás,2,0.04807692308,0.4771212547,,distraigas,41,0.9855769231,1.62324929,,odiados,8,0.1923076923,0.9542425094
acapararlo,2,0.04807692308,0.4771212547,,distraigo,31,0.7451923077,1.505149978,,ódialo,3,0.07211538462,0.6020599913
acaparas,6,0.1442307692,0.84509804,,distraje,54,1.298076923,1.740362689,,ódiame,8,0.1923076923,0.9542425094
acapares,12,0.2884615385,1.113943352,,distrajera,4,0.09615384615,0.6989700043,,odiamos,126,3.028846154,2.103803721
acaparó,11,0.2644230769,1.079181246,,distrajeras,2,0.04807692308,0.4771212547,,odian,494,11.875,2.694605199
acapulco,26,0.625,1.431363764,,distrajimos,4,0.09615384615,0.6989700043,,odiando,36,0.8653846154,1.568201724
acaramelada,8,0.1923076923,0.9542425094,,distrajiste,10,0.2403846154,1.041392685,,odiándola,3,0.07211538462,0.6020599913
acarameladas,11,0.2644230769,1.079181246,,distrajo,55,1.322115385,1.748188027,,odiándolo,7,0.1682692308,0.903089987
acaramelado,6,0.1442307692,0.84509804,,distrayendo,36,0.8653846154,1.568201724,,odiándome,19,0.4567307692,1.301029996
acaricia,29,0.6971153846,1.477121255,,distrayéndome,4,0.09615384615,0.6989700043,,odiándonos,4,0.09615384615,0.6989700043
acariciaba,20,0.4807692308,1.322219295,,distribución,242,5.817307692,2.385606274,,odiándose,4,0.09615384615,0.6989700043
acariciabas,2,0.04807692308,0.4771212547,,distribuí,2,0.04807692308,0.4771212547,,odiándote,17,0.4086538462,1.255272505
acariciada,2,0.04807692308,0.4771212547,,distribuía,11,0.2644230769,1.079181246,,odiar,242,5.817307692,2.385606274
acariciado,4,0.09615384615,0.6989700043,,distribuida,22,0.5288461538,1.361727836,,odiara,52,1.25,1.72427587
acarícialo,2,0.04807692308,0.4771212547,,distribuidas,10,0.2403846154,1.041392685,,odiará,53,1.274038462,1.73239376
acaríciame,8,0.1923076923,0.9542425094,,distribuido,21,0.5048076923,1.342422681,,odiáramos,4,0.09615384615,0.6989700043
acariciamos,6,0.1442307692,0.84509804,,distribuidor,92,2.211538462,1.968482949,,odiaran,8,0.1923076923,0.9542425094
acarician,13,0.3125,1.146128036,,distribuidora,17,0.4086538462,1.255272505,,odiarán,20,0.4807692308,1.322219295
acariciando,31,0.7451923077,1.505149978,,distribuidores,47,1.129807692,1.681241237,,odiaras,12,0.2884615385,1.113943352
acariciándolo,3,0.07211538462,0.6020599913,,distribuidos,15,0.3605769231,1.204119983,,odiarás,31,0.7451923077,1.505149978
acariciándome,3,0.07211538462,0.6020599913,,distribuimos,7,0.1682692308,0.903089987,,odiaré,25,0.6009615385,1.414973348
acariciándote,4,0.09615384615,0.6989700043,,distribuir,74,1.778846154,1.875061263,,odiaremos,3,0.07211538462,0.6020599913
acariciar,61,1.466346154,1.792391689,,distribuirá,11,0.2644230769,1.079181246,,odiaría,229,5.504807692,2.361727836
acariciarlas,4,0.09615384615,0.6989700043,,distribuiré,7,0.1682692308,0.903089987,,odiaríamos,7,0.1682692308,0.903089987
acariciarlo,20,0.4807692308,1.322219295,,distribuiremos,3,0.07211538462,0.6020599913,,odiarían,6,0.1442307692,0.84509804
acariciarlos,3,0.07211538462,0.6020599913,,distribuirla,7,0.1682692308,0.903089987,,odiarías,23,0.5528846154,1.380211242
acariciarme,10,0.2403846154,1.041392685,,distribuirlas,6,0.1442307692,0.84509804,,odiarla,34,0.8173076923,1.544068044
acariciarse,5,0.1201923077,0.7781512504,,distribuirlo,7,0.1682692308,0.903089987,,odiarlas,3,0.07211538462,0.6020599913
acariciarte,13,0.3125,1.146128036,,distribuiste,3,0.07211538462,0.6020599913,,odiarlo,51,1.225961538,1.716003344
acaricias,24,0.5769230769,1.397940009,,distribuya,7,0.1682692308,0.903089987,,odiarlos,11,0.2644230769,1.079181246
acariciaste,7,0.1682692308,0.903089987,,distribuyamos,2,0.04807692308,0.4771212547,,odiarme,126,3.028846154,2.103803721
acaricie,12,0.2884615385,1.113943352,,distribuyan,5,0.1201923077,0.7781512504,,odiarnos,5,0.1201923077,0.7781512504
acaricié,13,0.3125,1.146128036,,distribúyanlos,4,0.09615384615,0.6989700043,,odiaron,32,0.7692307692,1.51851394
acaricien,7,0.1682692308,0.903089987,,distribúyanse,3,0.07211538462,0.6020599913,,odiarse,21,0.5048076923,1.342422681
acaricies,2,0.04807692308,0.4771212547,,distribuyas,3,0.07211538462,0.6020599913,,odiarte,92,2.211538462,1.968482949
acaricio,29,0.6971153846,1.477121255,,distribuye,32,0.7692307692,1.51851394,,odias,811,19.49519231,2.909556029
acarició,21,0.5048076923,1.342422681,,distribúyelo,4,0.09615384615,0.6989700043,,odiases,2,0.04807692308,0.4771212547
acarrea,17,0.4086538462,1.255272505,,distribuyen,15,0.3605769231,1.204119983,,odiaste,24,0.5769230769,1.397940009
acarreaba,3,0.07211538462,0.6020599913,,distribuyendo,21,0.5048076923,1.342422681,,odie,255,6.129807692,2.408239965
acarreado,4,0.09615384615,0.6989700043,,distribuyera,2,0.04807692308,0.4771212547,,odié,162,3.894230769,2.212187604
acarrean,4,0.09615384615,0.6989700043,,distribuyeron,8,0.1923076923,0.9542425094,,odiemos,4,0.09615384615,0.6989700043
acarreando,13,0.3125,1.146128036,,distribuyo,5,0.1201923077,0.7781512504,,odien,39,0.9375,1.602059991
acarrear,14,0.3365384615,1.176091259,,distribuyó,13,0.3125,1.146128036,,odies,125,3.004807692,2.100370545
acarreará,2,0.04807692308,0.4771212547,,distrital,10,0.2403846154,1.041392685,,odín,106,2.548076923,2.029383778
acarrearan,2,0.04807692308,0.4771212547,,distrito,1152,27.69230769,3.061829307,,odio,6163,148.1490385,3.78986263
acarrearán,2,0.04807692308,0.4771212547,,distritos,65,1.5625,1.819543936,,odió,36,0.8653846154,1.568201724
acarrearé,2,0.04807692308,0.4771212547,,distrofia,12,0.2884615385,1.113943352,,odios,10,0.2403846154,1.041392685
acarrearía,3,0.07211538462,0.6020599913,,disturbio,90,2.163461538,1.959041392,,odiosa,65,1.5625,1.819543936
acarreas,5,0.1201923077,0.7781512504,,disturbios,157,3.774038462,2.198657087,,odiosas,11,0.2644230769,1.079181246
acarreo,4,0.09615384615,0.6989700043,,disuada,5,0.1201923077,0.7781512504,,odioso,102,2.451923077,2.012837225
acarreó,2,0.04807692308,0.4771212547,,disuadas,2,0.04807692308,0.4771212547,,odiosos,17,0.4086538462,1.255272505
acartonada,5,0.1201923077,0.7781512504,,disuade,6,0.1442307692,0.84509804,,odisea,144,3.461538462,2.161368002
acartonado,4,0.09615384615,0.6989700043,,disuadí,2,0.04807692308,0.4771212547,,odontóloga,2,0.04807692308,0.4771212547
acartonados,3,0.07211538462,0.6020599913,,disuadiendo,2,0.04807692308,0.4771212547,,odontología,29,0.6971153846,1.477121255
acaso,3015,72.47596154,3.479431337,,disuadir,19,0.4567307692,1.301029996,,odontológica,3,0.07211538462,0.6020599913
acata,3,0.07211538462,0.6020599913,,disuadirá,3,0.07211538462,0.6020599913,,odontológico,5,0.1201923077,0.7781512504
acatado,2,0.04807692308,0.4771212547,,disuadirán,3,0.07211538462,0.6020599913,,odontólogo,24,0.5769230769,1.397940009
acatamos,3,0.07211538462,0.6020599913,,disuadirla,11,0.2644230769,1.079181246,,oeste,2012,48.36538462,3.303843775
acatan,8,0.1923076923,0.9542425094,,disuadirlo,22,0.5288461538,1.361727836,,ofelia,54,1.298076923,1.740362689
acatando,5,0.1201923077,0.7781512504,,disuadirlos,4,0.09615384615,0.6989700043,,ofenda,101,2.427884615,2.008600172
acatar,29,0.6971153846,1.477121255,,disuadirme,20,0.4807692308,1.322219295,,ofendan,28,0.6730769231,1.462397998
acatará,4,0.09615384615,0.6989700043,,disuadirnos,3,0.07211538462,0.6020599913,,ofendas,309,7.427884615,2.491361694
acataré,7,0.1682692308,0.903089987,,disuadirte,15,0.3605769231,1.204119983,,ofende,153,3.677884615,2.187520721
acatas,5,0.1201923077,0.7781512504,,disuelta,4,0.09615384615,0.6989700043,,ofendemos,3,0.07211538462,0.6020599913
acaten,2,0.04807692308,0.4771212547,,disuelto,28,0.6730769231,1.462397998,,ofenden,84,2.019230769,1.929418926
acates,3,0.07211538462,0.6020599913,,disueltos,4,0.09615384615,0.6989700043,,ofender,474,11.39423077,2.67669361
acato,3,0.07211538462,0.6020599913,,disuelva,19,0.4567307692,1.301029996,,ofenderá,13,0.3125,1.146128036
acató,4,0.09615384615,0.6989700043,,disuelvan,4,0.09615384615,0.6989700043,,ofenderán,4,0.09615384615,0.6989700043
acaudalada,2,0.04807692308,0.4771212547,,disuelve,27,0.6490384615,1.447158031,,ofenderás,3,0.07211538462,0.6020599913
acaudalado,16,0.3846153846,1.230448921,,disuelven,16,0.3846153846,1.230448921,,ofenderé,6,0.1442307692,0.84509804
acaudalados,6,0.1442307692,0.84509804,,disuelves,3,0.07211538462,0.6020599913,,ofendería,15,0.3605769231,1.204119983
acceda,44,1.057692308,1.653212514,,disuelvo,2,0.04807692308,0.4771212547,,ofenderían,3,0.07211538462,0.6020599913
accedan,13,0.3125,1.146128036,,disyuntiva,2,0.04807692308,0.4771212547,,ofenderías,5,0.1201923077,0.7781512504
accedas,16,0.3846153846,1.230448921,,disyuntivas,2,0.04807692308,0.4771212547,,ofenderla,30,0.7211538462,1.491361694
accede,55,1.322115385,1.748188027,,disyuntor,18,0.4326923077,1.278753601,,ofenderle,4,0.09615384615,0.6989700043
accedemos,14,0.3365384615,1.176091259,,disyuntores,4,0.09615384615,0.6989700043,,ofenderles,2,0.04807692308,0.4771212547
acceden,12,0.2884615385,1.113943352,,diu,10,0.2403846154,1.041392685,,ofenderlo,40,0.9615384615,1.612783857
acceder,492,11.82692308,2.692846919,,diuréticas,2,0.04807692308,0.4771212547,,ofenderlos,12,0.2884615385,1.113943352
accederá,14,0.3365384615,1.176091259,,diurético,12,0.2884615385,1.113943352,,ofenderme,27,0.6490384615,1.447158031
accederé,9,0.2163461538,1,,diuréticos,4,0.09615384615,0.6989700043,,ofenderse,14,0.3365384615,1.176091259
accederemos,6,0.1442307692,0.84509804,,diurna,14,0.3365384615,1.176091259,,ofenderte,106,2.548076923,2.029383778
accedería,10,0.2403846154,1.041392685,,diurnas,9,0.2163461538,1,,ofendes,39,0.9375,1.602059991
accederlas,2,0.04807692308,0.4771212547,,diurno,69,1.658653846,1.84509804,,ofendí,53,1.274038462,1.73239376
accederse,3,0.07211538462,0.6020599913,,diurnos,8,0.1923076923,0.9542425094,,ofendía,3,0.07211538462,0.6020599913
accedes,20,0.4807692308,1.322219295,,diva,51,1.225961538,1.716003344,,ofendida,62,1.490384615,1.799340549
accedí,59,1.418269231,1.77815125,,divaga,9,0.2163461538,1,,ofendidas,7,0.1682692308,0.903089987
accedían,2,0.04807692308,0.4771212547,,divagaba,2,0.04807692308,0.4771212547,,ofendido,193,4.639423077,2.28780173
accedido,102,2.451923077,2.012837225,,divagaciones,10,0.2403846154,1.041392685,,ofendidos,12,0.2884615385,1.113943352
accediendo,42,1.009615385,1.633468456,,divagando,40,0.9615384615,1.612783857,,ofendiendo,18,0.4326923077,1.278753601
accediera,15,0.3605769231,1.204119983,,divagar,20,0.4807692308,1.322219295,,ofendiera,10,0.2403846154,1.041392685
accedieran,2,0.04807692308,0.4771212547,,divago,10,0.2403846154,1.041392685,,ofendieron,9,0.2163461538,1
accedieras,4,0.09615384615,0.6989700043,,divagué,2,0.04807692308,0.4771212547,,ofendimos,6,0.1442307692,0.84509804
accediese,2,0.04807692308,0.4771212547,,divagues,4,0.09615384615,0.6989700043,,ofendió,41,0.9855769231,1.62324929
accedió,159,3.822115385,2.204119983,,diván,33,0.7932692308,1.531478917,,ofendiste,39,0.9375,1.602059991
accediste,32,0.7692307692,1.51851394,,divas,7,0.1682692308,0.903089987,,ofendo,48,1.153846154,1.69019608
accedo,18,0.4326923077,1.278753601,,divergencia,5,0.1201923077,0.7781512504,,ofensa,117,2.8125,2.071882007
accesibilidad,4,0.09615384615,0.6989700043,,divergente,13,0.3125,1.146128036,,ofensas,83,1.995192308,1.924279286
accesible,84,2.019230769,1.929418926,,diversa,17,0.4086538462,1.255272505,,ofensiva,291,6.995192308,2.465382851
accesibles,22,0.5288461538,1.361727836,,diversas,56,1.346153846,1.755874856,,ofensivas,22,0.5288461538,1.361727836
acceso,2231,53.62980769,3.34869419,,diversidad,94,2.259615385,1.977723605,,ofensivo,188,4.519230769,2.276461804
accesorio,47,1.129807692,1.681241237,,diversificaba,2,0.04807692308,0.4771212547,,ofensivos,11,0.2644230769,1.079181246
accesorios,163,3.918269231,2.214843848,,diversificación,5,0.1201923077,0.7781512504,,oferta,1949,46.85096154,3.290034611
accesos,41,0.9855769231,1.62324929,,diversificamos,4,0.09615384615,0.6989700043,,ofertada,2,0.04807692308,0.4771212547
access,13,0.3125,1.146128036,,diversificar,16,0.3846153846,1.230448921,,ofertado,2,0.04807692308,0.4771212547
accidentada,7,0.1682692308,0.903089987,,diversificarme,2,0.04807692308,0.4771212547,,ofertan,2,0.04807692308,0.4771212547
accidentadas,2,0.04807692308,0.4771212547,,diversificarnos,2,0.04807692308,0.4771212547,,ofertando,6,0.1442307692,0.84509804
accidentado,17,0.4086538462,1.255272505,,diversifico,6,0.1442307692,0.84509804,,ofertante,5,0.1201923077,0.7781512504
accidental,167,4.014423077,2.225309282,,diversión,1402,33.70192308,3.147057671,,ofertar,21,0.5048076923,1.342422681
accidentales,19,0.4567307692,1.301029996,,diversiones,123,2.956730769,2.093421685,,ofertaré,4,0.09615384615,0.6989700043
accidentalmente,317,7.620192308,2.50242712,,diverso,10,0.2403846154,1.041392685,,ofertas,253,6.081730769,2.404833717
accidente,5133,123.3894231,3.710455864,,diversos,48,1.153846154,1.69019608,,ofertaste,3,0.07211538462,0.6020599913
accidentes,442,10.625,2.646403726,,divertí,209,5.024038462,2.322219295,,oferte,8,0.1923076923,0.9542425094
accidentó,11,0.2644230769,1.079181246,,divertía,74,1.778846154,1.875061263,,oferten,5,0.1201923077,0.7781512504
acción,3288,79.03846154,3.517063873,,divertíamos,58,1.394230769,1.770852012,,ofertó,4,0.09615384615,0.6989700043
acciona,16,0.3846153846,1.230448921,,divertían,21,0.5048076923,1.342422681,,oficia,2,0.04807692308,0.4771212547
accionada,3,0.07211538462,0.6020599913,,divertías,12,0.2884615385,1.113943352,,oficial,4451,106.9951923,3.648555156
accionado,5,0.1201923077,0.7781512504,,divertida,786,18.89423077,2.895974732,,oficiales,1245,29.92788462,3.095518042
accionamos,2,0.04807692308,0.4771212547,,divertidas,189,4.543269231,2.278753601,,oficialmente,842,20.24038462,2.925827575
accionan,2,0.04807692308,0.4771212547,,divertidísima,15,0.3605769231,1.204119983,,oficiar,13,0.3125,1.146128036
accionar,41,0.9855769231,1.62324929,,divertidísimo,121,2.908653846,2.086359831,,oficiará,8,0.1923076923,0.9542425094
accionarán,4,0.09615384615,0.6989700043,,divertidísimos,3,0.07211538462,0.6020599913,,oficiarla,2,0.04807692308,0.4771212547
accionaria,2,0.04807692308,0.4771212547,,divertido,5647,135.7451923,3.751894688,,oficie,2,0.04807692308,0.4771212547
accionario,8,0.1923076923,0.9542425094,,divertidos,206,4.951923077,2.315970345,,oficina,8564,205.8653846,3.932727367
accionarios,2,0.04807692308,0.4771212547,,divertimos,272,6.538461538,2.436162647,,oficinas,403,9.6875,2.606381365
accionas,7,0.1682692308,0.903089987,,divertir,182,4.375,2.26245109,,oficinista,34,0.8173076923,1.544068044
accione,8,0.1923076923,0.9542425094,,divertirá,20,0.4807692308,1.322219295,,oficinistas,19,0.4567307692,1.301029996
accioné,2,0.04807692308,0.4771212547,,divertirán,26,0.625,1.431363764,,oficio,303,7.283653846,2.482873584
accionen,2,0.04807692308,0.4771212547,,divertirás,38,0.9134615385,1.591064607,,ofició,3,0.07211538462,0.6020599913
acciones,1441,34.63942308,3.15896526,,divertiré,31,0.7451923077,1.505149978,,oficios,23,0.5528846154,1.380211242
accionista,53,1.274038462,1.73239376,,divertiremos,155,3.725961538,2.193124598,,ofrece,645,15.50480769,2.810232518
accionistas,154,3.701923077,2.190331698,,divertiría,23,0.5528846154,1.380211242,,ofrecéis,7,0.1682692308,0.903089987
accionó,4,0.09615384615,0.6989700043,,divertiríamos,17,0.4086538462,1.255272505,,ofrécele,24,0.5769230769,1.397940009
acebo,23,0.5528846154,1.380211242,,divertirían,2,0.04807692308,0.4771212547,,ofrécelo,3,0.07211538462,0.6020599913
acecha,65,1.5625,1.819543936,,divertirías,7,0.1682692308,0.903089987,,ofréceme,5,0.1201923077,0.7781512504
acechaba,16,0.3846153846,1.230448921,,divertirme,292,7.019230769,2.46686762,,ofrecemos,137,3.293269231,2.139879086
acechaban,3,0.07211538462,0.6020599913,,divertirnos,470,11.29807692,2.673020907,,ofrecen,255,6.129807692,2.408239965
acechado,10,0.2403846154,1.041392685,,divertiros,12,0.2884615385,1.113943352,,ofrécenos,2,0.04807692308,0.4771212547
acechador,20,0.4807692308,1.322219295,,divertirse,534,12.83653846,2.728353782,,ofrecer,626,15.04807692,2.797267541
acechadora,6,0.1442307692,0.84509804,,divertirte,366,8.798076923,2.564666064,,ofrecerá,49,1.177884615,1.698970004
acechadores,6,0.1442307692,0.84509804,,divertiste,164,3.942307692,2.217483944,,ofrecerán,20,0.4807692308,1.322219295
acechan,25,0.6009615385,1.414973348,,divida,10,0.2403846154,1.041392685,,ofrecerás,5,0.1201923077,0.7781512504
acechando,90,2.163461538,1.959041392,,dividámonos,15,0.3605769231,1.204119983,,ofreceré,63,1.514423077,1.806179974
acechándolo,2,0.04807692308,0.4771212547,,dividamos,25,0.6009615385,1.414973348,,ofreceremos,33,0.7932692308,1.531478917
acechándome,14,0.3365384615,1.176091259,,dividámoslos,2,0.04807692308,0.4771212547,,ofrecería,62,1.490384615,1.799340549
acechándonos,4,0.09615384615,0.6989700043,,dividan,9,0.2163461538,1,,ofreceríamos,2,0.04807692308,0.4771212547
acechándote,5,0.1201923077,0.7781512504,,divídanlo,5,0.1201923077,0.7781512504,,ofrecerías,5,0.1201923077,0.7781512504
acechanzas,12,0.2884615385,1.113943352,,divídanse,15,0.3605769231,1.204119983,,ofrecerla,2,0.04807692308,0.4771212547
acechar,31,0.7451923077,1.505149978,,dividas,3,0.07211538462,0.6020599913,,ofrecerlas,2,0.04807692308,0.4771212547
acechara,2,0.04807692308,0.4771212547,,divide,98,2.355769231,1.995635195,,ofrecerle,389,9.350961538,2.591064607
acechará,6,0.1442307692,0.84509804,,divídelo,3,0.07211538462,0.6020599913,,ofrecerles,147,3.533653846,2.170261715
acecharán,4,0.09615384615,0.6989700043,,divídelos,2,0.04807692308,0.4771212547,,ofrecerlo,10,0.2403846154,1.041392685
acecharé,2,0.04807692308,0.4771212547,,dividen,34,0.8173076923,1.544068044,,ofrecerlos,4,0.09615384615,0.6989700043
acecharemos,3,0.07211538462,0.6020599913,,dividendo,2,0.04807692308,0.4771212547,,ofrecerme,111,2.668269231,2.049218023
acecharla,3,0.07211538462,0.6020599913,,dividendos,28,0.6730769231,1.462397998,,ofrecérmelo,2,0.04807692308,0.4771212547
acecharme,11,0.2644230769,1.079181246,,divides,17,0.4086538462,1.255272505,,ofrecernos,38,0.9134615385,1.591064607
acecharnos,3,0.07211538462,0.6020599913,,dividí,12,0.2884615385,1.113943352,,ofreceros,4,0.09615384615,0.6989700043
acecharte,4,0.09615384615,0.6989700043,,dividida,66,1.586538462,1.826074803,,ofrecerse,36,0.8653846154,1.568201724
acechas,9,0.2163461538,1,,divididas,22,0.5288461538,1.361727836,,ofrecérsela,3,0.07211538462,0.6020599913
aceches,2,0.04807692308,0.4771212547,,dividido,126,3.028846154,2.103803721,,ofrecérselas,2,0.04807692308,0.4771212547
acecho,67,1.610576923,1.832508913,,divididos,50,1.201923077,1.707570176,,ofrecérselo,9,0.2163461538,1
aceitada,12,0.2884615385,1.113943352,,dividiendo,32,0.7692307692,1.51851394,,ofrecérselos,2,0.04807692308,0.4771212547
aceitado,7,0.1682692308,0.903089987,,dividiéndolo,2,0.04807692308,0.4771212547,,ofrecerte,357,8.581730769,2.553883027
aceitamos,3,0.07211538462,0.6020599913,,dividiéramos,3,0.07211538462,0.6020599913,,ofrecértela,2,0.04807692308,0.4771212547
aceitar,7,0.1682692308,0.903089987,,dividieran,2,0.04807692308,0.4771212547,,ofrecértelas,2,0.04807692308,0.4771212547
