"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","X","prob","source","log_spanish","length","log_freq_z","duration_z","length_z","rate_z"
"594",49481,"arm","05223","00408717448","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,3.766,4.296,"diseño",13,"diseño",10.2982954545455,"m",31836,764,18.36538462,2.883661435,0.53,414,0.000248687248049897,"spanish",-8.29931448289693,6,-0.78468494662336,1.43286013168715,0.189222159869235,0.441665824733038
"595",49511,"arm","05223","00426572382","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,1.946,2.206,"tiene",5,"tiene",9.73252054207359,"m",88587,79362,1907.740385,4.899618076,0.26,72,0.00223131625414739,"spanish",-6.10516361914165,5,1.25864416506906,-0.787604717117499,-0.577207092710356,0.196556349667391
"596",49565,"arm","05223","00426572382","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,4.046,4.446,"medio",16,"medio",9.73252054207359,"m",59074,8260,198.5576923,3.917032622,0.399999999999999,147,0.000421104419176356,"spanish",-7.77262972848823,5,0.262717257688854,0.363747426707129,-0.577207092710356,0.196556349667391
"597",49648,"arm","05223","00493695940","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.026,1.216,"Quiero",2,"quiero",6.79687446899418,"m",73716,82097,1973.485577,4.914332577,0.19,11,0.00232463730339408,"spanish",-6.06419125065204,6,1.27355845818719,-1.36328078902982,0.189222159869235,-1.0752474226265
"598",49679,"arm","05223","00493695940","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,2.066,2.586,"acción",7,"acción",6.79687446899418,"m",987,3288,79.03846154,3.517063873,0.52,415,0.0096551610788713,"spanish",-4.64026267977409,6,-0.142682229570702,1.35062069284253,0.189222159869235,-1.0752474226265
"599",49718,"arm","05223","00524760384","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.796,2.366,"visita",6,"visita",10.304418797442,"m",93401,2250,54.08653846,3.352375495,0.57,416,0.00576525453904419,"spanish",-5.15590597375633,6,-0.309606730961704,1.76181788706562,0.189222159869235,0.444318627693938
"600",49851,"arm","05223","00567795723","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.606,2.806,"menos",9,"menos",8.93802906925125,"m",59395,25345,609.2548077,4.403909431,0.2,242,0.000264546826126523,"spanish",-8.23749228593984,5,0.75620483445743,-1.2810413501852,-0.577207092710356,-0.147639519670109
"601",49949,"arm","05223","00592366004","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.766,3.276,"Veracruz",8,"veracruz",7.37847222222222,"m",92606,19,0.4567307692,1.301029996,0.51,417,0.00196587040658566,"spanish",-6.2318201767311,8,-2.38880520725766,1.26838125399791,1.72208066502842,-0.823283051547816
"602",49999,"arm","05223","00616675493","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.356,2.666,"hotel",8,"hotel",10.0708013959229,"m",48359,4570,109.8557692,3.660011221,0.31,418,0.00170091571222793,"spanish",-6.37658851869037,5,0.00220604414868635,-0.376407522894416,-0.577207092710356,0.343109052312862
"603",50170,"arm","05223","00688839180","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.196,1.496,"tipo",3,"tipo",5.6640625,"m",88724,29901,718.7740385,4.475700237,0.3,28,5.06400856622041e-05,"spanish",-9.89076708853808,4,0.828970409305754,-0.458646961739032,-1.34363634528995,-1.56601316876947
"604",50191,"arm","05223","00688839180","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.986,2.436,"gustaría",7,"gustaría",5.6640625,"m",46841,10368,249.2307692,4.015736874,0.45,347,0.00312400355130876,"spanish",-5.76863991022277,8,0.362761706789396,0.774944620930216,1.72208066502842,-1.56601316876947
"605",50329,"arm","05223","00720854066","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.946,2.126,"esta",9,"esta",7.734374395752,"m",39520,91528,2200.192308,4.961558718,0.18,40,0.000871319542984262,"spanish",-7.04550177929389,4,1.321425831312,-1.44552022787443,-1.34363634528995,-0.669096301648512
"606",50364,"arm","05223","00728842397","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,1.516,1.916,"escuchar",4,"escuchar",10.253905749321,"m",38649,3686,88.60576923,3.566673138,0.4,60,0.00360081826944743,"spanish",-5.62659416227941,8,-0.0923993746111424,0.363747426707132,1.72208066502842,0.422434966124693
"607",50567,"arm","05223","00752338616","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.936,3.436,"posible",11,"posible",7.87653738963482,"m",69936,8524,204.9038462,3.930694388,0.5,169,0.000644558074428738,"spanish",-7.34694563191953,7,0.276564521869636,1.1861418151533,0.955651412448826,-0.607507326887972
"608",50626,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,3.276,3.596,"autos",9,"autos",8.71394230769231,"m",11357,2154,51.77884615,3.333447274,0.32,180,0.000538803547952243,"spanish",-7.52615952853467,5,-0.328791957575835,-0.294168084049797,-0.577207092710356,-0.244720155951591
"609",50633,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,3.596,4.056,"usados",10,"usados",8.71394230769231,"m",91569,182,4.375,2.26245109,0.46,419,0.00153436415495122,"spanish",-6.4796392150626,6,-1.41433002757775,0.857184059774832,0.189222159869235,-0.244720155951591
"610",50650,"arm","05223","00759423752","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.396,4.616,"buen",13,"buen",8.71394230769231,"m",14132,22680,545.1923077,4.355662199,0.22,420,0.0025039605102247,"spanish",-5.98988159654568,4,0.707302506054536,-1.11656247249597,-1.34363634528995,-0.244720155951591
"611",50738,"arm","05223","00815487845","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.366,1.856,"España",5,"españa",7.37847222222222,"m",39021,716,17.21153846,2.855519156,0.49,7,0.000465571870492375,"spanish",-7.6722440789813,6,-0.813209338855102,1.10390237630868,0.189222159869235,-0.823283051547816
"612",50762,"arm","05223","00815487845","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.576,3.026,"días",9,"días",7.37847222222222,"m",31027,22020,529.3269231,4.342837037,0.45,8,0.000717070560000122,"spanish",-7.24033631216459,4,0.694303205204606,0.774944620930214,-1.34363634528995,-0.823283051547816
"613",50854,"arm","05223","00862784485","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,2.606,3.106,"caliente",6,"caliente",6.56250025634767,"m",14930,2978,71.58653846,3.474070503,0.5,421,0.00350247941184433,"spanish",-5.65428415790191,8,-0.186259359526823,1.1861418151533,1.72208066502842,-1.17678486970015
"614",50878,"arm","05223","00862784485","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,3.946,4.176,"antes",8,"antes",6.56250025634767,"m",6507,38490,925.2403846,4.585359194,0.23,422,0.0118941895560777,"spanish",-4.43170527070705,5,0.940118305366048,-1.03432303365135,-0.577207092710356,-1.17678486970015
"615",51042,"arm","05223","00896622769","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.136,1.396,"duele",4,"duele",8.984375,"m",33164,2975,71.51442308,3.473632927,0.26,423,0.00141478409320953,"spanish",-6.56077834383332,5,-0.186702876892819,-0.787604717117499,-0.577207092710356,-0.127561169593357
"616",51145,"arm","05223","00913072014","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.856,3.116,"menos",9,"menos",9.28655591932813,"m",59395,25345,609.2548077,4.403909431,0.26,242,0.000264546826126523,"spanish",-8.23749228593984,5,0.75620483445743,-0.787604717117497,-0.577207092710356,0.00335203436573559
"617",51188,"arm","05223","00914796236","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.536,1.776,"cines",5,"cines",7.32421823910308,"m",18020,72,1.730769231,1.86332286,0.24,424,0.00174049432109564,"spanish",-6.35358611351865,5,-1.81887758334895,-0.952083594806732,-0.577207092710356,-0.84678739051621
"618",51215,"arm","05223","00914796236","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,2.496,2.866,"hotel",10,"hotel",7.32421823910308,"m",48359,4570,109.8557692,3.660011221,0.37,418,0.00170091571222793,"spanish",-6.37658851869037,5,0.00220604414868635,0.117029110173284,-0.577207092710356,-0.84678739051621
"619",51316,"arm","05223","00953704153","TextGrid",1,"ORT-MAU","IntervalTier",0,6.314667,1.646,1.806,"decir",4,"decir",10.2934960782572,"m",25707,43681,1050.024038,4.640302515,0.16,23,0.00131040711804948,"spanish",-6.63741741291328,5,0.995807641639011,-1.60999910556366,-0.577207092710356,0.439586601040478
"620",51710,"arm","05223","01033244789","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,0.856,1.156,"Estoy",2,"estoy",11.8689903846154,"m",40057,108899,2617.764423,5.03702788,0.3,139,0.000763109194852361,"spanish",-7.17810942439996,5,1.39791970653401,-0.458646961739033,-0.577207092710356,1.12213468489449
"621",51797,"arm","05223","01033244789","TextGrid",1,"ORT-MAU","IntervalTier",0,6.656,4.276,4.796,"rápido",15,"rápido",11.8689903846154,"m",74165,12506,300.625,4.09715315,0.52,168,0.00127381628513948,"spanish",-6.66573793541767,6,0.445283445368983,1.35062069284254,0.189222159869235,1.12213468489449
"622",51853,"arm","05223","01051224859","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.226,2.456,"pero",7,"pero",6.869612531628,"m",67883,223538,5373.509615,5.349353304,0.23,364,0.00374939846896459,"spanish",-5.58615986014271,4,1.71448585592516,-1.03432303365135,-1.34363634528995,-1.04373526477636
"623",51889,"arm","05223","01060370073","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.546,1.866,"subió",3,"subió",6.12570968344197,"m",85831,549,13.19711538,2.740362689,0.32,425,0.000448500087533792,"spanish",-7.70960168129534,5,-0.929929389591922,-0.294168084049799,-0.577207092710356,-1.36601473068988
"624",52046,"arm","05223","01086656404","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.916,3.316,"barco",12,"barco",7.27370738642965,"m",12348,3535,84.97596154,3.548512256,0.4,4,8.19051785488126e-05,"spanish",-9.40994833895996,5,-0.110806843368111,0.363747426707132,-0.577207092710356,-0.868670100956322
"625",52059,"arm","05223","01091031075","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.246,1.446,"Quiero",2,"quiero",10.0142052566907,"m",73716,82097,1973.485577,4.914332577,0.2,11,0.00232463730339408,"spanish",-6.06419125065204,6,1.27355845818719,-1.2810413501852,0.189222159869235,0.318590025978983
"626",52579,"arm","05223","01191739742","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.336,1.506,"quiero",3,"quiero",7.568359375,"m",73716,82097,1973.485577,4.914332577,0.17,11,0.00232463730339408,"spanish",-6.06419125065204,6,1.27355845818719,-1.52775966671905,0.189222159869235,-0.741018639830227
"627",52692,"arm","05223","01231335149","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,2.266,2.586,"pueden",6,"pueden",9.90513392857143,"m",73053,15256,366.7307692,4.183469146,0.32,426,0.00155002095376875,"spanish",-6.46948682958187,6,0.532771431888395,-0.294168084049801,0.189222159869235,0.271337283959683
"628",52725,"arm","05223","01231335149","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,3.766,3.956,"quiero",13,"quiero",9.90513392857143,"m",73716,82097,1973.485577,4.914332577,0.19,11,0.00232463730339408,"spanish",-6.06419125065204,6,1.27355845818719,-1.36328078902982,0.189222159869235,0.271337283959683
"629",52821,"arm","05223","01234850591","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.596,2.796,"hasta",8,"hasta",8.23974659666422,"m",47354,40491,973.3413462,4.607369228,0.2,427,0.00101721502252253,"spanish",-6.89068675602111,5,0.96242718954881,-1.2810413501852,-0.577207092710356,-0.450154966238
"630",52845,"arm","05223","01234850591","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,3.486,3.846,"noche",13,"noche",8.23974659666422,"m",62697,36842,885.625,4.566354986,0.36,428,0.000318591309835286,"spanish",-8.05160143695798,5,0.92085606000754,0.0347896713286657,-0.577207092710356,-0.450154966238
"631",52957,"arm","05223","01332493386","TextGrid",1,"ORT-MAU","IntervalTier",0,5.376,1.116,1.436,"autos",3,"autos",5.39434523809524,"m",11357,2154,51.77884615,3.333447274,0.32,180,0.000538803547952243,"spanish",-7.52615952853467,5,-0.328791957575835,-0.294168084049801,-0.577207092710356,-1.68286221071935
"632",53063,"arm","05223","01339741982","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,3.516,4.136,"español",13,"español",9.09926512404711,"m",39022,802,19.27884615,2.904715545,0.62,31,0.000526152961928168,"spanish",-7.54991858535651,7,-0.763344965887249,2.1730150812887,0.955651412448826,-0.0777875628556909
"633",53109,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,1.336,1.816,"aburrido",3,"aburrido",9.34709821428571,"m",690,1427,34.30288462,3.154728207,0.48,429,0.00909302085787192,"spanish",-4.70024809840266,8,-0.509937655349604,1.02166293746407,1.72208066502842,0.0295806454426871
"634",53127,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,2.036,2.436,"música",6,"música",9.34709821428571,"m",61881,5829,140.1201923,3.765668555,0.4,366,0.00208193945044958,"spanish",-6.1744553916092,6,0.109297983546211,0.363747426707132,0.189222159869235,0.0295806454426871
"635",53184,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,4.326,4.546,"algo",15,"algo",9.34709821428571,"m",4739,112620,2707.211538,5.051619379,0.220000000000001,195,0.0130294473138518,"spanish",-4.34054330518,4,1.4127093275425,-1.11656247249596,-1.34363634528995,0.0295806454426871
"636",53190,"arm","05223","01354068042","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,4.546,4.956,"nuevo",16,"nuevo",9.34709821428571,"m",63074,24349,585.3125,4.386498966,0.41,93,3.5974580104304e-05,"spanish",-10.2326979771338,5,0.738557971792291,0.445986865551751,-0.577207092710356,0.0295806454426871
"637",53312,"arm","05223","01357532816","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.186,2.616,"fríos",5,"fríos",6.41741071428571,"m",44594,133,3.197115385,2.127104798,0.43,209,0.000236875585305095,"spanish",-8.34797551118564,5,-1.5515140388698,0.610465743240984,-0.577207092710356,-1.23964170677153
"638",53419,"arm","05223","01376009261","TextGrid",1,"ORT-MAU","IntervalTier",0,4.864,2.306,2.486,"para",8,"para",10.0740131578947,"m",65603,271407,6524.206731,5.433622645,0.18,75,0.00359680966564784,"spanish",-5.62770803041769,4,1.79989939815443,-1.44552022787443,-1.34363634528995,0.344500477195073
"639",53521,"arm","05223","01444686834","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.316,1.706,"Cuántos",2,"cuántos",6.60511410547685,"m",24494,3690,88.70192308,3.567144045,0.39,430,0.0022666179106157,"spanish",-6.08946646572201,7,-0.0919220736799466,0.281507987862516,0.955651412448826,-1.15832336149197
"640",53550,"arm","05223","01444686834","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.576,2.926,"dormir",7,"dormir",6.60511410547685,"m",32938,7183,172.6682692,3.856366324,0.35,431,0.000630882311794654,"spanish",-7.36839122344487,6,0.201227238369531,-0.0474497675159492,0.189222159869235,-1.15832336149197
"641",53628,"arm","05223","01470545813","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,3.426,3.856,"encanta",12,"encanta",9.13373109296122,"m",35084,5706,137.1634615,3.756407873,0.43,432,0.00403640780955867,"spanish",-5.51240013859263,7,0.0999115608722889,0.61046574324098,0.955651412448826,-0.0628559436517623
"642",53659,"arm","05223","01473797286","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.456,1.736,"llovió",3,"llovió",8.37053638157975,"m",56657,49,1.177884615,1.698970004,0.28,166,0.000765593510329068,"spanish",-7.17485919444313,6,-1.98546200705362,-0.623125839428266,0.189222159869235,-0.393493182871658
"643",53681,"arm","05223","01473797286","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.426,2.756,"tarde",7,"tarde",8.37053638157975,"m",87593,18456,443.6538462,4.266161112,0.33,164,0.000345537791978644,"spanish",-7.97040853729812,5,0.616586181667469,-0.211928645205186,-0.577207092710356,-0.393493182871658
"644",53783,"arm","05223","01497649084","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.986,2.196,"para",5,"para",8.31653173408948,"m",65603,271407,6524.206731,5.433622645,0.21,75,0.00359680966564784,"spanish",-5.62770803041769,4,1.79989939815443,-1.19880191134058,-1.34363634528995,-0.416889502690103
"645",53793,"arm","05223","01497649084","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.286,2.596,"llegue",7,"llegue",8.31653173408948,"m",56375,2527,60.74519231,3.40277707,0.31,433,0.00326440799105251,"spanish",-5.72467685243305,6,-0.25852080809108,-0.376407522894416,0.189222159869235,-0.416889502690103
"646",54093,"arm","05223","01574733809","TextGrid",1,"ORT-MAU","IntervalTier",0,7.850667,3.906,4.496,"Paraíso",15,"paraíso",10.8271055185502,"m",65653,847,20.36057692,2.928395852,0.59,434,0.00200881048648344,"spanish",-6.210212529862,7,-0.739343129893936,1.92629676475485,0.955651412448826,0.670761096263054
"647",54254,"arm","05223","01624114475","TextGrid",1,"ORT-MAU","IntervalTier",0,9.045333,5.356,5.656,"pizzas",20,"pizzas",11.2765334344241,"m",68966,191,4.591346154,2.283301229,0.3,435,0.000702303237201726,"spanish",-7.26114528538129,6,-1.3931967873408,-0.458646961739034,0.189222159869235,0.865465806760746
"648",54328,"arm","05223","01646667900","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,1.536,1.996,"tierra",6,"tierra",9.20758864344387,"m",88602,8603,206.8028846,3.934700402,0.46,436,0.00672631580740241,"spanish",-5.00172771353968,6,0.280624929152993,0.857184059774832,0.189222159869235,-0.0308587924360203
"649",54421,"arm","05223","01647768933","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.486,2.706,"tiene",8,"tiene",8.64498006179432,"m",88587,79362,1907.740385,4.899618076,0.22,72,0.00223131625414739,"spanish",-6.10516361914165,5,1.25864416506906,-1.11656247249597,-0.577207092710356,-0.274596524660753
"650",54428,"arm","05223","01647768933","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,2.706,3.086,"muchos",9,"muchos",8.64498006179432,"m",61493,8954,215.2403846,3.95206559,0.38,437,0.000805784881356848,"spanish",-7.12369374766047,6,0.298225900051261,0.199268549017899,0.189222159869235,-0.274596524660753
"651",54580,"arm","05223","01693860525","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.936,2.386,"playa",6,"playa",8.20312435913091,"m",69244,2398,57.64423077,3.380030248,0.45,412,0.00113352296733002,"spanish",-6.78242482591053,5,-0.281576484312385,0.774944620930217,-0.577207092710356,-0.466020741159515
"652",54617,"arm","05223","01698799546","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.446,1.676,"donde",3,"donde",7.67045509023119,"m",32888,23547,566.0336538,4.371954027,0.23,282,0.000325616423372743,"spanish",-8.02979048477398,5,0.72381554297113,-1.03432303365135,-0.577207092710356,-0.696787927907292
"653",54693,"arm","05223","01700269835","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,1.486,1.906,"cabeza",7,"cabeza",10.1023713700412,"m",14486,14921,358.6778846,4.173827036,0.42,438,0.000494772310139602,"spanish",-7.61141288073457,6,0.522998402220768,0.528226304396366,0.189222159869235,0.35678604578393
"654",54782,"arm","05223","01701520328","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.386,2.806,"cercanos",7,"cercanos",9.16193246888725,"m",17125,269,6.466346154,2.431363764,0.42,439,0.00312567426044945,"spanish",-5.76810525572351,8,-1.24312387309082,0.528226304396366,1.72208066502842,-0.0506383208887502
"655",54840,"arm","05223","01714663904","TextGrid",1,"ORT-MAU","IntervalTier",0,7.765333,2.496,2.896,"Gabriel",7,"gabriel",9.9158658102621,"m",45087,568,13.65384615,2.755112266,0.4,440,0.000698573757904474,"spanish",-7.26646979013265,7,-0.914979544215139,0.363747426707132,0.955651412448826,0.27598663448704
"656",54938,"arm","05223","01718028691","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.346,1.596,"llama",4,"llama",7.734374395752,"m",56217,10924,262.5961538,4.038421446,0.25,298,0.00191337981270889,"spanish",-6.25888406525726,5,0.385754287786024,-0.869844155962116,-0.577207092710356,-0.669096301648512
"657",54979,"arm","05223","01718393962","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.456,1.606,"Tiene",2,"tiene",5.02232182894785,"m",88587,79362,1907.740385,4.899618076,0.15,72,0.00223131625414739,"spanish",-6.10516361914165,5,1.25864416506906,-1.69223854440828,-0.577207092710356,-1.84403312960977
"658",55196,"arm","05223","01734192784","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,4.026,4.436,"doctor",14,"doctor",10.8309659090909,"m",32690,7642,183.7019231,3.88326386,0.41,441,0.000404211054131992,"spanish",-7.81357340519456,6,0.228489986597257,0.445986865551751,0.189222159869235,0.672433525135599
"659",55225,"arm","05223","01743197117","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.506,1.766,"mande",5,"mande",6.34765625,"m",57734,182,4.375,2.26245109,0.26,378,0.000325616423372743,"spanish",-8.02979048477398,5,-1.41433002757775,-0.787604717117499,-0.577207092710356,-1.26986128658615
"660",55278,"arm","05223","01743733078","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.586,3.196,"intenso",6,"intenso",5.45528053982223,"m",52270,405,9.735576923,2.608526034,0.61,442,0.00351569457699932,"spanish",-5.65051816954231,7,-1.06355611036109,2.09077564244408,0.955651412448826,-1.65646333814648
"661",55314,"arm","05223","01751822784","TextGrid",1,"ORT-MAU","IntervalTier",0,6.997333,2.346,2.646,"fueron",5,"fueron",9.57507667564199,"m",44743,8228,197.7884615,3.915347062,0.3,443,0.00240167383444486,"spanish",-6.03158935370154,6,0.261008811312847,-0.458646961739034,0.189222159869235,0.1283472746401
"662",55367,"arm","05223","01751822784","TextGrid",1,"ORT-MAU","IntervalTier",0,6.997333,4.446,4.656,"algo",14,"algo",9.57507667564199,"m",4739,112620,2707.211538,5.051619379,0.21,195,0.0130294473138518,"spanish",-4.34054330518,4,1.4127093275425,-1.19880191134058,-1.34363634528995,0.1283472746401
"663",55646,"arm","05223","01812122799","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,3.296,3.476,"hasta",13,"hasta",9.9609375,"m",47354,40491,973.3413462,4.607369228,0.18,427,0.00101721502252253,"spanish",-6.89068675602111,5,0.96242718954881,-1.44552022787443,-0.577207092710356,0.295512947811382
"664",55815,"arm","05223","01842114857","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.666,3.096,"azul",7,"azul",5.615234375,"m",11865,2807,67.47596154,3.448397103,0.43,444,0.000705264894892495,"spanish",-7.25693708828748,4,-0.212281350550451,0.610465743240984,-1.34363634528995,-1.5871668746397
"665",55887,"arm","05223","01842769914","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.306,1.636,"escuchar",3,"escuchar",8.7890625,"m",38649,3686,88.60576923,3.566673138,0.33,60,0.00360081826944743,"spanish",-5.62659416227941,8,-0.0923993746111424,-0.211928645205184,1.72208066502842,-0.212175993074304
"666",55900,"arm","05223","01842769914","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,1.746,2.146,"mejor",5,"mejor",8.7890625,"m",59153,48850,1174.278846,4.688873458,0.4,445,0.000722014294513127,"spanish",-7.2334656207728,5,1.04503807635958,0.363747426707132,-0.577207092710356,-0.212175993074304
"667",55907,"arm","05223","01842769914","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,2.146,2.576,"música",6,"música",8.7890625,"m",61881,5829,140.1201923,3.765668555,0.43,366,0.00208193945044958,"spanish",-6.1744553916092,6,0.109297983546211,0.610465743240984,0.189222159869235,-0.212175993074304
"668",55986,"arm","05223","01843110745","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,2.506,3.096,"difícil",7,"difícil",8.97606308377135,"m",31215,11094,266.6826923,4.045127307,0.59,77,0.00141800635750362,"spanish",-6.55850336745234,7,0.392551200339394,1.92629676475485,0.955651412448826,-0.131162123574672
"669",56242,"arm","05223","01969046269","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,2.306,2.706,"huyeron",7,"huyeron",8.66168551814585,"m",48685,130,3.125,2.117271296,0.4,53,0.00241215969553625,"spanish",-6.02723279354595,7,-1.5614810592401,0.363747426707132,0.955651412448826,-0.267359254950143
"670",56305,"arm","05223","01979647637","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.516,2.806,"mucha",7,"mucha",8.73579607498552,"m",61470,7119,171.1298077,3.852479994,0.29,320,0.000342784100922393,"spanish",-7.97840975235593,5,0.197288140144331,-0.540886400583649,-0.577207092710356,-0.235252494322618
"671",56350,"arm","05223","02011009196","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,2.346,2.886,"tejado",7,"tejado",7.99005681818182,"m",87755,264,6.346153846,2.423245874,0.54,446,0.00182282830880783,"spanish",-6.30736596829804,6,-1.25135198704186,1.51509957053177,0.189222159869235,-0.55832754367818
"672",56413,"arm","05223","02108494707","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.566,1.856,"tardes",5,"tardes",7.88352328718205,"m",87597,1341,32.23557692,3.127752516,0.29,447,0.0010226681770324,"spanish",-6.88534020725676,6,-0.537279619758608,-0.540886400583649,0.189222159869235,-0.60448084119036
"673",56509,"arm","05223","02126059894","TextGrid",1,"ORT-MAU","IntervalTier",0,7.936,2.846,3.066,"llegar",11,"llegar",9.57661290322581,"m",56345,10161,244.2548077,4.006979191,0.22,448,0.00594961794267078,"spanish",-5.12442827280207,6,0.353885112788844,-1.11656247249597,0.189222159869235,0.129012811284357
"674",56605,"arm","05223","02129438804","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,1.876,2.216,"algo",4,"algo",6.8359375,"m",4739,112620,2707.211538,5.051619379,0.34,195,0.0130294473138518,"spanish",-4.34054330518,4,1.4127093275425,-0.129689206360564,-1.34363634528995,-1.05832422788378
"675",56625,"arm","06136","00032638294","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.066,1.566,"cuesta",3,"cuesta",5.859375,"m",24739,2036,48.94230769,3.308991029,0.5,213,0.00814240368721122,"spanish",-4.81066984928897,6,-0.353580267182729,1.1861418151533,0.189222159869235,-1.48139834528852
"676",56815,"arm","06136","00062303749","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.096,1.336,"dolor",3,"dolor",5.45058189049618,"m",32759,5137,123.4855769,3.7107941,0.24,449,0.000892118381297171,"spanish",-7.02191171973134,5,0.0536784483293544,-0.952083594806732,-0.577207092710356,-1.65849892410909
"677",57006,"arm","06136","00113106535","TextGrid",1,"ORT-MAU","IntervalTier",0,7.082667,2.366,2.686,"donde",9,"donde",8.75376464826032,"m",32888,23547,566.0336538,4.371954027,0.32,282,0.000325616423372743,"spanish",-8.02979048477398,5,0.72381554297113,-0.294168084049801,-0.577207092710356,-0.227468007124658
"678",57101,"arm","06136","00136487766","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,2.216,2.686,"gusta",9,"gusta",6.27200669718273,"m",46817,24964,600.0961538,4.39733157,0.47,122,0.00101721502252253,"spanish",-6.89068675602111,5,0.749537659876087,0.939423498619447,-0.577207092710356,-1.30263478320335
