"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","X","prob","source","log_spanish","length","log_freq_z","duration_z","length_z","rate_z"
"749",63444,"arm","06136","01549692843","TextGrid",1,"ORT-MAU","IntervalTier",0,6.997333,3.656,3.976,"horas",10,"horas",6.00228687129796,"m",48197,13050,313.7019231,4.11564379,0.32,456,0.00393559294954389,"spanish",-5.53769372243075,5,0.464025149549229,-0.294168084049801,-0.577207092710356,-1.41948493594089
"750",63473,"arm","06136","01566659489","TextGrid",1,"ORT-MAU","IntervalTier",0,6.229333,1.476,1.796,"como",5,"como",8.34760318640856,"m",19582,149587,3595.841346,5.174896756,0.32,104,0.000440345005752383,"spanish",-7.72795203431821,4,1.53766055323564,-0.294168084049799,-1.34363634528995,-0.403428482769332
"751",63617,"arm","06136","01679411663","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,2.106,2.516,"cuando",8,"cuando",6.51041666666667,"m",24471,90151,2167.091346,4.954975366,0.41,162,0.00245252475477503,"spanish",-6.01063727288557,6,1.31475309117438,0.445986865551751,0.189222159869235,-1.19934893368536
"752",63647,"arm","06136","01686196873","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,0.616,0.986,"Esta",2,"esta",7.42737635192692,"m",39520,91528,2200.192308,4.961558718,0.37,40,0.000871319542984262,"spanish",-7.04550177929389,4,1.321425831312,0.117029110173283,-1.34363634528995,-0.802096418319259
"753",63667,"arm","06136","01686196873","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,1.826,2.306,"sucede",5,"sucede",7.42737635192692,"m",86019,8409,202.1394231,3.924795996,0.48,477,0.00196946959036318,"spanish",-6.22999101595524,6,0.270586042054815,1.02166293746407,0.189222159869235,-0.802096418319259
"754",63746,"arm","06136","01724883477","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.146,2.646,"obscena",7,"obscena",8.73940620104567,"m",63303,69,1.658653846,1.84509804,0.5,478,0.0027982385076723,"spanish",-5.87876516417294,7,-1.8373498582501,1.1861418151533,0.955651412448826,-0.233688487004482
"755",63809,"arm","06136","01770070014","TextGrid",1,"ORT-MAU","IntervalTier",0,6.4,1.986,2.326,"niños",7,"niños",8.59375,"m",62657,12706,305.4326923,4.10404303,0.34,336,0.000236875585305095,"spanish",-8.34797551118564,5,0.452266875515121,-0.129689206360566,-0.577207092710356,-0.296790816555252
"756",63997,"arm","06136","01809244659","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.936,2.506,"seguras",8,"seguras",5.52771185674293,"m",82966,248,5.961538462,2.396199347,0.57,479,0.00362282454403776,"spanish",-5.62050129660574,7,-1.27876574925545,1.76181788706561,0.955651412448826,-1.62508407109631
"757",64092,"arm","06136","01826735278","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.466,1.776,"está",5,"está",4.98670171320631,"m",39521,263506,6334.278846,5.420792157,0.31,128,0.000621937105970612,"spanish",-7.38267158614052,4,1.78689469898857,-0.376407522894416,-1.34363634528995,-1.85946475741568
"758",64183,"arm","06136","01861038677","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,3.356,3.726,"cine",16,"cine",8.22061615092212,"m",18008,2448,58.84615385,3.388988785,0.37,480,7.03935469686019e-05,"spanish",-9.56140896137934,4,-0.272496309135009,0.117029110173284,-1.34363634528995,-0.458442809000648
"759",64199,"arm","06136","01862700243","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,0.726,1.206,"pijama",3,"pijama",5.62499956054691,"m",68563,215,5.168269231,2.334453751,0.48,295,0.000674992453941563,"spanish",-7.30080904650007,6,-1.34134972118206,1.02166293746407,0.189222159869235,-1.58293632384899
"760",64426,"arm","06136","01939046399","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,0.826,1.346,"conexión",3,"conexión",7.734374395752,"m",20889,1593,38.29326923,3.202488317,0.52,481,0.000625103638723188,"spanish",-7.37759310001771,8,-0.461529063043659,1.35062069284253,1.72208066502842,-0.669096301648512
"761",64491,"arm","06136","01952651395","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,1.231,1.816,"jabones",5,"jabones",9.06808035714286,"m",53817,35,0.8413461538,1.556302501,0.585,482,0.0010685538246014,"spanish",-6.84144911049027,7,-2.13006663606378,1.88517704533254,0.955651412448826,-0.0912976738158067
"762",64516,"arm","06136","01952651395","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,2.446,2.926,"finos",9,"finos",9.06808035714286,"m",43503,63,1.514423077,1.806179974,0.48,483,0.000264546826126523,"spanish",-8.23749228593984,5,-1.87679635010973,1.02166293746407,-0.577207092710356,-0.0912976738158067
"763",64533,"arm","06136","01952651395","TextGrid",1,"ORT-MAU","IntervalTier",0,7.168,3.506,4.066,"regalos",12,"regalos",9.06808035714286,"m",76916,1278,30.72115385,3.106870544,0.56,484,0.000988298678896185,"spanish",-6.91952559932675,7,-0.558445125221058,1.679578448221,0.955651412448826,-0.0912976738158067
"764",64605,"arm","06136","01955644672","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,1.966,2.586,"española",6,"española",5.76006317796192,"m",39023,153,3.677884615,2.187520721,0.62,327,0.00112247843936712,"spanish",-6.7922161462231,8,-1.49027779411881,2.1730150812887,1.72208066502842,-1.5244229970201
"765",64660,"arm","06136","01969616441","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,2.326,2.886,"centro",10,"centro",7.89741914889769,"m",17055,5415,130.1682692,3.733678656,0.56,485,0.000596335857608052,"spanish",-7.4247065301398,6,0.076873728690027,1.679578448221,0.189222159869235,-0.598460766253095
"766",64888,"arm","06136","02072560817","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,2.526,3.166,"temprano",10,"temprano",8.28394452343376,"m",88046,3854,92.64423077,3.586024382,0.64,486,0.00325998235349901,"spanish",-5.72603349665529,8,-0.072785381230288,2.33749395897793,1.72208066502842,-0.431007191406238
"767",64972,"arm","06136","02090024546","TextGrid",1,"ORT-MAU","IntervalTier",0,5.376,0.666,0.916,"Cuál",2,"cuál",7.06845238095238,"m",24458,15494,372.4519231,4.190191581,0.25,392,4.66992105369138e-05,"spanish",-9.97178329842345,4,0.539585143481986,-0.869844155962116,-1.34363634528995,-0.957592295168368
"768",65054,"arm","06136","02092934092","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,1.636,2.106,"regalo",5,"regalo",7.67045509023119,"m",76914,3950,94.95192308,3.59670703,0.47,452,0.000429022112015865,"spanish",-7.75400209720404,6,-0.0619576852350334,0.939423498619449,0.189222159869235,-0.696787927907292
"769",65086,"arm","06136","02093530401","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,0.556,1.026,"Encontré",2,"encontré",8.5477945104685,"m",35560,5676,136.4423077,3.754118894,0.47,475,0.00167826341044889,"spanish",-6.3899957044436,8,0.0975915023295452,0.939423498619449,1.72208066502842,-0.316700016604857
"770",65161,"arm","06136","02093530401","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,4.126,4.396,"para",14,"para",8.5477945104685,"m",65603,271407,6524.206731,5.433622645,0.27,75,0.00359680966564784,"spanish",-5.62770803041769,4,1.79989939815443,-0.705365278272886,-1.34363634528995,-0.316700016604857
"771",65167,"arm","06136","02093530401","TextGrid",1,"ORT-MAU","IntervalTier",0,7.253333,4.396,4.776,"salir",15,"salir",8.5477945104685,"m",81981,17219,413.9182692,4.236033147,0.38,124,0.00132708845531014,"spanish",-6.624767867745,5,0.586049141976966,0.199268549017899,-0.577207092710356,-0.316700016604857
"772",65200,"arm","06136","02103109446","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,1.456,1.806,"uses",5,"uses",5.1700364677139,"m",91628,454,10.91346154,2.658011397,0.35,487,0.00349375406848771,"spanish",-5.65677845655701,4,-1.01339883973129,-0.0474497675159492,-1.34363634528995,-1.7800390274159
"773",65293,"arm","06136","02107065174","TextGrid",1,"ORT-MAU","IntervalTier",0,7.850667,1.366,1.876,"clases",3,"clases",5.22248619130069,"m",18224,2280,54.80769231,3.358125285,0.51,467,0.00184393167633141,"spanish",-6.29585520641519,6,-0.303778870850938,1.26838125399791,0.189222159869235,-1.75731634400894
"774",65310,"arm","06136","02107065174","TextGrid",1,"ORT-MAU","IntervalTier",0,7.850667,2.146,2.706,"aprender",6,"aprender",5.22248619130069,"m",7762,2708,65.09615385,3.432809005,0.56,126,0.0124747127871631,"spanish",-4.38405166068269,8,-0.228081102286934,1.679578448221,1.72208066502842,-1.75731634400894
"775",65326,"arm","06136","02107065174","TextGrid",1,"ORT-MAU","IntervalTier",0,7.850667,2.916,3.466,"andar",9,"andar",5.22248619130069,"m",6067,1304,31.34615385,3.115610512,0.55,468,0.00899443525764216,"spanish",-4.71114919758153,5,-0.549586486753119,1.59733900937638,-0.577207092710356,-1.75731634400894
"776",65439,"arm","06136","02119346533","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,2.926,3.246,"niños",10,"niños",8.49184782608696,"m",62657,12706,305.4326923,4.10404303,0.32,336,0.000236875585305095,"spanish",-8.34797551118564,5,0.452266875515121,-0.294168084049801,-0.577207092710356,-0.340937680980092
"777",65495,"arm","06136","02134096395","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.286,2.556,"este",8,"este",6.94444444444444,"m",39817,76265,1833.293269,4.882330969,0.27,267,0.00210700996102793,"spanish",-6.16248541658325,4,1.2411223353473,-0.705365278272882,-1.34363634528995,-1.01131599261659
"778",65501,"arm","06136","02134096395","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.556,3.046,"mundo",9,"mundo",6.94444444444444,"m",61798,23942,575.5288462,4.379178566,0.49,256,0.000258942052764731,"spanish",-8.25890625579614,5,0.731138176085865,1.10390237630868,-0.577207092710356,-1.01131599261659
"779",65580,"arm","07049","00006372961","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.486,1.776,"datos",4,"datos",13.6264547262404,"m",25414,1996,47.98076923,3.300378065,0.29,326,0.000538803547952243,"spanish",-7.52615952853467,5,-0.362310177202237,-0.540886400583649,-0.577207092710356,1.88351726430267
"780",65688,"arm","07049","00017905992","TextGrid",1,"ORT-MAU","IntervalTier",0,4.778667,2.686,3.036,"ayudes",10,"ayudes",11.928012560825,"m",11791,535,12.86057692,2.72916479,0.35,488,0.00128724616068397,"spanish",-6.65525010161464,6,-0.941279332617056,-0.0474497675159492,0.189222159869235,1.14770473812425
"781",65727,"arm","07049","00021265338","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,0.966,1.216,"cuántos",3,"cuántos",8.84885274624145,"m",24494,3690,88.70192308,3.567144045,0.25,430,0.0022666179106157,"spanish",-6.08946646572201,7,-0.0919220736799466,-0.869844155962116,0.955651412448826,-0.186273190480499
"782",65796,"arm","07049","00025212763","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,1.356,1.616,"Rusa",4,"rusa",13.3928578902264,"m",81482,578,13.89423077,2.762678564,0.26,489,9.85246975662839e-06,"spanish",-11.5277883974959,4,-0.907310511728671,-0.787604717117499,-1.34363634528995,1.7823165984721
"783",65826,"arm","07049","00025212763","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,2.656,2.836,"hace",10,"hace",13.3928578902264,"m",47073,50005,1202.043269,4.699022117,0.18,363,0.00086573801856959,"spanish",-7.05192821414269,4,1.05532453290215,-1.44552022787443,-1.34363634528995,1.7823165984721
"784",65933,"arm","07049","00029180157","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,1.746,1.956,"lavar",9,"lavar",11.4257823657991,"m",55115,668,16.05769231,2.825426118,0.21,490,0.00108579859287612,"spanish",-6.82543953242661,5,-0.843710977310067,-1.19880191134058,-0.577207092710356,0.930124607313786
"785",66038,"arm","07049","00101062767","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,1.506,1.936,"pozos",8,"pozos",7.8125,"m",70138,130,3.125,2.117271296,0.43,491,0.000267267721787776,"spanish",-8.22725969861021,5,-1.5614810592401,0.610465743240982,-0.577207092710356,-0.635250110479043
"786",66065,"arm","07049","00110507997","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,1.046,1.396,"película",4,"película",12.3197115384615,"m",67005,6385,153.4855769,3.805228914,0.35,21,0.000983964945007195,"spanish",-6.92392028653929,8,0.149395489400109,-0.047449767515951,1.72208066502842,1.31739966215819
"787",66305,"arm","07049","00134855899","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,3.936,4.136,"puede",18,"puede",13.7695305776596,"m",73052,52489,1261.754808,4.720076573,0.2,492,0.000444240120949269,"spanish",-7.71914532876986,5,1.07666486433621,-1.2810413501852,-0.577207092710356,1.94550171441324
"788",66325,"arm","07049","00134855899","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,4.566,5.106,"película",21,"película",13.7695305776596,"m",67005,6385,153.4855769,3.805228914,0.54,21,0.000983964945007195,"spanish",-6.92392028653929,8,0.149395489400109,1.51509957053177,1.72208066502842,1.94550171441324
"789",66349,"arm","07049","00134855899","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,5.526,5.936,"acento",25,"acento",13.7695305776596,"m",1080,542,13.02884615,2.73479983,0.41,493,0.0137514983761681,"spanish",-4.28660748799444,6,-0.935567780571056,0.445986865551751,0.189222159869235,1.94550171441324
"790",66374,"arm","07049","00195238554","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.206,1.406,"hizo",4,"hizo",11.4889705882353,"m",48017,19608,471.3461538,4.292455447,0.2,494,4.05228486435749e-05,"spanish",-10.1136445788936,4,0.643237538688443,-1.2810413501852,-1.34363634528995,0.957499507985857
"791",66439,"arm","07049","00199550180","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,0.676,0.896,"Para",2,"para",8.56370256638391,"m",65603,271407,6524.206731,5.433622645,0.22,75,0.00359680966564784,"spanish",-5.62770803041769,4,1.79989939815443,-1.11656247249597,-1.34363634528995,-0.309808203007635
"792",66479,"arm","07049","00199550180","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.356,2.556,"nuevo",9,"nuevo",8.56370256638391,"m",63074,24349,585.3125,4.386498966,0.2,93,3.5974580104304e-05,"spanish",-10.2326979771338,5,0.738557971792291,-1.2810413501852,-0.577207092710356,-0.309808203007635
"793",66486,"arm","07049","00199550180","TextGrid",1,"ORT-MAU","IntervalTier",0,4.437333,2.556,2.886,"champú",10,"champú",8.56370256638391,"m",17340,154,3.701923077,2.190331698,0.33,495,0.000875406510574032,"spanish",-7.04082219597899,6,-1.48742864993605,-0.211928645205182,0.189222159869235,-0.309808203007635
"794",66638,"arm","07049","00270378592","TextGrid",1,"ORT-MAU","IntervalTier",0,2.304,0.516,0.756,"Está",2,"está",6.94444444444444,"m",39521,263506,6334.278846,5.420792157,0.24,128,0.000621937105970612,"spanish",-7.38267158614052,4,1.78689469898857,-0.952083594806732,-1.34363634528995,-1.01131599261659
"795",66696,"arm","07049","00278767395","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.956,2.286,"golpear",7,"golpear",15.0923295454545,"m",45988,862,20.72115385,2.936010796,0.33,496,0.00495292725390902,"spanish",-5.30777651276251,7,-0.73162479089663,-0.211928645205182,0.955651412448826,2.51857512835626
"796",66823,"arm","07049","00286193898","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.176,2.426,"todo",8,"todo",10.9011637809924,"m",89015,120738,2902.355769,5.081847575,0.25,39,0.000112289292517902,"spanish",-9.09443204789035,4,1.44334795916014,-0.869844155962116,-1.34363634528995,0.702845201498779
"797",66863,"arm","07049","00289256041","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,1.266,1.746,"opciones",4,"opciones",15.2853260869565,"m",64331,1354,32.54807692,3.131939295,0.48,1,0.00141964215035998,"spanish",-6.55735044591676,8,-0.533035993064991,1.02166293746407,1.72208066502842,2.60218661400938
"798",66973,"arm","07049","00290330729","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,0.626,0.836,"Estoy",2,"estoy",10.9707437690539,"m",40057,108899,2617.764423,5.03702788,0.21,139,0.000763109194852361,"spanish",-7.17810942439996,5,1.39791970653401,-1.19880191134058,-0.577207092710356,0.732989193345846
"799",67204,"arm","07049","00351975889","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,0.826,1.016,"quiero",3,"quiero",11.4020282307885,"m",73716,82097,1973.485577,4.914332577,0.19,11,0.00232463730339408,"spanish",-6.06419125065204,6,1.27355845818719,-1.36328078902981,0.189222159869235,0.91983365337656
"800",67227,"arm","07049","00351975889","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,1.816,1.976,"pero",7,"pero",11.4020282307885,"m",67883,223538,5373.509615,5.349353304,0.16,364,0.00374939846896459,"spanish",-5.58615986014271,4,1.71448585592516,-1.60999910556367,-1.34363634528995,0.91983365337656
"801",67233,"arm","07049","00351975889","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,1.976,2.186,"nadie",8,"nadie",11.4020282307885,"m",62022,33193,797.9086538,4.52105959,0.21,174,0.00114334870486573,"spanish",-6.7737938620738,5,0.874945647357729,-1.19880191134058,-0.577207092710356,0.91983365337656
"802",67267,"arm","07049","00364898243","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,0.986,1.146,"años",3,"años",13.5690775525208,"m",6911,40816,981.1538462,4.610841081,0.16,98,0.00255365382206893,"spanish",-5.97023007399288,4,0.965946183044077,-1.60999910556367,-1.34363634528995,1.85865987204094
"803",67273,"arm","07049","00364898243","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.146,1.306,"tiene",4,"tiene",13.5690775525208,"m",88587,79362,1907.740385,4.899618076,0.16,72,0.00223131625414739,"spanish",-6.10516361914165,5,1.25864416506906,-1.60999910556366,-0.577207092710356,1.85865987204094
"804",67374,"arm","07049","00396283298","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,2.966,3.176,"usan",9,"usan",13.2254471665986,"m",91577,1168,28.07692308,3.067814511,0.21,497,0.00170691041699004,"spanish",-6.37307031634188,4,-0.598031457383705,-1.19880191134058,-1.34363634528995,1.70978960286975
"805",67409,"arm","07049","00396283298","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,4.406,4.656,"para",14,"para",13.2254471665986,"m",65603,271407,6524.206731,5.433622645,0.25,75,0.00359680966564784,"spanish",-5.62770803041769,4,1.79989939815443,-0.869844155962116,-1.34363634528995,1.70978960286975
"806",67445,"arm","07049","00431161665","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,0.746,0.916,"llegó",3,"llegó",15.625,"m",56374,5614,134.9519231,3.749349761,0.17,47,0.00310168067777217,"spanish",-5.77581116028343,5,0.0927576144877913,-1.52775966671905,-0.577207092710356,2.74934282875886
"807",67506,"arm","07049","00431161665","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,2.756,2.896,"bien",12,"bien",15.625,"m",13053,241471,5804.591346,5.382866779,0.14,498,0.0025039605102247,"spanish",-5.98988159654568,4,1.74845437375375,-1.7744779832529,-1.34363634528995,2.74934282875886
"808",67751,"arm","07049","00517607921","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,0.696,1.036,"Ayer",2,"ayer",10.2896331660029,"m",11701,5216,125.3846154,3.717420837,0.34,14,0.00277622609822744,"spanish",-5.88666279216597,4,0.060395162544454,-0.129689206360566,-1.34363634528995,0.437913079691256
"809",67796,"arm","07049","00517607921","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,2.316,2.706,"reunión",11,"reunión",10.2896331660029,"m",80161,4311,103.6298077,3.634678752,0.39,22,0.00100138487673987,"spanish",-6.90637136029963,7,-0.0234703867457147,0.281507987862517,0.955651412448826,0.437913079691256
"810",67811,"arm","07049","00565951205","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,0.666,0.956,"Queremos",2,"queremos",13.671875,"m",73640,6103,146.7067308,3.785614525,0.29,499,0.00364370719891271,"spanish",-5.61475365437351,8,0.129514778061061,-0.54088640058365,1.72208066502842,1.90319459394939
"811",67938,"arm","07049","00593701641","TextGrid",1,"ORT-MAU","IntervalTier",0,2.816,0.696,0.896,"algún",3,"algún",8.87784090909091,"m",4747,16667,400.6490385,4.221883492,0.2,406,0.00968236651696294,"spanish",-4.6374489326799,5,0.571707364284981,-1.2810413501852,-0.577207092710356,-0.173714709673873
"812",67945,"arm","07049","00593701641","TextGrid",1,"ORT-MAU","IntervalTier",0,2.816,0.896,1.286,"examen",4,"examen",8.87784090909091,"m",40833,2153,51.75480769,3.333245699,0.39,500,0.00201542205367866,"spanish",-6.20692664959639,6,-0.32899626954233,0.281507987862517,0.189222159869235,-0.173714709673873
"813",67957,"arm","07049","00593701641","TextGrid",1,"ORT-MAU","IntervalTier",0,2.816,1.346,1.836,"admisión",6,"admisión",8.87784090909091,"m",2527,182,4.375,2.26245109,0.49,501,0.00473301186162903,"spanish",-5.35319352190671,8,-1.41433002757775,1.10390237630868,1.72208066502842,-0.173714709673873
"814",68135,"arm","07049","00626715104","TextGrid",1,"ORT-MAU","IntervalTier",0,3.072,1.116,1.356,"diario",5,"diario",11.3932291666667,"m",31023,2056,49.42307692,3.313234292,0.24,502,0.00342243084120958,"spanish",-5.67740420810311,6,-0.349279389554644,-0.952083594806732,0.189222159869235,0.916021653338346
"815",68206,"arm","07049","00630051913","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.686,1.986,"tiempos",5,"tiempos",9.32173212697691,"m",88575,2265,54.44711538,3.355259906,0.3,503,0.00137195491846832,"spanish",-6.59151860847753,7,-0.306683155698963,-0.458646961739032,0.955651412448826,0.0185913488025006
"816",68222,"arm","07049","00630051913","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,2.176,2.526,"niñez",8,"niñez",9.32173212697691,"m",62651,292,7.019230769,2.46686762,0.35,504,2.36584295685292e-05,"spanish",-10.6517910765734,5,-1.20713794905519,-0.0474497675159528,-0.577207092710356,0.0185913488025006
"817",68270,"arm","07049","00631664048","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.006,2.506,"delicia",8,"delicia",8.92857142857143,"m",26443,128,3.076923077,2.11058971,0.5,505,0.00277455229372212,"spanish",-5.88726588039536,7,-1.56825336718979,1.1861418151533,0.955651412448826,-0.151736833445055
"818",68408,"arm","07049","00775689208","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,0.556,0.786,"Esta",2,"esta",14.7625804199178,"m",39520,91528,2200.192308,4.961558718,0.23,40,0.000871319542984262,"spanish",-7.04550177929389,4,1.321425831312,-1.03432303365135,-1.34363634528995,2.3757186084188
"819",68444,"arm","07049","00775689208","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,1.826,2.146,"caso",7,"caso",14.7625804199178,"m",16357,12520,300.9615385,4.097639016,0.32,506,0.000416834427373356,"spanish",-7.78282147167196,4,0.445775908412081,-0.294168084049801,-1.34363634528995,2.3757186084188
"820",68450,"arm","07049","00775689208","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,2.146,2.476,"único",8,"único",14.7625804199178,"m",91405,11868,285.2884615,4.07441413,0.33,507,0.00123142623470618,"spanish",-6.69958224093404,5,0.422235677082505,-0.211928645205182,-0.577207092710356,2.3757186084188
"821",68523,"arm","07049","00775689208","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,5.036,5.266,"ambas",19,"ambas",14.7625804199178,"m",5575,1403,33.72596154,3.147367108,0.23,508,0.00588352619564524,"spanish",-5.13559900367873,5,-0.517398702663245,-1.03432303365135,-0.577207092710356,2.3757186084188
"822",68565,"arm","07049","00804559017","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.156,1.416,"mejor",5,"mejor",11.4694139403745,"m",59153,48850,1174.278846,4.688873458,0.26,445,0.000722014294513127,"spanish",-7.2334656207728,5,1.04503807635958,-0.787604717117499,-0.577207092710356,0.949027022575959
"823",68575,"arm","07049","00804559017","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.486,1.706,"llevar",7,"llevar",11.4694139403745,"m",56495,5597,134.5432692,3.748032894,0.22,227,0.00408508429018027,"spanish",-5.50041291681199,6,0.0914228671908494,-1.11656247249597,0.189222159869235,0.949027022575959
"824",68748,"arm","07049","00827181821","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,2.136,2.426,"Plaza",10,"plaza",10.8398448085786,"m",69251,633,15.21634615,2.802089258,0.29,10,0.000788707483141495,"spanish",-7.14511504966126,5,-0.867364703012142,-0.540886400583649,-0.577207092710356,0.676280112081426
"825",68805,"arm","07049","00829589168","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,2.396,2.826,"película",9,"película",10.9011637809924,"m",67005,6385,153.4855769,3.805228914,0.43,21,0.000983964945007195,"spanish",-6.92392028653929,8,0.149395489400109,0.610465743240984,1.72208066502842,0.702845201498779
"826",68838,"arm","07049","00836662805","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,1.466,1.736,"buscar",5,"buscar",10.8506944444444,"m",14330,7045,169.3509615,3.847942639,0.27,16,0.00311860273560581,"spanish",-5.77037021862353,6,0.19268917736258,-0.705365278272882,0.189222159869235,0.680980477002346
"827",68889,"arm","07049","00836662805","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,3.186,3.526,"noche",14,"noche",10.8506944444444,"m",62697,36842,885.625,4.566354986,0.34,428,0.000318591309835286,"spanish",-8.05160143695798,5,0.92085606000754,-0.129689206360568,-0.577207092710356,0.680980477002346
"828",68915,"arm","07049","00839628226","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,1.146,1.316,"está",5,"está",9.37499895368315,"m",39521,263506,6334.278846,5.420792157,0.17,128,0.000621937105970612,"spanish",-7.38267158614052,4,1.78689469898857,-1.52775966671905,-1.34363634528995,0.0416680240748909
"829",68998,"arm","07049","00845837403","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,2.736,2.966,"puede",10,"puede",13.9973958333333,"m",73052,52489,1261.754808,4.720076573,0.23,492,0.000444240120949269,"spanish",-7.71914532876986,5,1.07666486433621,-1.03432303365135,-0.577207092710356,2.04421929975095
"830",69253,"arm","07049","00877079070","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,0.786,1.116,"dijeron",3,"dijeron",13.4171195652174,"m",31349,5202,125.0480769,3.716253826,0.33,509,0.00241959471384779,"spanish",-6.02415522645543,7,0.0592123059782618,-0.211928645205182,0.955651412448826,1.79282743288729
"831",69312,"arm","07049","00877079070","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,2.846,3.366,"actores",13,"actores",13.4171195652174,"m",1922,721,17.33173077,2.858537198,0.52,510,0.0100718910523524,"spanish",-4.5980067991818,7,-0.810150318163144,1.35062069284253,0.955651412448826,1.79282743288729
"832",69385,"arm","07049","00882770403","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,1.416,1.736,"quieren",5,"quieren",9.37499895368315,"m",73714,11207,269.3990385,4.049528122,0.32,511,0.0035951670205515,"spanish",-5.62816482976412,7,0.397011769193798,-0.294168084049799,0.955651412448826,0.0416680240748909
"833",69471,"arm","07049","00889717377","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.456,2.786,"Fuego",11,"fuego",10.5229600225574,"m",44728,5525,132.8125,3.742410881,0.33,512,0.00140949411322862,"spanish",-6.56452442391502,5,0.0857245190242366,-0.211928645205182,-0.577207092710356,0.53899678288856
